sample	Feature1	Feature4	Feature6	Feature7	Feature9	Feature14	Feature17	Feature19	Feature20	Feature21	Feature24	Feature27	Feature30	Feature32	Feature35	Feature37	Feature38	Feature39	Feature40	Feature42	Feature44	Feature45	Feature47	Feature49	Feature50	Feature53	Feature58	Feature60	Feature62	Feature66	Feature72	Feature74	Feature77	Feature84	Feature88	Feature89	Feature90	Feature91	Feature95	Feature105	Feature107	Feature115	Feature116	Feature117	Feature118	Feature124	Feature125	Feature129	Feature133	Feature134	Feature135	Feature136	Feature137	Feature140	Feature141	Feature142	Feature143	Feature147	Feature149	Feature150	Feature153	Feature154	Feature155	Feature159	Feature171	Feature175	Feature176	Feature189	Feature190	Feature192	Feature195	Feature198	Feature203	Feature204	Feature208	Feature211	Feature213	Feature214	Feature215	Feature220	Feature222	Feature223	Feature225	Feature229	Feature232	Feature233	Feature238	Feature239	Feature242	Feature243	Feature244	Feature247	Feature249	Feature250	Feature251	Feature253	Feature255	Feature256	Feature257	Feature259	Feature261	Feature263	Feature264	Feature274	Feature281	Feature284	Feature285	Feature286	Feature290	Feature292	Feature294	Feature295	Feature296	Feature297	Feature298	Feature299	Feature300	Feature306	Feature310	Feature312	Feature314	Feature316	Feature317	Feature320	Feature328	Feature332	Feature335	Feature337	Feature342	Feature344	Feature345	Feature346	Feature360	Feature361	Feature365	Feature368	Feature370	Feature373	Feature377	Feature378	Feature379	Feature382	Feature387	Feature391	Feature392	Feature393	Feature396	Feature403	Feature405	Feature410	Feature411	Feature412	Feature413	Feature414	Feature416	Feature418	Feature419	Feature420	Feature424	Feature427	Feature431	Feature432	Feature436	Feature440	Feature441	Feature442	Feature445	Feature446	Feature447	Feature448	Feature449	Feature451	Feature455	Feature456	Feature466	Feature467	Feature476	Feature477	Feature479	Feature481	Feature482	Feature483	Feature485	Feature486	Feature487	Feature497	Feature499	Feature503	Feature504	Feature511	Feature512	Feature515	Feature516	Feature517	Feature518	Feature519	Feature521	Feature527	Feature528	Feature529	Feature530	Feature531	Feature534	Feature538	Feature541	Feature542	Feature552	Feature554	Feature555	Feature556	Feature558	Feature561	Feature562	Feature563	Feature564	Feature565	Feature568	Feature571	Feature572	Feature574	Feature575	Feature580	Feature581	Feature582	Feature585	Feature590	Feature592	Feature594	Feature600	Feature604	Feature605	Feature625	Feature627	Feature630	Feature634	Feature635	Feature636	Feature639	Feature641	Feature646	Feature648	Feature655	Feature659	Feature662	Feature669	Feature670	Feature671	Feature672	Feature673	Feature677	Feature682	Feature683	Feature685	Feature689	Feature690	Feature692	Feature694	Feature695	Feature696	Feature698	Feature700	Feature706	Feature712	Feature716	Feature717	Feature720	Feature721	Feature724	Feature729	Feature732	Feature735	Feature736	Feature738	Feature739	Feature740	Feature742	Feature745	Feature747	Feature748	Feature751	Feature753	Feature754	Feature758	Feature760	Feature763	Feature773	Feature777	Feature779	Feature780	Feature785	Feature788	Feature792	Feature795	Feature798	Feature801	Feature805	Feature808	Feature812	Feature817	Feature820	Feature822	Feature823	Feature830	Feature832	Feature835	Feature836	Feature837	Feature840	Feature842	Feature843	Feature844	Feature845	Feature846	Feature851	Feature852	Feature854	Feature857	Feature862	Feature864	Feature879	Feature882	Feature883	Feature885	Feature887	Feature889	Feature890	Feature892	Feature895	Feature898	Feature903	Feature905	Feature911	Feature918	Feature919	Feature920	Feature927	Feature930	Feature935	Feature936	Feature937	Feature938	Feature939	Feature940	Feature942	Feature943	Feature945	Feature953	Feature956	Feature958	Feature962	Feature964	Feature970	Feature971	Feature974	Feature975	Feature977	Feature981	Feature982	Feature985	Feature986	Feature987	Feature988	Feature991	Feature994	Feature996	Feature998
TCGA-CC-A3MA-01	0.8620645	0.55123246	-0.12063311	-0.97965187	-0.18063119	-0.8589191	0.46435782	0.7239401	0.38560137	0.7131315	-0.80968404	0.51331216	0.57844883	-0.26091585	-0.82428265	-0.53200793	-0.49613628	0.98833805	0.7945613	-0.7613681	-0.7392836	-0.497692	-0.26123226	-0.90950155	-0.9457593	-0.5818785	-0.49670064	-0.8057757	0.0149490675	0.094931714	0.516137	0.562638	0.68303746	-0.467554	0.3065172	-0.601673	0.054994192	-0.6019788	0.7441111	0.7037762	-0.5765722	-0.63207555	0.66474867	-0.6937712	-0.9485404	0.946945	-0.5295125	0.04617321	-0.85838395	-0.51650244	0.5764152	0.53572196	0.60395575	-0.09077794	0.723429	0.979619	-0.9350354	0.80420464	-0.2703608	0.9111793	-0.9731304	-0.65999895	-0.7686908	-0.22600116	-0.6638887	-0.902716	0.25505683	0.27868614	0.87441254	-0.92661417	0.41957304	-0.12003713	-0.7519599	0.12943657	0.9203425	0.98275006	-0.94217694	-0.43011564	-0.61100656	-0.8644679	-0.84152037	-0.89351326	-0.43432692	0.25928473	0.66272634	0.6504603	0.86605066	-0.51447666	0.6198701	0.97785383	-0.5346496	0.90439814	-0.43969086	0.66320306	-0.56740785	0.6628169	-0.7262592	-0.85340154	-0.77074605	0.99077153	-0.9367739	0.07593365	0.04843768	0.021070225	-0.56566215	-0.08967352	-0.9387175	0.20441331	0.1534955	-0.9109432	-0.71007264	-0.88244313	-0.21431088	0.24377938	0.9495868	-0.3159266	-0.6774506	0.90505	-0.98919183	-0.21591309	0.6937879	-0.7179389	0.99759144	0.9720089	0.834919	0.83601034	-0.78772354	0.26112127	0.24046376	-0.28822452	0.76453793	0.2402738	-0.9867951	0.8349792	-0.9236966	-0.4060055	-0.8092861	0.9791036	0.9630329	-0.95718646	-0.56649494	0.6860712	0.96402836	0.67820984	-0.18970525	0.5465783	-0.058938924	-0.5646535	-0.5422852	-0.2278394	0.25108755	0.95320404	0.8557995	0.06625583	0.64514196	-0.57222587	0.74587566	-0.17991574	0.027599847	-0.9917395	0.622476	0.85045284	-0.4577933	-0.5720142	0.7473576	-0.95522726	-0.62542814	0.938799	0.64014983	0.88600874	0.055031803	-0.9966872	0.4250682	-0.97064704	0.93719214	0.9364694	0.8720427	-0.7132619	0.072954364	0.84164244	-0.9284751	0.9490987	-0.9357138	-0.6592924	-0.7469121	0.095468104	0.7205603	-0.9436637	0.9744028	-0.8793371	-0.8880701	0.7469971	0.9049064	-0.5197875	-0.1414205	0.15972598	-0.32671082	0.9916249	-0.5791845	-0.12338515	0.8925591	-0.4392657	-0.54430753	-0.5558776	0.081616536	-0.8374019	-0.37304893	-0.65974563	-0.48961845	-0.92097616	-0.7977718	0.49634477	0.8408047	-0.17366795	-0.43486598	0.5226221	0.12971225	-0.42113677	0.9110652	-0.21619676	0.07043777	-0.48817316	-0.028543785	0.8591877	0.44872504	-0.9031709	-0.86438096	0.44011384	-0.013424919	-0.94628876	-0.8428771	0.24407357	0.48231468	0.4807448	-0.45933622	0.70833105	-0.8006218	0.6264257	0.6989754	0.7043099	0.79071766	0.41155624	0.9965191	-0.66354305	0.96232903	-0.49473968	-0.4306585	0.31055236	0.34804106	-0.7722571	0.5429309	0.59674585	0.8532831	-0.2930854	0.21514279	-0.59927106	0.37601814	-0.70686966	-0.6299514	0.08045359	0.8918075	0.99527776	-0.3454236	0.9252631	-0.57059884	0.98416233	-0.6294473	0.9400054	0.90565336	0.55353343	0.94978005	-0.54875535	0.26837644	-0.8911649	0.96450657	0.14832594	-0.97051924	0.21137662	-0.25162202	0.7726148	0.13683935	-0.68052715	0.44098642	-0.7822172	-0.46951544	-0.810788	0.73489517	0.5912813	0.8976374	-0.77166075	0.07844262	0.23657578	0.15487882	-0.63746136	0.3854654	-0.87337905	0.41893384	0.81131315	0.2498175	0.5657202	-0.8938592	-0.13673957	-0.1425522	-0.7029829	-0.88139343	0.8005972	0.9760446	0.45132643	0.3521511	-0.5580961	0.9993557	0.80196124	0.12715082	0.8556217	0.62701064	-0.938651	0.65971273	0.8535759	-0.4523913	0.8366535	0.6413449	-0.76223505	-0.4273122	0.9429506	0.32066092	0.2313699	0.28472054	-0.68363684	0.33936098	-0.33859104	-0.89879894	-0.41996536	-0.94333076	-0.82428837	0.82974344	-0.95853454	0.9245337	-0.2149215	0.1770293	0.91603357	-0.79660463	-0.2714878	0.22261135	0.4554455	0.80385536	0.81414664	-0.9361718	0.5799307	0.26424342	-0.9240136	-0.3567452	-0.4125766	0.82128555	0.9179156	0.6519347	0.18271519	-0.69371307	-0.85550016	0.5542082	0.22241455	-0.99045724	0.6646564	-0.63702875	-0.51873505	-0.4900361	0.58376455
TCGA-DD-AAW0-01	-0.8366013	-0.9987209	-0.9997671	-0.7445116	0.9970272	-0.08395214	-0.98805696	-0.9479117	-0.9944632	-0.9689309	0.9987448	-0.8200518	-0.89431405	0.48251477	0.9995228	0.99563515	0.31462243	0.99969596	-0.98637354	-0.7563486	0.8395024	0.9546224	-0.9005231	-0.027010726	0.81069237	-0.9400006	0.7727417	0.931175	-0.2840127	-0.99440324	0.96948427	-0.99212784	-0.9904966	-0.55370283	-0.93231344	-0.5822004	-0.732374	0.91247493	0.70133	0.7252618	0.068648346	0.9579967	-0.6140662	0.9982188	0.042185724	0.9318955	0.2035418	0.98781186	0.94077283	0.786082	0.97390854	0.9487294	0.38788584	0.79989916	-0.97964466	-0.53064644	0.99939567	-0.9008067	-0.9994282	-0.865124	0.64276814	-0.9923704	-0.999698	-0.62706035	0.5263483	0.9942344	-0.9739408	-0.83040667	0.82504374	0.6515069	0.9997723	0.6763988	0.92707914	0.0312671	0.89718616	-0.58832467	0.9936765	-0.7148467	0.97517616	0.7333667	0.92271924	-0.93322206	-0.9751547	-0.4535032	-0.22327879	0.7509071	-0.277866	0.75511646	0.5526328	-0.83143187	0.5961394	-0.6595387	0.9865279	0.65241927	-0.7009273	-0.9893014	-0.95089704	-0.8198543	-0.9683598	-0.119861975	0.74142486	0.9304702	-0.99942434	-0.88877684	-0.9149824	-0.8783483	0.452886	0.49192652	0.9689543	-0.98456836	0.64418805	0.998055	0.26987624	-0.90500313	-0.7938465	-0.9939706	0.605647	-0.98623055	0.7185093	-0.41270044	-0.8970697	0.30326378	-0.90186626	-0.9837397	-0.9675431	-0.87396795	0.24805951	-0.9405873	-0.67759424	0.65891504	0.035503816	-0.95464355	0.92801356	0.8822813	-0.6771342	-0.9995071	0.9999558	0.9990122	0.9989191	-0.66331756	-0.90540874	0.91695815	0.9507757	-0.8777063	-0.6552979	-0.6710003	0.9770043	0.9374878	0.7983574	0.9014515	-0.67772746	-0.024792548	-0.8846637	-0.9432725	-0.9837922	0.8902571	-0.99824667	0.5035342	-0.95298064	0.2700049	-0.94038475	0.9767157	-0.036093656	-0.75503975	0.6836085	-0.9779157	-0.9916358	0.6548259	-0.8735061	0.9854074	-0.9905223	-0.7309919	-0.8806554	0.9583331	0.98105687	-0.99941397	-0.4436291	0.9751842	-0.9536351	-0.9908387	-0.5190998	-0.89919424	-0.79964906	0.28978875	0.3595382	0.9999555	-0.30283204	0.99341184	-0.93865556	0.2527488	0.956559	-0.9230807	0.72484994	0.90107507	0.9862587	-0.2553872	0.9521625	-0.7138861	-0.19035149	0.19573048	-0.9971095	-0.9889231	0.94846535	0.18782939	-0.9423558	0.9296332	-0.9322899	0.9986284	-0.9687731	-0.7394677	0.1481757	-0.967165	0.53234345	-0.40748993	0.9876072	0.54663527	0.9048113	-0.647142	-0.24970628	-0.9852165	-0.51132023	0.6271306	0.70921826	0.60901475	-0.9990491	0.994912	0.8006353	0.8881444	0.74919224	-0.9383843	-0.7794476	0.3133678	-0.9678286	-0.8599395	-0.99953735	-0.97633886	-0.086879246	0.68510133	0.9838061	-0.70308	0.7521115	-0.87353235	-0.21934474	0.9829695	-0.9528472	0.9902093	-0.9387003	0.99145305	-0.99373657	0.9188342	0.9553402	0.8187855	-0.1380297	-0.76398927	-0.67719823	0.4837592	-0.47420448	-0.99629766	-0.30412275	0.8343226	-0.99959856	-0.99442273	0.84990954	0.78153306	0.936648	-0.52606416	0.8682561	0.16297598	0.11827039	-0.9131473	-0.9811916	0.91505975	-0.9972429	-0.06023859	-0.86879855	0.77303314	0.9877076	-0.88028973	-0.9708003	-0.35721183	-0.4900434	-0.9537721	0.24826016	0.96960753	-0.9599303	-0.79200894	-0.86267203	0.59335077	-0.68278784	0.95891887	-0.999701	0.96245867	0.88322276	0.97301084	-0.5318106	0.9177369	0.99056077	0.53646404	-0.4672069	-0.803555	0.114738114	-0.9801037	-0.99853665	0.43639743	0.9336571	-0.9515905	0.8456078	-0.9994148	0.8862091	-0.9309254	0.60226357	-0.9652463	0.9985036	-0.95944643	0.14889662	0.98266995	0.9088232	-0.9991596	0.94251055	0.78440404	-0.98918885	0.9935739	-0.70246065	-0.35940525	0.9638318	-0.80502325	-0.99799544	-0.9940691	-0.9307856	0.9277149	0.9937123	0.78618616	0.26765576	-0.7689596	0.0062624533	-0.055936176	-0.95759994	-0.90844995	0.75770766	0.81131124	0.99138576	-0.8311567	-0.7709834	0.99636847	-0.9610355	-0.99131054	-0.98384964	-0.99386144	-0.97807264	0.8850601	0.5200367	0.9641727	-0.67158026	0.9617818	-0.8712591	-0.88843584	0.99877536	0.06297987	-0.10588723	-0.8550009	0.9954871	-0.9987148	0.80336565	0.9713381	0.38868865	0.96972775
TCGA-DD-AACA-01	-0.34489554	-0.90094763	0.5052374	0.9913964	0.5610031	0.8939103	-0.48172846	-0.9611219	-0.2903744	0.31048226	0.5408564	-0.62417907	-0.35429385	-0.11252794	0.9832163	0.8403018	-0.43846306	-0.85813296	-0.8954628	-0.8842489	0.86609447	0.5585365	0.119200505	0.81649375	0.34599575	-0.43117818	-0.11631924	-0.039025538	-0.6671769	0.008359511	-0.8767168	-0.19877806	-0.74183095	-0.8533703	-0.05136608	-0.17801492	0.004154736	0.5477736	-0.1367653	-0.5405708	0.97227967	-0.07077581	-0.6235732	0.4551844	0.72142524	-0.91975087	-0.75044185	-0.49327338	-0.4130648	0.7111363	0.89907944	-0.046583597	-0.12573029	-0.4376048	0.029658798	-0.83248067	-0.79095477	-0.111012675	-0.09125996	0.36664385	-0.4820274	0.5265713	-0.4771443	0.98933244	0.85756534	0.6325174	-0.6346568	-0.40783	-0.7780112	0.8732304	-0.56975925	-0.72618127	0.97294015	-0.32212275	-0.33676797	-0.99768156	0.15235378	-0.4356436	-0.5345906	0.6279734	0.21508655	0.95549893	-0.99104947	0.30977592	-0.8765281	0.7022489	0.181524	0.8008069	0.7439439	-0.03571194	0.8537777	-0.7116788	-0.7478253	-0.950413	0.9614881	-0.8494021	0.87915885	0.5641024	0.31498477	-0.99924326	0.6581626	0.9818124	0.27813965	0.69984233	0.502979	-0.72094035	-0.35248464	-0.18389508	0.7584255	-0.9683162	0.79144686	0.5067274	-0.38479713	-0.9321721	-0.9244617	-0.18498503	0.9893301	-0.9820916	-0.54390574	0.14171554	-0.8645044	0.9982432	-0.9691435	-0.754953	-0.8566131	-0.9981581	-0.5856568	-0.88333374	0.057332862	0.89702874	-0.7096399	0.9884214	0.4177803	-0.9813182	0.8415537	0.16361448	-0.8298705	-0.9375022	-0.74260354	0.9491149	0.80000675	-0.75257665	-0.99439055	-0.7924191	0.9105404	-0.21179314	0.97609645	0.22930928	-0.055161983	0.71454525	0.39219686	0.53806275	-0.78406894	0.1301733	0.014634197	-0.59133613	-0.98439145	-0.947355	-0.45557475	0.9997067	0.7844289	-0.8065876	0.6098309	0.64705914	-0.65708196	0.9971843	0.87212956	-0.3585838	0.9545802	-0.59031427	0.8453738	0.988122	-0.7770876	0.18817459	-0.7727958	-0.56129867	-0.81258786	0.58154047	0.4237057	0.6223088	0.9518396	-0.7392096	-0.14007777	-0.20402001	0.0679085	-0.14356844	0.22085935	-0.906181	0.03571776	0.80944085	0.89435744	0.79904294	0.6700283	-0.50207597	0.68571323	-0.71226466	0.524831	-0.87294906	0.48824936	-0.85927397	0.061900206	0.81288844	-0.11547902	0.957891	-0.18819758	0.53375125	-0.94461095	-0.14275946	0.94265956	0.8385543	0.90946376	-0.9923878	-0.4340059	-0.8850351	0.27416965	0.27056503	0.92911476	0.026320623	-0.81032324	-0.78706205	0.6458524	-0.51373476	0.7897083	-0.78956044	0.8605813	0.9875227	-0.3533699	-0.0056966366	0.44396642	-0.5502879	0.5262758	-0.44272113	-0.16324106	-0.2570689	-0.62475926	0.43042287	-0.78361726	0.49665818	0.74884576	0.4153433	-0.22833905	-0.54910374	-0.88869613	0.7386947	-0.96713006	-0.74713176	-0.80082995	-0.63627356	-0.025469458	-0.1912169	0.5009319	-0.9156127	-0.8437044	-0.22484373	-0.87014496	0.7529089	0.788852	-0.75030404	0.8518577	-0.4387233	-0.595258	-0.6742549	0.36453405	0.64919794	0.512127	-0.92821544	-0.9005591	0.8465297	0.8988775	0.16340148	-0.9907046	-0.007459597	0.7324638	0.2636332	-0.12189692	0.6263026	-0.041741688	0.25211352	0.2105158	-0.5175473	-0.9907908	0.82924724	0.08549558	0.9825446	0.53051853	0.18859948	-0.22309029	0.7478518	-0.763288	0.88550043	0.24900997	0.3639361	0.5432829	-0.99041766	-0.070618294	0.7872567	0.72729176	0.66615075	-0.42398724	-0.2140151	0.63677895	0.49082395	0.010137975	0.16815233	0.8995853	-0.82441896	-0.3142434	-0.13008358	-0.48803082	0.8332691	-0.9908426	0.49897224	-0.60896647	-0.18122762	-0.924913	-0.4209788	0.062143702	-0.9134731	0.64651674	-0.2085462	-0.5756878	0.77328014	-0.32170695	-0.8353728	0.7543135	-0.4681092	0.523734	0.7878336	-0.97897184	0.85368484	-0.6360224	-0.73502195	-0.19422169	-0.37912694	-0.55458844	0.8844363	-0.9664614	0.69636875	0.44173035	-0.8180072	-0.7436936	0.4558438	-0.8658055	-0.0402613	-0.9726417	-0.89550114	-0.14923035	-0.9500946	-0.7317532	0.5895213	0.5632738	0.38386065	0.06386641	-0.9949959	0.5325824	0.09416039	0.9762975	0.36325777	-0.67555946	0.216137	0.86730033	0.37295547	0.8655674	0.23995116	0.25869536	0.13262242
TCGA-K7-AAU7-01	-0.17256734	-0.33032507	0.7773039	-0.99723244	-0.30016658	-0.86294854	-0.8363768	0.9598564	0.9785264	0.5063829	-0.93445194	0.75641483	-0.86210006	-0.86543995	-0.92511934	-0.34036085	-0.85106415	0.7785882	0.8550698	-0.68083423	-0.9433033	0.90263194	0.9486382	-0.99365085	-0.97278243	0.990938	-0.39575738	-0.079371065	0.6380486	0.06566815	0.1451528	0.7027221	-0.3580944	0.71059155	0.98750615	0.9592826	0.6887632	-0.37712154	0.9393131	0.794077	-0.9921641	-0.92611253	0.93726164	-0.9348545	-0.8718171	-0.37823498	0.31719565	-0.48429066	0.7141942	-0.99597263	-0.15364034	-0.40763023	-0.73347616	-0.9618202	-0.76182806	0.9741347	-0.9930566	0.70666736	-0.5626499	0.82183623	0.94431776	0.948208	-0.83971417	0.82431066	-0.4835774	-0.99294704	0.77909714	0.9871026	-0.59955144	-0.9483957	0.43666658	0.8293311	0.55026746	0.50903463	-0.25956655	0.9907125	-0.4240425	-0.5488693	-0.6842927	0.7334965	0.1682919	-0.912941	0.99205494	0.90170044	0.08638339	-0.74544793	0.93006366	0.7398957	-0.15195546	0.9927356	-0.8690547	-0.53188324	-0.8988224	-0.99576706	0.20595594	-0.4098127	0.5747043	0.9783684	-0.97396415	0.9999717	-0.78247243	-0.02887211	0.6234749	0.9485077	0.9893732	0.49742037	-0.21983425	0.99336356	0.040291287	0.3299169	-0.7378074	-0.89138037	-0.28875577	-0.48248863	0.89248514	-0.7267059	-0.97040445	-0.50691754	-0.9981502	0.68781734	-0.86236656	0.0101108635	0.48887116	0.9683534	-0.7558371	0.67265207	-0.5605025	0.109290265	0.9576742	-0.18810953	0.620806	0.038355038	-0.40457472	0.99550444	0.6550051	-0.017764486	0.60297734	0.8834682	-0.49081773	-0.9971845	-0.8639755	0.13285659	0.98644453	0.91731155	-0.9915001	0.88189274	-0.8951418	-0.32095915	0.77177536	-0.62724584	-0.144102	0.77448875	0.7423636	0.7538097	0.57726645	-0.5581365	0.8961013	0.9815625	0.84588027	-0.9988324	0.85681087	-0.99473983	-0.99619955	0.5382657	0.20109311	-0.9989581	0.9665389	0.5078161	0.8953381	0.89101803	0.99464625	-0.9991607	0.9543542	0.05606172	0.1636467	-0.9861007	0.08733204	0.042605016	0.9025446	0.97369325	-0.9395283	0.90622	-0.95409596	-0.9588916	-0.83833516	0.90249795	0.18875034	0.73468316	0.991686	-0.97795606	-0.18605204	0.74982333	0.9747287	-0.477457	-0.5384283	0.0150240185	0.03863424	0.9976596	-0.56589496	0.9167929	0.55099225	0.6025631	0.09070199	-0.9888252	-0.889445	-0.9533265	0.99923396	0.8769167	-0.9989867	0.8737848	-0.6603514	0.9950023	0.9986364	0.9679074	0.942355	-0.6812915	0.5901837	0.4069711	0.99287754	0.8779168	0.20527749	-0.3507745	-0.84099716	0.99879265	-0.5534431	-0.92280495	-0.36437201	-0.13222066	0.5939292	-0.8502968	-0.9896896	0.970327	0.86699194	-0.56537455	0.8629042	0.9939367	-0.8675159	-0.9572617	-0.7164756	0.9052509	-0.057258677	0.8889475	0.9269406	0.17203808	-0.06903549	-0.96715146	0.25622284	0.96790415	-0.49965352	-0.90575	-0.74817467	0.99777526	0.93631953	0.17203328	0.11069531	-0.9556362	-0.99344754	0.95828396	-0.970777	-0.676507	-0.90093076	0.94976014	-0.9904617	0.9982216	0.7865365	-0.027316611	-0.9865683	-0.700004	-0.7076154	0.8488298	0.5126661	-0.9469223	0.86952525	-0.9679684	0.8809174	-0.96343315	-0.9181721	-0.12870139	0.7214056	0.9899484	0.9477699	0.14303315	0.41911328	-0.98825586	0.96697503	0.7576313	-0.6425249	0.3878581	0.972956	0.8601459	-0.06896438	-0.98141783	0.71702963	0.9067095	-0.88498896	-0.7616419	-0.41890284	-0.18197857	-0.95406735	0.31744584	-0.87152123	0.46471384	0.5871585	-0.5852039	0.87665784	-0.53791064	0.9839827	0.8184604	0.65915084	-0.34645018	0.97236484	-0.44767827	-0.9508426	-0.19681779	0.22179556	-0.93910205	0.64737135	0.8461399	0.9384617	-0.53559923	0.67012614	-0.77490264	0.28097007	0.9890856	0.859158	0.4854432	0.77829075	-0.9053222	0.43765664	-0.8262044	-0.9287718	-0.80292636	-0.95220166	-0.43098167	0.99072033	-0.98997736	0.78345543	0.97633094	-0.9863034	0.9661414	-0.6233341	-0.7076343	0.061662383	0.9964884	0.9659562	0.9974344	-0.54244417	-0.8352158	-0.88806367	-0.9426255	-0.88980275	0.46540603	-0.8466428	0.9953951	0.91507167	0.9034474	-0.548506	0.4322802	-0.5081559	0.6351172	0.4738736	0.06732597	0.011328725	0.6109005	-0.19364208	-0.88791823
TCGA-RC-A7SH-01	0.91776466	0.15095644	0.03334345	-0.9153235	-0.73423773	0.66289157	0.6994425	0.9463183	0.79218656	-0.6572518	-0.11911635	0.01337101	0.63852584	-0.55244446	-0.74747145	0.56592876	0.73562074	0.7036515	0.46839336	-0.77651197	-0.5687578	-0.94615424	-0.9924388	-0.97833353	-0.7200532	-0.7106085	-0.60349584	-0.7332764	-0.9793493	-0.16807306	-0.96320987	-0.9629709	-0.69711804	-0.06832617	0.32871637	-0.8659386	-0.54079825	-0.97201914	0.8369265	-0.3757447	0.81708735	0.9626701	0.3774905	-0.9737783	0.34655184	-0.5803442	-0.48447663	-0.74500144	-0.8791963	0.97949773	0.23661979	-0.9025697	0.7233088	0.08854849	0.8219349	0.958477	0.9835268	0.7220201	0.44635138	0.95379305	-0.9375182	-0.5948004	-0.9188721	-0.3770014	-0.3737206	-0.47655484	0.46390086	-0.35563254	-0.3390189	-0.9161223	-0.9414087	0.90979534	-0.91255194	-0.11874767	-0.21916257	0.95340717	-0.8478132	0.1933337	-0.94799083	-0.98491275	0.72940516	0.20022583	0.77626926	-0.5608243	0.8488568	-0.5680533	0.74223655	-0.9136401	-0.061171245	0.55118364	-0.5653108	-0.58986676	-0.62191445	0.60469776	-0.9281847	0.6740892	0.131506	-0.8744805	0.0039686984	0.61939675	0.6854169	-0.19535379	0.8952432	-0.8929637	-0.76499885	0.8346243	0.9289245	-0.17069933	-0.09119122	0.9193267	0.062268652	-0.96073896	0.53599364	0.85697883	0.750093	0.06160644	-0.7962786	0.20276132	-0.30652466	0.5460737	-0.15693578	-0.97489494	0.99745476	0.9568519	0.36976588	-0.9347312	-0.9564681	0.7083219	-0.38898593	-0.81865734	0.25635308	-0.638751	-0.1910913	-0.9172047	-0.3879071	-0.81266445	0.20467262	0.9557326	0.97870946	-0.90717846	0.17001876	0.9722272	0.885454	0.6122782	-0.7643424	-0.04276332	0.71039665	-0.30162638	-0.97292554	0.4619167	0.6317028	0.050728206	-0.72829217	0.32403395	-0.6914305	0.8769923	0.9959271	0.6421982	-0.9428102	-0.85727435	0.9373441	0.075267114	0.9748221	0.52889216	-0.7986828	-0.97870916	0.63563794	-0.66298413	-0.5430231	-0.49609903	0.8246393	-0.8515302	0.029270187	-0.8630448	0.20584042	0.84288317	-0.4297814	-0.7444345	-0.16796203	0.9756086	-0.39977506	-0.65171486	-0.64870065	0.47782174	0.9555904	-0.93004745	0.20405486	-0.39956525	0.91267645	0.7148083	-0.77401596	0.5067261	0.9476883	-0.909084	0.048594058	-0.6889244	0.8699754	0.9429843	-0.9373308	-0.7260984	-0.9207916	0.55912364	0.037674688	0.67230076	-0.9508138	-0.9428469	-0.5296739	-0.8755638	0.94881225	0.8312366	-0.70754355	-0.68142074	-0.39627227	0.9408002	-0.28752828	-0.16437672	-0.83380216	0.8269335	-0.9389549	-0.94076914	-0.94653255	-0.5734798	-0.36368206	0.13003442	0.41825318	-0.9471161	-0.98472834	0.82104635	-0.41261348	-0.92867535	-0.59979314	-0.12895982	-0.81369764	0.905622	-0.06467727	-0.06441996	-0.0177859	-0.34553233	0.949114	0.48146933	-0.30376947	-0.25985554	0.992006	0.8499787	0.16831675	-0.9933898	-0.82986957	-0.7150498	0.1616714	-0.7241321	0.075563796	0.8272625	0.84243995	0.59277385	0.10925649	0.4410542	0.5677651	0.15242428	-0.79040897	0.28829232	-0.17724015	0.8886012	-0.70545214	-0.28880388	-0.24334373	0.8534872	-0.68758404	0.7314775	-0.8578509	0.428533	0.505355	-0.4636386	0.6038872	-0.70902574	0.83614826	-0.1641905	-0.34187123	0.14622954	0.24603347	0.76519084	-0.55456555	-0.7514142	0.9659849	-0.12776895	0.37228325	-0.9762898	-0.40853179	0.34554377	-0.35345232	-0.51791245	0.69244283	-0.36826482	-0.75780827	0.49485865	0.6225857	-0.36293784	0.18924844	0.8183701	0.82984096	0.91963243	-0.04687574	0.03891914	-0.7669171	0.6735684	-0.8108936	0.9924815	0.69574475	0.90710783	-0.9564998	-0.32488623	0.9968021	0.080868304	0.5415098	-0.56673986	0.96854407	0.62969625	-0.65198797	0.70669836	-0.55754197	0.18568888	0.5499024	-0.5824199	-0.10947333	0.34389436	0.71267676	0.9829753	-0.37033153	-0.90875345	0.35826564	0.93600416	0.5982683	0.9470448	-0.5587839	-0.19723034	0.22911754	-0.9136207	0.8143201	-0.8960053	0.9091563	0.95189285	-0.3342032	0.84099364	-0.6881258	-0.7967318	0.9755104	0.24634571	0.45184264	0.98560864	0.9891958	-0.7435442	-0.98754	0.46635184	-0.22385748	-0.16464096	0.9264396	-0.3924098	-0.9869582	-0.34196007	0.14225483	0.48330045	-0.24686633	0.97019684	-0.49752143	-0.7367749	-0.7459462	0.93364567
