,gene,SubGroup-20220427-060001_log2FoldChange,SubGroup-20220427-060001_padj,SubGroup-20220430-004133_log2FoldChange,SubGroup-20220430-004133_padj,SubGroup-20220429-185614_log2FoldChange,SubGroup-20220429-185614_padj,SubGroup-20220421-205602_log2FoldChange,SubGroup-20220421-205602_padj,SubGroup-20220421-025501_log2FoldChange,SubGroup-20220421-025501_padj,SubGroup-20220429-003157_log2FoldChange,SubGroup-20220429-003157_padj,SubGroup-20220425-064702_log2FoldChange,SubGroup-20220425-064702_padj,SubGroup-20220429-130636_log2FoldChange,SubGroup-20220429-130636_padj,SubGroup-20220425-081002_log2FoldChange,SubGroup-20220425-081002_padj,SubGroup-20220419-183523_log2FoldChange,SubGroup-20220419-183523_padj,SubGroup-20220323-140755_log2FoldChange,SubGroup-20220323-140755_padj,SubGroup-20220324-071315_log2FoldChange,SubGroup-20220324-071315_padj,SubGroup-20220322-054649_log2FoldChange,SubGroup-20220322-054649_padj,SubGroup-20220425-114106_log2FoldChange,SubGroup-20220425-114106_padj,SubGroup-20220419-223032_log2FoldChange,SubGroup-20220419-223032_padj,SubGroup-20220324-221313_log2FoldChange,SubGroup-20220324-221313_padj,SubGroup-20220418-141453_log2FoldChange,SubGroup-20220418-141453_padj,SubGroup-20220423-160346_log2FoldChange,SubGroup-20220423-160346_padj,SubGroup-20220321-233956_log2FoldChange,SubGroup-20220321-233956_padj,SubGroup-20220423-200800_log2FoldChange,SubGroup-20220423-200800_padj,SubGroup-20220428-164506_log2FoldChange,SubGroup-20220428-164506_padj,SubGroup-20220419-225028_log2FoldChange,SubGroup-20220419-225028_padj,SubGroup-20220325-000524_log2FoldChange,SubGroup-20220325-000524_padj,SubGroup-20220501-032700_log2FoldChange,SubGroup-20220501-032700_padj,SubGroup-20220428-005140_log2FoldChange,SubGroup-20220428-005140_padj,SubGroup-20220415-113944_log2FoldChange,SubGroup-20220415-113944_padj,SubGroup-20220422-183229_log2FoldChange,SubGroup-20220422-183229_padj,SubGroup-20220322-212513_log2FoldChange,SubGroup-20220322-212513_padj,SubGroup-20220322-144533_log2FoldChange,SubGroup-20220322-144533_padj,SubGroup-20220415-113406_log2FoldChange,SubGroup-20220415-113406_padj,SubGroup-20220423-182806_log2FoldChange,SubGroup-20220423-182806_padj,SubGroup-20220423-120742_log2FoldChange,SubGroup-20220423-120742_padj,SubGroup-20220423-145825_log2FoldChange,SubGroup-20220423-145825_padj,SubGroup-20220426-164619_log2FoldChange,SubGroup-20220426-164619_padj,SubGroup-20220424-122548_log2FoldChange,SubGroup-20220424-122548_padj,SubGroup-20220324-063145_log2FoldChange,SubGroup-20220324-063145_padj,SubGroup-20220423-211035_log2FoldChange,SubGroup-20220423-211035_padj,SubGroup-20220322-100645_log2FoldChange,SubGroup-20220322-100645_padj,SubGroup-20220418-071839_log2FoldChange,SubGroup-20220418-071839_padj,SubGroup-20220501-210949_log2FoldChange,SubGroup-20220501-210949_padj,SubGroup-20220424-114549_log2FoldChange,SubGroup-20220424-114549_padj,SubGroup-20220422-154400_log2FoldChange,SubGroup-20220422-154400_padj,SubGroup-20220422-082857_log2FoldChange,SubGroup-20220422-082857_padj,SubGroup-20220430-031450_log2FoldChange,SubGroup-20220430-031450_padj,SubGroup-20220502-031445_log2FoldChange,SubGroup-20220502-031445_padj,SubGroup-20220322-061738_log2FoldChange,SubGroup-20220322-061738_padj,SubGroup-20220422-221945_log2FoldChange,SubGroup-20220422-221945_padj,SubGroup-20220425-213522_log2FoldChange,SubGroup-20220425-213522_padj,SubGroup-20220422-074040_log2FoldChange,SubGroup-20220422-074040_padj,SubGroup-20220422-000353_log2FoldChange,SubGroup-20220422-000353_padj,SubGroup-20220421-043635_log2FoldChange,SubGroup-20220421-043635_padj,SubGroup-20220430-075345_log2FoldChange,SubGroup-20220430-075345_padj,SubGroup-20220424-145230_log2FoldChange,SubGroup-20220424-145230_padj,SubGroup-20220423-113919_log2FoldChange,SubGroup-20220423-113919_padj,SubGroup-20220423-113340_log2FoldChange,SubGroup-20220423-113340_padj,SubGroup-20220422-233617_log2FoldChange,SubGroup-20220422-233617_padj,SubGroup-20220323-043857_log2FoldChange,SubGroup-20220323-043857_padj,SubGroup-20220430-091018_log2FoldChange,SubGroup-20220430-091018_padj,1-blank_ratio,NT-TP_log2FoldChange,pvalue,type_COAD,SUPPORT_COAD,CONFIDENCE_COAD,LIFT_COAD,COUNT_COAD,type_READ,SUPPORT_READ,CONFIDENCE_READ,LIFT_READ,COUNT_READ
423,CLDN8,2.658051090988383,1.1208000415604481e-07,1.2033013850473464,0.0177809012902105,,,,,,,2.2245533061734237,6.55562686861015e-06,1.0948023106091913,0.0319328976045296,,,1.702340919881263,0.0006015052729781,,,1.986148305111854,0.0001146290272239,1.4157183590463016,0.0077035823142604,1.2670641174599826,0.0124956877300812,,,,,,,1.5100464194945171,0.0027782468827105,1.2322626634665723,0.0179783380536414,1.7571415158471488,0.0004129527824414,1.4686949163777727,0.00338338977305,1.0627164762355177,0.0430688818056833,,,,,1.1998666223623635,0.018468921236353,2.5196102653899133,4.181442009722582e-07,1.606436417829203,0.0010208763321472,,,,,2.187960991066541,1.4875679994124787e-05,,,2.3217682508246744,2.8560720439178377e-06,1.630578206947508,0.0014190599003696,,,1.454026246908245,0.0046942728778406,,,1.5322953116910067,0.0024513697736755,,,1.501462938097814,0.0033391005481006,1.471231491069669,0.0060777027898757,,,1.3853806788110774,0.0091313837297694,,,,,,,,,1.0362222134753027,0.0367242984265689,1.516547963952204,0.0022379281800558,,,1.1638295565905843,0.0263719478023932,2.243100302861506,5.050798351582194e-05,1.3114139387666124,0.0093879821584135,2.038808309894086,0.0002142903414171,1.2953904325496235,0.0111982399066175,,,,,1.4563562384634927,0.004481789710692,1.0818176141402065,0.03912491242457,1.746327210640612,0.000403143494395,58.62068965517242,,,Colorectal Neoplasms,2.989060040252675e-05,1.0,1.1832194707896893,6.0,,,,,
424,CLDN9,1.0925239499864698,2.343208406718193e-07,,,,,,,1.2221421081792574,1.408270804186742e-09,,,,,,,1.119915277233802,6.959935735101265e-08,,,1.1036255333766003,2.442784070585843e-07,1.3839139976064283,1.945826342119175e-10,1.1938084949469965,1.861369325095592e-08,,,,,1.0253945758828706,1.735415761176157e-06,,,,,,,,,,,1.0995673346584252,1.1910220850929107e-07,,,,,,,1.0456937654702636,4.708420723248609e-07,,,1.1401872480329445,2.116299337904177e-08,,,1.2805179543327143,5.283413869962521e-10,1.06438338117155,3.514955163085084e-07,,,,,1.0827694523953957,2.537954368778347e-07,1.5031982111275382,2.372487709179317e-13,,,1.0525453214814104,6.623624857886946e-07,,,,,,,1.3468255305543326,1.7186370509538602e-10,1.480567220317894,8.93395496033366e-14,1.1383135570515042,4.7752518766081184e-08,1.5708447273657749,6.739843590669653e-16,1.0300009385141906,4.918385583453139e-07,1.0368498645882611,3.204287246653633e-07,,,,,,,1.1220015825339211,7.268627172831069e-08,,,,,,,1.2380030699004874,4.019021345684724e-09,,,1.0697232249016173,4.590066636659834e-07,,,,,41.379310344827594,,,,,,,,,,,,
425,RGN,1.6243474756162934,1.4143155764758583e-09,1.331834714335406,7.58067668720496e-07,1.42843099833612,1.7742093166880694e-07,1.9466429723235796,4.2540955242309456e-14,2.333078338977619,3.167412431441973e-20,,,1.7166876099769812,5.908980230345921e-11,1.9400430477081367,2.119690822144039e-13,2.277951806481957,3.885843849809383e-20,1.536730200609253,1.2342451091877433e-08,2.2267566253043483,3.2053941899559795e-17,2.365725217192291,7.387136847379168e-19,1.2479269233267034,8.439159115491001e-06,1.7705108339250268,2.7561828531356176e-11,1.7321596948550355,4.910032186969676e-11,2.0143462610010068,1.7086336558182366e-14,1.8034460858658805,1.1882120918865015e-11,1.8936972925156348,9.555147583101262e-13,1.975967060825217,3.8975743523967596e-14,1.4557325537541124,6.892591084961417e-08,1.4114038227836505,3.0250003564162786e-07,1.2429526147432417,6.467598075844573e-06,2.07800016386218,5.432883110387703e-15,2.3987521505206604,3.2741053899550455e-21,1.502367729813708,9.941670406955368e-09,2.1482345411946846,6.813881449014502e-17,1.5850761701193372,3.50690476445377e-09,2.4765438746706705,4.668590438329991e-23,1.4686626952454136,9.121401919889408e-08,1.44430666935761,1.062474062168156e-07,1.8334236447744443,1.6454364813144045e-12,1.626631433354846,4.791343666693483e-10,1.5511859601856837,4.3537730290140284e-09,1.7472786908240028,2.7250489762247808e-11,2.80412409428028,4.028479201512194e-28,1.826434459212227,2.117997124288453e-12,2.239391674262621,6.553898254412474e-18,1.3186979692374017,4.052689365813545e-07,1.4101827056226952,2.172070446085567e-07,1.716102688967435,1.0444203370402917e-10,1.5592211668268348,2.0744355048675917e-08,2.3908337594035025,2.991887948549138e-21,2.4303420040871564,7.330937327019566e-22,2.175747593606033,2.6426538373713665e-17,2.681246099256708,1.3358301545774622e-27,,,1.678431962612958,4.6092331830743983e-10,2.3293585819426217,3.745695847037271e-20,1.7389317267814672,9.096021870685604e-11,2.190448131045322,1.1757343960030421e-17,1.8678522396813355,5.846629631928107e-13,2.017995788320521,6.570142567323253e-15,1.6179737719907792,1.652642155584199e-09,2.4241115093331795,1.3340917644666809e-21,1.812027550104579,1.511378928084001e-11,2.655594805540712,5.6821990782872176e-27,1.9799627667389643,2.284085352328332e-14,1.35109493705551,1.18845910016612e-06,96.55172413793103,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0,,,,,
426,INA,1.0214247915142576,8.165520620548005e-05,,,,,-1.781411113649063,5.51134329113571e-13,,,2.5153877613986606,8.70454332360003e-25,,,-1.1251986276273125,9.173713801104044e-07,,,,,,,,,,,,,-1.2822690349955423,2.8212410160524522e-08,1.2392588983257284,1.6405678476934002e-06,,,,,,,,,1.0197289940739855,8.641573862491551e-05,,,,,,,1.7723178733128957,1.7576205821387117e-12,,,,,,,1.2233970407057648,2.0087049209143848e-06,,,1.296122468200283,2.372659192558421e-07,1.598779211309275,4.821503098434927e-10,1.1577538263267384,6.022716048229316e-06,1.4812314935398905,3.157533808939513e-09,,,1.3195037824697189,1.1725076928894328e-07,,,1.9984987943462127,5.100304976398472e-16,1.1598457606835368,8.33476332083844e-06,,,,,,,,,,,,,2.6731434630790503,9.376311289102107e-27,,,,,,,,,,,-1.0553275377631877,1.2788728163468048e-05,,,,,,,,,,,,,31.034482758620683,-0.7089897550537005,0.016196047297004853,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0,,,,,
427,KRT75,1.3029519102417102,0.0003360938771555,,,,,,,,,,,,,,,,,,,1.3461820903977444,0.0002301407432957,1.0764630199265577,0.004803484773247,,,,,,,,,,,1.4071695917658684,8.817720807537368e-05,,,,,,,,,,,,,,,,,,,,,1.2180786787291804,0.0009283445152354,,,1.0759557304687382,0.0028434953267049,,,,,,,,,,,,,,,,,,,1.1083742110065518,0.0030341453417363,,,,,,,,,,,,,,,1.0899326925202255,0.0029221759410853,,,,,,,,,,,,,1.156912824182434,0.0014103577159914,,,1.0996709281525354,0.0027768607851084,17.24137931034483,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0,,,,,
428,SLC28A2,-1.9380542656753263,1.3878482877911072e-06,-1.1562591623193834,0.0043489403352238,-1.4265892869190624,0.0003542237328605,-1.1462869207774573,0.0039082367852143,-2.5475962539387,7.345995359678591e-12,,,-1.707517244705288,1.641721316637279e-05,,,-1.2010288635319897,0.0033829995076694,,,-1.4038937521461246,0.0007552112482088,-1.1600102757114563,0.0075778545664912,-1.701521030375302,2.7156375565853704e-05,-1.0539617913843575,0.0101446090745004,,,,,-1.5071021527556987,0.0002069321387803,,,-1.3737098262038845,0.0007183987802141,-1.2170285848352598,0.002814938954367,,,-2.56542308553965,8.747091129990011e-12,-1.2364663773409192,0.0021817756600698,,,,,,,-1.6956577867398364,1.7402543446424486e-05,-1.087264243641656,0.0068048317865842,,,-1.9924028046583195,3.7111904778379684e-07,-1.0592677794557093,0.0103156519952351,,,,,-1.224046127851789,0.0030709450728552,-1.4138628579169243,0.0005462497627798,,,-1.415077054901131,0.0004688436876038,-1.0254536741109828,0.0135218088587801,-1.0498109261342363,0.0135453716646219,-1.1304348735985947,0.0060757114964067,-1.0997014935728973,0.009966590910296,-1.2865305861888354,0.001269490944404,-1.5027037192740076,0.0001564047864273,-1.2174761641649838,0.0022503673081398,,,,,-1.0925556226385351,0.0085127745191924,-1.2299935867670753,0.0022943920850328,-1.493315699279455,0.0002629190967878,-1.0467965864250088,0.010507345275668,-1.2777815405618569,0.0017036270318115,-1.4709398204405724,0.0001818823482696,,,-2.221661769699653,1.2176164027004704e-08,,,-1.2001198005240103,0.0038322378963907,,,-1.180078423355058,0.0047575906974448,67.24137931034483,0.920482121448788,0.06086125837293743,Colorectal Neoplasms,1.4945300201263376e-05,0.75,0.8874146030922669,3.0,,,,,
429,DCLK1,1.259160448428872,9.647087898974605e-18,,,,,-1.4181233887250178,1.4560012131350986e-20,,,2.307881565579807,1.3307778179186594e-43,,,,,,,,,,,,,,,,,,,1.17241996149978,8.512602216547553e-16,,,,,,,,,1.2612798961545924,1.1887581117032312e-19,,,,,,,1.5971343922467036,4.4488693661491434e-24,,,,,,,1.363454446881826,8.093649501627976e-20,,,1.4396221939601908,2.348409421764721e-23,1.3652627307572676,1.7235688431067844e-17,,,1.459487309532473,5.191163519920316e-24,,,1.2370462011456296,2.7575657382557066e-18,,,1.8252898820881365,3.6159392770478524e-30,1.365671091250501,2.919084257351741e-18,,,1.0151463141743948,1.0769116669381688e-13,,,,,,,,,1.998072242521474,2.211345923899159e-30,,,,,1.030795643132743,1.205450614953376e-13,,,,,,,,,,,,,,,,,,,27.586206896551722,,,Colorectal Neoplasms,0.0002789789370902497,0.9655172413793104,1.1424187993831483,56.0,,,,,
430,CRLF1,1.0626059712174551,1.119812345290816e-06,,,,,,,,,2.321265164223963,1.9781275154778952e-26,,,,,1.0306861459232366,6.588507313226081e-07,,,,,,,,,,,,,1.419034718198235,2.7897653254342578e-11,,,1.2208431349758628,5.322604354944462e-09,,,,,1.257020010560581,3.888800262946827e-09,,,,,,,1.5444435903671554,1.2672601493164104e-12,,,,,,,1.359056568604626,3.215287905471055e-10,,,1.4637469734041986,3.6226207890467658e-12,1.432265781222577,1.0424959949750968e-10,1.2416057201634434,4.424248755239864e-09,1.3956640923402734,6.556330834985343e-11,,,1.5206560832840483,1.1146335703262203e-13,,,1.7643439538487802,3.1595346827455344e-16,1.0819838025987882,1.1203455995262635e-06,,,1.028455493407032,2.52072839578683e-06,,,,,,,,,2.1036822378425404,7.139414509105731e-20,,,,,1.095411911099493,2.482976695638375e-07,,,,,-1.0942091599133223,1.2196801508897731e-06,,,,,,,1.192796900740455,2.083466759838398e-08,1.048958564434489,6.998440101537076e-07,,,36.206896551724135,0.5225967442422036,0.0480169584531328,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0,,,,,
431,GCNT3,-1.5083400697419316,8.471064217958898e-14,-1.879747589208026,1.411254610815606e-22,-1.9204798938921164,1.0256803766702124e-22,-1.2738088359494686,1.1512978640049305e-10,-1.5825769175353253,2.144951206193401e-15,,,-1.7411089819001235,1.5606218735384633e-18,-1.4005125978643171,5.7588952760017675e-12,-1.2832275194881686,8.277937154508158e-10,-1.5597734673681212,3.442983204103197e-14,-1.4286783164764258,1.689629883722696e-11,-1.390344596408179,3.968103055006059e-10,-1.9355500615905583,1.7245206320082394e-22,-1.7327098742540703,6.0307999023837434e-18,-1.558202974160379,2.063437293126665e-15,-1.5155442913819646,7.436026369305773e-14,-1.769130443025618,1.8189207575592002e-18,-1.6121794421964857,4.793028378003894e-15,-1.5451569728120125,7.126927460141814e-14,-1.7507694549171464,1.4532105844321318e-18,-1.6014989346767534,5.653337797639771e-15,-1.9396227987640196,1.8302090480686645e-23,-1.1087539718443944,2.1511249914291498e-07,-1.5614175780885464,7.000406875256335e-14,-1.083852397382921,7.676948494909098e-08,-1.2889158842807067,9.439258203261646e-10,-1.903684730089689,1.6751017636479042e-22,-1.2841486801615924,6.30655240382706e-10,-1.516448257171651,6.859889365971961e-14,-1.9387168933372476,2.2248611628588232e-23,-1.4120166091422488,1.1628097662944706e-12,-1.221232176934523,1.0429414680411814e-09,-1.302193144772623,2.0197718229188047e-10,-1.429988558341702,4.819888851300418e-13,-1.7375262794658566,2.3558111426280817e-17,-1.4850053288862843,8.681057569843851e-14,-1.6700805319921113,3.3365325583879315e-16,-1.0969448169167468,7.850363187501384e-09,-1.5160526691624328,2.5545972725783043e-14,-1.7633802930885314,2.5831510507949547e-18,-1.7863674043299247,3.79973155600947e-18,-1.6726448713035502,5.021140027307384e-17,-1.4301684525684384,6.6099267269650685e-12,-1.4040448088829294,5.9759179037636304e-12,-1.0850429943399158,2.4118589510349445e-07,,,-1.421483031854873,1.1177748514859803e-11,-1.4152382653656888,1.2369159481635299e-11,-1.7122154966396097,1.617135625540317e-17,-1.4564029859418608,1.670465160814695e-12,-1.2654426256385605,3.014797889396639e-09,-1.6288918581537108,2.7700506444582126e-16,-1.2898790097183943,2.788855772601823e-09,-1.6393767850708147,3.3926072389753934e-15,-1.5335631589667524,2.9639072178290835e-14,-1.3571854339240932,1.243585114188557e-10,-1.4759040961840095,1.5583516757061169e-12,-1.882049623587982,5.37755833402044e-21,96.55172413793103,0.5216781606711394,0.05090568920377736,Colorectal Neoplasms,1.4945300201263376e-05,0.75,0.8874146030922669,3.0,,,,,
432,PIWIL1,-1.7051699611003712,3.78371706179772e-08,-1.9164020976326963,1.183470213112491e-09,-1.5255819868553495,8.634817975957035e-07,-1.1686439177675938,0.0001920839509572,-1.4798064789797547,1.9971595834978285e-06,,,-1.212308345423259,0.0001172663603077,-1.575553987100143,2.383401779012726e-07,,,-1.3242659858410806,2.7465128083243487e-05,-1.5404827886721708,1.1814310119404253e-06,-1.0928610994516148,0.0011397728251985,-1.5581714020424753,1.4551584353612275e-06,-1.534433984296549,9.825187568439468e-07,-1.539514879324576,9.043946931501512e-07,-1.115450689765933,0.000481946086307,-1.4771711653864523,3.156100249310393e-06,-1.149529647415522,0.0002957545799007,-1.510546039356382,2.974476056625933e-06,-1.6602640394194512,2.9833776288339845e-07,-1.0557407380613082,0.0012891162376218,-1.5670573587600871,5.545049480213773e-07,-1.1329241031956263,0.0003200902609054,-1.4403843096589444,5.048727101150166e-06,-1.165459319192368,0.0002147059285847,-1.5815201859765784,5.948319757135967e-07,-1.4768218461335916,3.7531093530321687e-06,-1.2235858621509017,7.178313007198935e-05,-1.0222974068164177,0.0016394369784552,-1.803101059897588,5.9901952936837436e-09,-1.236484361788171,7.115780595925997e-05,,,-1.0115445192932633,0.0013684121056256,-1.3009266388074414,2.930261396880709e-05,-1.5999338639607752,4.667370973434061e-07,-1.430082463319455,6.079412942985223e-06,-1.613848646516586,2.99565653697323e-07,,,-1.2019331287874635,0.0002079618899335,-1.361510976072489,1.6140662711445895e-05,-1.474743687938341,6.209306323283799e-06,-1.765499717440244,8.154516574960798e-09,-1.8455613819820884,9.628457050418065e-09,-1.5870862511891832,2.602161259989648e-07,,,,,-1.5627637080657837,1.836045716599902e-06,-1.5936958483298604,2.727041084858052e-07,-1.3957840001220878,9.53539107451089e-06,-1.9094505681312903,2.244431648055219e-09,-1.1807326530425124,0.0002490483632967,-1.6861628964331454,1.18628313532105e-07,-1.2308705225623735,0.0001624520269832,-1.1248946991042743,0.0003675214255737,-1.5093322982149098,4.027794675907282e-06,-1.0233798555639133,0.0012494261251088,-1.047499001201596,0.0009987282091096,-1.2454728743261174,0.0001477037046382,89.65517241379311,,,Colorectal Neoplasms,0.00013450770181137038,1.0,1.1832194707896893,27.0,,,,,
433,SLIT2,1.0705793261833672,1.1152558063807813e-07,,,,,-1.154724286413815,4.0466410127529495e-10,,,2.720740305639237,6.890679555985456e-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.435526170715714,4.9932583914915997e-14,,,,,,,1.7028659731095124,8.045219687485303e-17,,,,,,,1.6032007323917992,2.667353853015026e-16,,,1.416190050991219,3.7061826966138254e-13,1.4798429445147918,4.141179367648838e-13,1.1767418180991829,9.712662446272679e-10,1.347427033920962,8.142293805716167e-12,,,,,,,2.002438549304028,5.622992038299236e-23,1.6457125091318754,2.7232336799261197e-16,,,,,,,,,,,-1.0246809290410033,7.836057443008334e-11,2.4717332350449253,1.785746476790826e-33,,,,,,,,,,,,,,,,,,,,,,,1.0714529523833332,8.186690233604899e-09,25.86206896551724,,,Colorectal Neoplasms,0.00011458063487635254,0.8846153846153846,1.0466941472370328,23.0,,,,,
434,ITGBL1,1.2489609539374578,6.281785389009072e-09,,,,,,,,,2.311593233408363,4.914160922678756e-31,1.166002214828938,1.3547534615517052e-08,,,,,1.0683078331083953,3.871121672518619e-07,1.1281279794209012,1.3016045749784649e-07,1.053283721569708,5.346623077233178e-07,1.0809617175885722,3.6715401666325946e-08,,,,,1.2900378864941875,1.8487156348416775e-09,,,1.1364532138522738,4.623000003706631e-08,,,,,1.3372500339368127,2.296011921017476e-10,,,,,,,1.8796678417592427,2.9451006567460913e-19,,,,,,,1.575754522645875,1.7620150221123538e-13,1.085158180776692,1.2062930930778111e-08,1.5785016901127946,4.1479753951944793e-14,1.3752513768819723,4.098270331992029e-10,1.3050945599714658,5.344079503336692e-10,1.7184346303855476,8.200144523659202e-17,,,1.289793967426977,9.66602596198458e-10,,,2.2086322816723465,1.4476397068970563e-27,1.684446861147011,3.228617448719728e-15,,,1.18770016693805,8.889696833692671e-09,,,,,,,,,1.924031905296824,3.6804550715034013e-19,,,,,1.3224347768131248,2.0947184761654774e-10,,,,,,,,,,,,,,,,,1.1939419118997894,2.464630620039472e-09,41.379310344827594,,,Colorectal Neoplasms,1.9927066935017835e-05,1.0,1.1832194707896893,4.0,,,,,
435,KL,2.1694219201095355,4.536666431571408e-26,1.896539576994387,1.7566689051412692e-23,1.614621591061816,3.06571117540196e-18,,,1.6223731599503477,2.7199550559635712e-18,1.1155118209751145,1.6355474665067978e-08,1.939401189486476,1.0473546802531444e-22,1.0982989782653716,1.9506467378463962e-08,1.7951424868868262,1.2740197044028625e-19,1.7133710707006804,1.344814771747469e-16,2.086353378872397,5.4740706391512844e-24,1.7738789752538286,8.421615561004748e-17,2.1754973236776936,3.354865412013324e-26,1.8666374353356476,1.1255315368218352e-23,1.5804548640761995,1.5127697388356325e-17,1.8377052693860376,3.5214889899509835e-19,1.901916240599934,2.8430685117830116e-20,1.7919914319289274,2.7077116630940682e-18,1.868923989797432,6.140329626174035e-20,1.9392847930580404,4.1431627296858243e-22,2.009832459918443,3.1099852842918344e-22,1.9559478333158695,4.124861279539966e-24,1.259377384441444,1.1704232082537939e-10,1.8588218987746576,1.0568932183349484e-19,2.0097709359906464,4.9174662005677815e-24,1.8714736734944435,1.2670231872440544e-22,1.9079733240297807,5.052094147538522e-22,1.405149071508627,8.582301151826916e-14,2.0999729996283727,5.368130112710396e-24,2.04019390471817,3.0951201475187163e-24,2.109632088351173,1.3567810688436454e-26,1.8928778314921115,1.871001649819472e-20,1.9281975339486697,6.203613275227442e-23,2.0737413711531314,2.7836201224658757e-25,1.8930071654651344,4.266419113125547e-21,2.091620383806569,7.213486454122145e-26,1.894676181674673,9.832592931968956e-22,2.1963751734404697,1.2016400749191433e-30,2.104986987297377,4.6199191353928704e-24,1.3988282239377947,9.183671773963928e-13,1.974801104826428,3.501684343506056e-20,1.7248958272418864,4.691877795324351e-20,1.590006882787032,2.187589600182612e-15,1.4184777565681952,1.1318027773673985e-13,1.339132634337878,7.960976581814503e-13,,,1.9602512541835952,3.4377755689963574e-22,1.830828008382704,1.5481603568582682e-22,1.7996735527595848,2.158359427319401e-18,1.7926262194826363,1.8337077300931328e-20,1.8949840991589064,2.4920589668969384e-21,1.4575122533947846,1.422875682854103e-14,1.933915326376664,1.0443376149940901e-21,1.6337341281852362,2.2867228735174277e-17,1.5387670473577908,5.384053621439793e-15,1.873088300790848,4.0630580510534246e-21,1.1208510319516762,1.0925834360130337e-07,2.260489836871533,2.137428006201498e-28,96.55172413793103,0.6380680889796553,0.01873450907162264,Colorectal Neoplasms,8.967180120758025e-05,0.8571428571428571,1.0141881178197336,18.0,,,,,
436,ADIPOQ,4.79935718700675,3.167402222730923e-13,1.5369114935345705,0.0185529352353404,,,,,,,6.568183662785939,1.1597203201025962e-25,5.488437158120496,3.1276702339031326e-20,,,3.944326491075248,5.527688957400333e-10,5.061571180011259,2.710707151866817e-16,4.58814556234543,2.9462814313611868e-12,3.9265599569893257,5.455086608528228e-09,2.6239608367836373,9.160874964488516e-05,,,,,5.069075245366547,4.147203627804672e-15,4.866389052629261,4.471394594744443e-15,4.819149429570966,2.0555795021841333e-14,3.0111512944024668,2.114261625284051e-06,2.730910332711173,1.7009966396156735e-05,4.953834640884606,2.1397307763921015e-14,,,,,3.0511616892917006,2.575496727496034e-06,5.370644796058597,3.69490711782122e-16,2.2029507248661515,0.0005458939355836,2.645270064842816,3.024092868558945e-05,,,5.234917955416357,3.807568303245755e-15,2.603478505150567,6.723039691157996e-05,6.647620830285822,1.241880175951602e-26,4.923368614368135,1.6834392823087025e-13,6.095317607563917,3.382433343817928e-23,7.276450771631341,6.336388516508933e-32,,,5.300074194098663,2.3532657733900586e-17,2.0677395687995164,0.0014453179118905,7.457599580985872,2.62650312070507e-33,5.182033965860957,7.402237385549704e-15,1.7854023304228956,0.0066946277751474,4.290986949473299,5.375929112650144e-11,1.4938653495873055,0.0215650945239686,2.0432226469271053,0.0014024867927903,,,,,6.37848387321152,6.427369858869749e-23,2.528362578393144,9.00757840357904e-05,1.7111052844521897,0.007847088903846,6.334644595144234,4.726581768377907e-25,2.046272397264558,0.0013749206024486,3.4790683353507155,2.416675671280275e-08,,,2.065480758686309,0.0025346836518377,2.315687466147375,0.0004191093087847,,,5.043070145500781,9.502503570297004e-16,4.899794329329488,1.5449454288932816e-15,3.337399112986929,4.378802560396987e-07,75.86206896551724,-1.746451081950916,0.014232419269590051,Colorectal Neoplasms,0.0009116633122770659,0.9581151832460733,1.133660540075985,183.0,Rectal Neoplasms,6.260760682422915e-05,0.25,1.2290320098491843,2.0
