,gene,SubGroup-20220427-060001_log2FoldChange,SubGroup-20220427-060001_padj,SubGroup-20220430-004133_log2FoldChange,SubGroup-20220430-004133_padj,SubGroup-20220429-185614_log2FoldChange,SubGroup-20220429-185614_padj,SubGroup-20220421-205602_log2FoldChange,SubGroup-20220421-205602_padj,SubGroup-20220421-025501_log2FoldChange,SubGroup-20220421-025501_padj,SubGroup-20220429-003157_log2FoldChange,SubGroup-20220429-003157_padj,SubGroup-20220425-064702_log2FoldChange,SubGroup-20220425-064702_padj,SubGroup-20220429-130636_log2FoldChange,SubGroup-20220429-130636_padj,SubGroup-20220425-081002_log2FoldChange,SubGroup-20220425-081002_padj,SubGroup-20220419-183523_log2FoldChange,SubGroup-20220419-183523_padj,SubGroup-20220323-140755_log2FoldChange,SubGroup-20220323-140755_padj,SubGroup-20220324-071315_log2FoldChange,SubGroup-20220324-071315_padj,SubGroup-20220322-054649_log2FoldChange,SubGroup-20220322-054649_padj,SubGroup-20220425-114106_log2FoldChange,SubGroup-20220425-114106_padj,SubGroup-20220419-223032_log2FoldChange,SubGroup-20220419-223032_padj,SubGroup-20220324-221313_log2FoldChange,SubGroup-20220324-221313_padj,SubGroup-20220418-141453_log2FoldChange,SubGroup-20220418-141453_padj,SubGroup-20220423-160346_log2FoldChange,SubGroup-20220423-160346_padj,SubGroup-20220321-233956_log2FoldChange,SubGroup-20220321-233956_padj,SubGroup-20220423-200800_log2FoldChange,SubGroup-20220423-200800_padj,SubGroup-20220428-164506_log2FoldChange,SubGroup-20220428-164506_padj,SubGroup-20220419-225028_log2FoldChange,SubGroup-20220419-225028_padj,SubGroup-20220325-000524_log2FoldChange,SubGroup-20220325-000524_padj,SubGroup-20220501-032700_log2FoldChange,SubGroup-20220501-032700_padj,SubGroup-20220428-005140_log2FoldChange,SubGroup-20220428-005140_padj,SubGroup-20220415-113944_log2FoldChange,SubGroup-20220415-113944_padj,SubGroup-20220422-183229_log2FoldChange,SubGroup-20220422-183229_padj,SubGroup-20220322-212513_log2FoldChange,SubGroup-20220322-212513_padj,SubGroup-20220322-144533_log2FoldChange,SubGroup-20220322-144533_padj,SubGroup-20220415-113406_log2FoldChange,SubGroup-20220415-113406_padj,SubGroup-20220423-182806_log2FoldChange,SubGroup-20220423-182806_padj,SubGroup-20220423-120742_log2FoldChange,SubGroup-20220423-120742_padj,SubGroup-20220423-145825_log2FoldChange,SubGroup-20220423-145825_padj,SubGroup-20220426-164619_log2FoldChange,SubGroup-20220426-164619_padj,SubGroup-20220424-122548_log2FoldChange,SubGroup-20220424-122548_padj,SubGroup-20220324-063145_log2FoldChange,SubGroup-20220324-063145_padj,SubGroup-20220423-211035_log2FoldChange,SubGroup-20220423-211035_padj,SubGroup-20220322-100645_log2FoldChange,SubGroup-20220322-100645_padj,SubGroup-20220418-071839_log2FoldChange,SubGroup-20220418-071839_padj,SubGroup-20220501-210949_log2FoldChange,SubGroup-20220501-210949_padj,SubGroup-20220424-114549_log2FoldChange,SubGroup-20220424-114549_padj,SubGroup-20220422-154400_log2FoldChange,SubGroup-20220422-154400_padj,SubGroup-20220422-082857_log2FoldChange,SubGroup-20220422-082857_padj,SubGroup-20220430-031450_log2FoldChange,SubGroup-20220430-031450_padj,SubGroup-20220502-031445_log2FoldChange,SubGroup-20220502-031445_padj,SubGroup-20220322-061738_log2FoldChange,SubGroup-20220322-061738_padj,SubGroup-20220422-221945_log2FoldChange,SubGroup-20220422-221945_padj,SubGroup-20220425-213522_log2FoldChange,SubGroup-20220425-213522_padj,SubGroup-20220422-074040_log2FoldChange,SubGroup-20220422-074040_padj,SubGroup-20220422-000353_log2FoldChange,SubGroup-20220422-000353_padj,SubGroup-20220421-043635_log2FoldChange,SubGroup-20220421-043635_padj,SubGroup-20220430-075345_log2FoldChange,SubGroup-20220430-075345_padj,SubGroup-20220424-145230_log2FoldChange,SubGroup-20220424-145230_padj,SubGroup-20220423-113919_log2FoldChange,SubGroup-20220423-113919_padj,SubGroup-20220423-113340_log2FoldChange,SubGroup-20220423-113340_padj,SubGroup-20220422-233617_log2FoldChange,SubGroup-20220422-233617_padj,SubGroup-20220323-043857_log2FoldChange,SubGroup-20220323-043857_padj,SubGroup-20220430-091018_log2FoldChange,SubGroup-20220430-091018_padj,1-blank_ratio,NT-TP_log2FoldChange,pvalue,type_COAD,SUPPORT_COAD,CONFIDENCE_COAD,LIFT_COAD,COUNT_COAD,type_READ,SUPPORT_READ,CONFIDENCE_READ,LIFT_READ,COUNT_READ
747,ZNF439,1.391336507685138,1.0993178865827489e-21,,,1.0890652389481488,1.2278426630541126e-13,,,1.1523056688769342,1.3841215531662585e-15,,,1.0614882456005388,7.418142066476999e-13,,,,,,,1.0149813723986825,8.562941561784468e-11,1.1738581107714885,4.295740191402193e-14,1.254148442365957,7.01138644022647e-17,1.106349201918995,7.543443226250929e-14,,,1.0922296769950977,3.6695862370744083e-13,1.101852422760835,3.198750712266521e-13,1.1578449012574243,6.4655720415036536e-15,1.0154525832661905,3.068554980312829e-11,,,1.1848057006002386,4.2541567373113485e-15,1.2612917669611787,2.8869767588330226e-18,,,1.1658971560349292,6.472429973932926e-15,1.044462236333411,1.2049281307617673e-12,,,1.0538944917886397,2.621031554305113e-12,,,1.1816144661803625,6.089317220219812e-15,1.2936774334446366,5.532720171030981e-19,1.022814927061289,1.0526222389685043e-11,1.077892047659188,3.558559411615952e-13,,,1.0776328398878887,5.553922658814005e-13,1.242314791945001,1.0006198950407959e-16,1.0126104701344083,1.4366876205266384e-11,1.178876756940031,2.958813132859324e-15,,,1.0188239474385818,3.9210796011989796e-11,,,1.23395085966146,7.295012112469137e-16,1.1840503465315917,3.461825911201336e-16,1.1551314784859583,4.874919158115787e-15,1.0674685247283575,3.2763965762712785e-13,,,,,,,1.1340960474305617,1.2031706841749951e-14,1.1384785952312328,3.079549882331236e-14,1.1881785461738974,3.9629871335374056e-16,,,1.0104409423227174,9.354590536296457e-12,,,1.207844983282086,6.896778870172083e-17,1.164423609378807,4.992514304376555e-15,1.0540023119491535,2.067143381285441e-12,,,1.299274444762576,3.3088584416219345e-18,65.51724137931035,,,,,,,,,,,,
748,CREB3L1,-1.2851098044484466,1.2244871844993736e-14,-1.2342357105803456,1.4838761221757754e-13,-1.5560878006268095,2.2450422907396442e-20,,,-1.8047226251220745,5.582448580334585e-31,,,-1.609966403816075,3.511547985434808e-23,,,-1.22093004869608,1.5976856163862409e-12,-1.480925452078632,2.02854646282476e-18,-1.4618218498717523,2.3234236062216572e-17,-1.6104392187325078,7.675766227002718e-19,-1.5594542003939356,6.408097918625885e-20,-1.309455992202721,6.911169671048432e-14,-1.1125769326017056,7.780425798659383e-11,-1.5058131786479525,9.549172885119304e-20,-1.5719552650977988,1.1465849625148223e-20,-1.8184495237471288,4.5082870623048765e-31,-1.4903560854662936,1.872174409390592e-18,-1.4350845525172335,5.1402286955523657e-17,-1.3474332307808152,9.554635104729839e-15,-1.8733468749190685,7.167766671589368e-33,-1.0859550225389465,1.2002781796540868e-09,-1.6917533145673849,7.086619555772465e-25,,,-1.2687521825681354,3.98032619283971e-13,-1.5904996579750368,9.828248621287941e-22,-1.699659837228581,1.2399561611622095e-26,-1.3098277742227824,5.9250973004852896e-15,-1.846692411358952,7.315465864060136e-29,-1.45174086273233,1.7996826045167402e-20,-1.0425652549963154,7.058166162980309e-11,-1.2220754579652842,3.217151241415433e-13,-1.5544737469472056,2.7284664706761286e-24,-1.979202631564917,3.1813916647731516e-38,-1.5820231409094874,9.2532346061893e-24,-1.3089512257196594,1.188469221809045e-13,,,-1.0938827741471917,1.4054113868813308e-11,-1.6448119845884313,3.117446937794629e-23,-1.6702672632475195,6.077243610584932e-23,-1.3960717895430002,2.474965633771201e-16,-1.7850907624864694,4.5450729770713475e-29,-1.3737409687043831,5.762406219220399e-16,-1.580105920356523,1.5116176884158308e-22,,,-1.1070532887792774,8.503059444102138e-10,-1.4650421357110075,6.34253344786856e-18,-1.8377722933856808,2.7624475795181646e-32,-1.547805520071441,2.1785615049374314e-20,-1.4174421064789404,1.5662423122872262e-16,-1.3273580533365283,8.637102137154064e-15,-1.289410386434089,5.619947091946066e-13,-1.6372639764288683,4.270558906416118e-23,-1.1746117770784226,9.817309005670955e-12,-1.53688060108215,5.2623175906561e-20,-1.569360083373487,3.733006153522416e-21,-1.5532106527608511,1.305290688053341e-19,89.65517241379311,,,,,,,,,,,,
749,L3MBTL4,1.0165055154808098,4.6685159172245055e-06,,,1.1194975612614269,2.182698506229111e-07,,,1.136264791472269,9.659899769402229e-08,,,,,,,,,,,,,,,1.018382048918839,5.492796941910662e-06,,,,,,,,,,,,,,,,,1.1237927020893252,1.98438366554372e-07,,,,,,,,,1.0109734831320882,3.7243361345891327e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.344827586206895,,,,,,,,,,,,
750,PLXNA4,1.0826759019656804,1.4779902356600087e-10,,,,,,,,,2.1279112998155068,7.899708477853207e-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.339061644268721,9.251848248120661e-17,,,,,,,1.688015224626508,9.196567331228295e-25,,,,,,,1.4747808571685403,3.019780692661244e-19,,,1.322307734798258,4.4723930152829245e-16,1.383003956264509,3.7187414694381644e-16,1.0285178778679556,3.7996158017643055e-10,1.1904693222692453,8.222875271524635e-13,,,,,,,1.841153399905044,1.6972199455916847e-29,1.461612721178401,6.1483295095192016e-18,,,,,,,,,,,,,1.6649673529742366,7.053952260632367e-21,,,,,,,,,,,,,,,,,,,,,,,1.059056047382426,8.902814820001298e-12,22.413793103448278,,,,,,,,,,,,
751,RASL10B,1.9043548417252607,6.4611598859858666e-21,1.5217773125322376,1.8947526095203746e-13,1.934442703756956,1.381497307855911e-21,1.6663166399670322,1.5531129477199836e-17,2.2597472223240795,2.0317923356766512e-32,,,2.037145071132957,8.902961635651956e-26,1.994281826629512,1.6335759238290858e-23,1.595510298328113,6.521090594759419e-15,1.8285061043019952,3.011649208411733e-19,2.111153151601161,2.172629080527733e-25,2.1040212285301028,1.0734018982638929e-23,1.9809089605653536,9.687506347307468e-22,1.9491129489487224,8.74842678385952e-22,1.5544549364042812,5.6156837602723096e-14,1.962544135273781,2.219051216870969e-22,2.013678609747009,2.3122967170706398e-23,2.0803124463385387,2.5621066624025944e-25,2.291041577766052,1.258963084985094e-32,1.9722035883946023,6.48885408524749e-23,1.7325905821381384,1.1121875142602072e-16,2.099204462251334,4.089725211798163e-26,1.9016334756775468,3.4893725871920584e-20,2.275024624973244,4.739012345330866e-31,1.7478389046794698,5.156579795865747e-19,1.8935249370839315,9.292984625653555e-21,1.9833330347200435,4.6852664552131623e-23,2.483985887373224,2.2956288306881778e-41,1.896495090981723,2.6305968658573216e-20,2.072104700822758,2.6324658870962167e-25,2.154072006411968,3.310530517431224e-29,1.6154434689194286,1.6585030199527842e-15,1.7399158576571674,4.7556653290527964e-18,2.0882184603997547,5.5005527274903054e-27,2.3783603097566592,3.361166193205895e-32,2.0045264407848227,1.262497100056318e-24,2.3872328778936667,1.7003790832724752e-34,1.2055214097625115,4.174239445565095e-09,1.6174691223375792,5.8929237492685875e-15,2.079169635767565,6.099815046570238e-26,2.112235982838817,1.5795583911529311e-24,2.228357531016005,2.321254634129625e-30,2.391799569888564,1.5627132850766395e-36,2.493570438811568,2.9786705303092065e-41,1.904523908458547,4.624859615293135e-21,,,1.81553429853376,1.4577045578575864e-18,2.2262667918036896,4.9395936019784526e-30,1.960725380354492,5.11202270419913e-22,1.9324696293942836,5.4762565398939945e-22,1.778267879369228,1.823419853899656e-18,1.9520660859119423,1.2828827223120456e-22,1.4842054140637326,2.905387332313081e-12,1.7379752224638794,1.018962081567185e-16,1.4424862818030049,2.0838073257312745e-11,2.3807066115550404,2.2486220226749025e-36,2.135705901841839,4.6807564080887725e-28,2.0009305377736983,2.309192301711245e-22,96.55172413793103,0.5578978378445477,0.049329850460479205,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0,,,,,
752,BOC,1.3087099777787867,2.1878534305947222e-24,,,,,,,,,2.3551932296781404,1.804486399755474e-76,,,,,,,,,1.0743730634582809,1.528951526869777e-17,,,,,,,,,1.2957498349395222,2.8423572646592463e-25,,,,,,,,,1.4968426725104411,3.7628224906714945e-39,,,,,,,1.707525420131715,5.6853043909072324e-37,,,,,,,1.5794884194088523,1.385309472777974e-36,,,1.564920852003257,9.268262687941724e-38,1.553986413614473,3.6947690120977125e-30,1.2177833850679196,1.7941573764917044e-23,1.5878549325035411,2.5193125038852468e-39,,,1.336624996933445,4.431171220751834e-28,,,1.9239105747788403,4.4733451543164e-47,1.578587933018772,2.4595242808867287e-32,,,1.2468901774187202,1.0906249550828992e-28,,,,,,,,,2.101302746833426,1.203512642386788e-50,,,,,1.0821488374985744,3.4687717674832533e-19,,,,,,,,,,,,,1.027469387357223,5.352862747614983e-18,,,1.1769257787418792,1.3654034114437538e-29,32.758620689655174,-0.2133572735630601,0.043561821412318624,,,,,,,,,,
753,CHRDL1,2.099892290977235,7.210514791683452e-18,,,,,,,,,3.3644613206437217,2.656275374080944e-45,1.4754188665638803,4.109713031948585e-10,,,,,1.3535776869058638,1.7118587831092396e-08,1.41872584097547,1.7790677831701313e-08,1.1846471998536898,1.109414691253228e-06,1.424887593823602,7.206883991386466e-10,,,,,1.9596444728399869,5.04479027223934e-16,1.352523059736007,9.539648591679787e-09,1.502788618705879,1.9945962994830727e-10,,,1.0768108485317331,5.574239471597186e-07,2.3425526217946144,1.0226688202004076e-23,,,,,1.1459924575773086,5.06228000250504e-07,2.213675785573018,1.9612573732764868e-18,,,,,,,2.35407792264509,3.176063121818005e-22,1.455636928241249,1.7043544994203297e-11,2.139178053631308,4.0220309200950282e-19,1.8379827877478272,9.573406098866814e-13,1.6260692870199993,1.1934591986132646e-11,2.4044134996855795,1.2283755727675251e-24,,,1.9309026018660616,4.7648022779632935e-16,,,2.7709447346285008,1.6588782004599334e-29,2.3578888459755016,3.420278542898625e-21,,,1.8921805314265896,2.3727286042302635e-15,,,,,,,,,2.854780543310136,6.467998064815948e-30,,,,,1.9075787972368063,4.598909460344183e-16,,,,,,,,,1.067585579188287,2.826167275739215e-07,,,1.4940760477814683,4.5237917978455477e-10,1.251153992426666,9.238203347855482e-08,1.844649475499915,6.05643854246986e-16,51.72413793103448,,,,,,,,,,,,
754,DUSP27,-1.396511017065112,0.0008198663202334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1513998568732258,0.00616926768435,,,,,,,-1.05206344483889,0.014092618272285,,,,,-1.1072966499213988,0.0087013264421392,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1694563581622588,0.0048921894913872,,,,,,,,,,,,,,,,,,,,,,,,,8.62068965517241,,,,,,,,,,,,
755,TMEM132C,2.547301038337103,1.4447076470283538e-10,3.6111139010908286,9.461452767666745e-22,3.496780463531204,3.171600237832433e-20,3.082966783533053,1.1215738657878022e-16,3.2942167725266462,5.465648665170102e-18,1.771954206641441,7.122530439913618e-07,4.620639586289875,1.8134571509519027e-40,4.060623659711173,5.704709306151133e-28,4.634916700064009,6.471909167884894e-41,2.65371847678987,2.4479502599288236e-11,4.576144002673961,1.4501917012832983e-34,2.0042705699237056,2.503116128131424e-06,4.492387551175457,2.681563850666826e-32,1.3211319756468394,0.0015463335375842,3.448975126242854,3.8124878917367865e-20,2.081247620694423,2.614442371409501e-07,2.968954407144952,6.954702933660162e-14,4.575833116782876,9.602376083564456e-37,3.263152799970435,4.698126103115842e-17,3.575296749690723,6.101553545753877e-21,3.149040293039964,1.1276160743042437e-15,3.0568897180261216,5.747893810941995e-15,3.116276442100804,6.974716549212768e-16,4.3293608168327005,9.895252068424764e-32,2.7540626402388515,6.749276615742999e-13,3.702416745217536,1.8265128938727805e-22,2.5168380267067967,3.003745042180477e-10,3.796148145587332,1.3726428227895441e-24,3.158187199975326,8.263916417023809e-16,2.7264106870449822,6.224592205250728e-12,4.409165742692823,2.075369046114356e-34,3.2796656371053112,6.3009316614436854e-18,4.273510408157829,7.757135472603227e-33,4.414624463515239,1.5414834032051115e-34,4.6421495245009,4.8655384982217995e-34,2.32502433984139,3.0343529228618676e-09,3.454891199890945,1.1209114927468996e-18,2.618055090374271,5.696481635854335e-12,2.631923890094479,2.8310116559132392e-11,2.598651520515717,6.81070574172591e-11,2.2722097016615286,3.803603468592047e-08,2.9803630876914498,2.7377397437282694e-14,3.5276512659884194,4.0903787528244384e-20,3.0929878428312847,1.2759406479052959e-15,3.7537930650938898,9.42445434668557e-25,2.128253291017819,6.574246017276507e-09,3.3499200982436514,9.539299229215605e-18,3.8929914933168392,5.308956898510742e-25,2.2131025207979853,3.772597242063189e-08,3.5634129081473835,9.213584276284184e-21,4.178186140230742,7.1412347816923714e-31,3.9490124523030574,1.5060446115318092e-26,3.044970571402657,8.276698428363748e-15,4.164293276233487,1.1972840862982055e-29,,,4.623572619039948,3.663621703628031e-38,4.345069961011363,5.478735682308376e-34,4.492207808966502,4.89046459345569e-32,98.27586206896551,-1.0034174960552371,0.041269083962029746,,,,,,,,,,
756,MEX3A,1.0853369890514966,4.398153975184822e-15,,,,,,,1.0175672547110848,1.4296962880537368e-13,,,,,,,,,,,,,1.3193437054481716,1.5408632600918366e-21,1.3284957033507443,1.140403142619642e-22,,,,,,,,,1.1073973290889456,6.717974139780038e-16,,,,,1.089486609438858,6.536027359349873e-15,1.374692078249789,4.787994584654782e-26,,,1.15406889487264,6.159400302515373e-17,,,,,,,,,1.1011246055272077,1.497129345866355e-15,1.2937344249241456,3.584050469963111e-22,,,,,,,1.0630889107179786,2.6349063306947687e-15,1.332200411579276,8.740109037648721e-23,1.060358204092101,3.8996177389219116e-15,1.1284874370975442,7.484311660578929e-16,,,,,,,1.0584959339059146,2.1845064425557087e-13,1.0497848642544791,3.494565709424565e-14,1.0063755740859115,9.769622210324562e-13,1.0326040922108215,5.6151745923355455e-14,,,,,,,,,,,,,,,1.0405351159466516,3.160619319436336e-14,,,1.1705360744984543,2.088615316742144e-18,1.0952881191998425,3.821298128999719e-15,,,,,1.3932240866458263,2.371131988989686e-25,37.93103448275862,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0,,,,,
757,ADAMTSL1,1.2648654656910794,1.0446551627298312e-19,,,,,,,,,1.598866261495193,6.854367387723727e-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1211428145272866,4.0704737862137343e-16,,,,,,,1.2615259006230768,3.3647310704698504e-18,,,,,,,1.2321743801076357,3.20053224738382e-18,,,1.2057522210432636,6.837126583619741e-19,1.249054393873951,4.451519525420282e-19,,,1.2270474667947004,1.0909676671530108e-19,,,1.1254611722828392,2.219394355676364e-17,,,1.3007160790412826,3.561179083087943e-18,1.3670010922435885,5.6652484945763406e-21,,,,,,,,,,,,,1.363160959352679,1.6160754640552197e-21,,,,,,,,,,,,,,,,,,,,,,,1.08083262639292,4.22443071424746e-16,22.413793103448278,,,,,,,,,,,,
758,PRDM6,1.0559707259309277,1.4145778640112668e-12,,,,,,,,,2.0471774857775697,3.2642350559704745e-50,,,,,,,,,,,,,,,,,,,1.0029972326072916,2.8203681894838858e-11,,,,,,,,,1.288700470258921,4.92789694709757e-20,,,,,,,1.6817930909183136,3.879025743736216e-32,,,,,,,1.3296903985394353,1.6501480494412325e-19,,,1.2789033148834266,1.1415235041956337e-18,1.3408626651048476,1.1209499700227598e-18,1.0452834278847374,7.18881923776903e-13,1.319205609449587,6.445834011964537e-20,,,1.0137635857917862,6.968558397149264e-12,,,1.7583267454540052,8.443855511072456e-35,1.4769434070083611,1.076717058119708e-23,,,,,,,,,,,,,1.648269911251213,2.7088765200656973e-26,,,,,,,,,,,,,,,,,,,,,,,,,24.13793103448276,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0,,,,,
759,MYOCD,1.2810708384400935,1.072491131527396e-12,,,,,,,,,2.3155529280934,1.3408947837416028e-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4343728505159383,5.703849173041545e-17,,,,,,,1.403267974696103,6.773513587064934e-14,,,,,,,1.2141380308815053,3.407278444945692e-11,,,1.3473011938148485,5.296516954108547e-15,1.1516607035209951,3.672264509880201e-10,,,1.2583560342092777,5.678652492760527e-13,,,1.214461092310894,5.207744730844772e-13,,,1.663025245146697,1.0022521476647614e-18,1.3033165976309091,8.947569263478258e-12,,,1.0253513027906385,1.1269345483250454e-08,,,,,,,,,1.795049619647795,6.145827496427598e-23,,,,,,,,,,,,,,,,,,,,,,,1.1121793626769787,1.99941536901332e-11,24.13793103448276,,,,,,,,,,,,
760,EGLN3,-1.2801189298998077,6.4299797619141664e-21,-1.1323165668229591,2.562474054180381e-16,-1.2182391049058174,6.383230560745153e-19,,,-1.3178181299609593,1.0273332102694723e-23,,,-1.2412382053498685,5.3432132031613974e-20,,,-1.1732926988579044,1.7776475180161825e-17,-1.149302018361729,5.677590787143689e-16,-1.104206165500479,3.7147580381792994e-14,-1.2494473591922852,2.632374219523909e-18,-1.353686365833625,6.655985756409181e-23,-1.1364013132858366,5.23622198892028e-16,-1.1767271768543683,3.3054411893881225e-19,-1.24781117518546,8.527708214478924e-20,-1.139558811058577,1.3452840245036898e-15,-1.2848888756738337,4.864194305999721e-21,-1.1966803738527274,1.2791432631244628e-17,-1.0672466882680849,1.249729657032921e-13,-1.2705288770004617,5.081701887175131e-20,-1.340778495693488,1.6533396269930674e-23,,,-1.3886833064172506,1.917927995553274e-25,,,-1.1628843380882734,7.91098191897533e-17,-1.3306688461610836,8.480870055633106e-23,-1.021360233623272,1.810090731099881e-13,-1.23326270839996,4.782749935757377e-19,-1.3461807941553323,2.3450996620898202e-23,-1.2472403283878692,9.592044321814885e-21,-1.02237746865115,5.796738842835678e-14,-1.1042751597221612,1.2192392834902642e-15,-1.2091439675499058,1.7823096706486693e-19,-1.4474421503442936,9.996637457602256e-28,-1.222973139717778,1.6747551357455301e-19,-1.2025669543266888,1.0491849185773044e-17,,,-1.0687046690636304,2.0043857761470675e-14,-1.0047767437243378,2.759760960813034e-12,-1.1686848076092085,1.1789799928006661e-15,-1.1971284590248752,2.4131345226791278e-18,-1.3115405015833468,2.7741618735937533e-22,-1.1306679352052205,1.521507308182715e-16,-1.0367693890615302,2.9894763419258594e-14,,,-1.233548238070677,1.5388334460450605e-18,-1.1447631961021585,2.260798310449182e-16,-1.294182733133748,3.6983553418179145e-21,-1.2695513850372913,1.2854904655546217e-20,-1.3061281503694933,6.115005844654925e-22,-1.2585501136502075,6.040510730906724e-21,-1.1628043700245847,5.343087592027708e-16,-1.2324800746259952,2.518462516862532e-19,-1.015778439035458,6.884167169552364e-13,-1.1452240352132406,3.252076526481164e-16,-1.067488330261197,3.9000590692741945e-14,-1.3734476787840308,1.6291686622564118e-23,87.93103448275862,,,Colorectal Neoplasms,3.985413387003567e-05,1.0,1.1832194707896893,8.0,,,,,
761,MRAP2,-1.1016242977618065,2.936054201513774e-11,,,,,,,-1.0817100784870146,1.8087545882020449e-12,,,-1.309176306143604,4.044482136795687e-16,,,-1.082350495406881,1.3708390477762648e-10,-1.1107845652067705,4.549769200388661e-11,-1.269647418244813,9.489181824295235e-15,-1.323376560473787,4.106626939201026e-15,-1.1005539610582211,5.0254094666658394e-11,,,,,-1.4531864640084944,1.308332191384483e-19,-1.14883236587003,3.014025645114385e-12,-1.492645288308741,1.2890556991426382e-21,-1.056389469192198,6.408645356134826e-11,,,-1.1709237885705637,3.599188091161344e-12,-1.1666141737483906,1.042651922785416e-13,,,-1.2924228861645255,5.680596241532717e-16,-1.0207580638108629,4.4768632053889336e-10,,,,,-1.223550674311252,6.248175993553184e-16,-1.1822531419446334,1.7458234517856585e-12,-1.3271307568336588,3.172430118728399e-17,-1.3360765496344935,2.7705448072535605e-17,-1.0725350449392084,1.2324363548227607e-10,-1.1514065282156472,7.707077915032428e-12,-1.4614041056790867,5.5666057874059986e-21,-1.4416566244475797,2.165426333157581e-21,-1.3738624733964968,7.76490415184131e-18,,,,,-1.0064959568689968,1.1451900815312716e-09,-1.1198063360005823,3.559480209881789e-12,-1.3077412789259937,1.1789799928006661e-15,,,-1.154630687851257,5.149678025808043e-13,,,-1.171431972705957,1.1720986717333254e-14,,,,,,,-1.4193484600800546,6.608848721753615e-19,,,-1.0473521807568578,2.1053082522723156e-10,,,,,-1.2669981237633907,4.022156587286965e-15,,,-1.416849210115682,7.004752854380854e-19,-1.4102455726705316,7.9752794263771995e-19,-1.2158546595292583,2.208172168367097e-13,62.06896551724138,,,,,,,,,,,,
762,DHDPSL,1.1675831423530465,9.337265482723277e-08,1.2657531562472837,9.575660450688945e-09,1.2065595920389287,1.0650118089018292e-07,1.3206136428673363,1.6193030179408586e-09,1.6544582402527943,1.2076068467218994e-14,,,1.195675737644445,3.444288159570541e-08,1.056534413309441,4.005949960544608e-06,1.2893389686990282,1.2442644744015836e-09,,,,,1.7817637427693105,1.1442466895265837e-15,1.465057583300923,4.879763316362908e-11,1.5718123100660406,5.654398273861999e-13,1.3781039035395004,3.4915291880962507e-10,1.0118136400621431,4.576082290783678e-06,1.2982630147287118,5.487592327015737e-09,1.4686836908085312,1.3404473605524944e-11,1.5769131142655155,3.080497795835131e-13,1.2043341239371026,7.426616852430455e-08,,,1.5275455476927948,2.8129437110896365e-12,1.135932172191602,8.955267302558087e-07,1.633928101371208,4.2375472718523176e-14,,,,,1.3278179869989668,2.327022779083227e-09,1.2731150152147437,1.196175158556608e-08,1.1803401900586092,7.44171087763106e-08,1.3410274347720634,1.35272503549763e-09,1.3025308703713825,3.7981988026088126e-10,,,,,1.1225091788521762,1.3404730655031194e-07,1.8358916743336668,4.274665491742693e-17,1.0407063303280026,1.329418567708838e-06,1.5088366384796943,1.190621505627888e-11,,,,,,,1.42031586259946,3.040676679653533e-10,1.2209243841089472,6.395937494317124e-08,1.613921115629339,1.0182583790399912e-13,1.2635706351279008,1.7309733788939975e-08,1.449656521683646,2.743262423212396e-11,,,1.1779379661369267,2.2943071475359434e-07,1.3941357793864595,3.29985524404281e-10,1.4402491434010327,2.4155144490660774e-11,1.3165519228019735,3.8338677109322835e-09,,,1.617427918003911,4.9887162553140604e-14,,,1.811396688209823,1.0678367542867521e-17,1.300145713328982,9.063620933324661e-09,,,1.0069929972260458,7.2224258996298144e-06,1.4067276801330926,3.1732826993368113e-10,74.13793103448276,,,,,,,,,,,,
