mRNA	logFC	FDR	Sub-0	Sub-1	Delta
CYP4A11	-1.1009409239201065	7.104002445924562e-11	22296.993788819876	10865.223880597016	24547.67294250423
ORM2	-0.4191862869789934	0.003688177461422483	57894.739130434784	44870.39303482587	24268.680731704393
SERPIND1	-0.5018840690605809	0.0001262410734967211	48155.105590062114	35066.83084577115	24168.2803395823
A2M	-0.17688269039371024	0.27493217225623096	130856.0	119328.63184079602	23146.161334159347
TMBIM6	-0.34651602235873885	1.9921647323118e-09	66612.32919254659	53891.77611940299	23082.239351852146
SERPINF1	-0.5376416474582606	1.3168747670337996e-07	42865.46583850931	30079.044776119405	23046.259672481938
SCD	-0.23276193619206847	0.1732204873351856	97610.13043478261	82127.88059701493	22719.92295196035
ALAS1	-1.2584860681140082	9.739191599986644e-33	17753.91304347826	7616.104477611941	22343.05221972496
HSD17B6	-0.879786697810997	4.093877868927348e-08	24464.10559006211	13610.621890547263	21523.194671980298
INSIG1	-0.7174309594322166	1.1730764590647585e-06	30000.2049689441	18846.05472636816	21523.075834032716
CTSD	0.2880520439052078	0.0007275794836408634	74131.83229813665	92741.01492537314	21353.82581191636
COL18A1	-0.4271532723379111	2.996258309691217e-08	49908.527950310556	37419.83084577115	21318.591031543252
CFHR2	-0.9446327537694208	2.011569805528604e-10	22534.832298136647	12277.686567164179	21287.140689520907
POR	-0.6498626280087558	6.18517746250371e-13	32340.782608695652	21436.333333333332	21017.065977946822
BHMT	-0.9713099760198606	5.3959977018434954e-06	21586.745341614907	11330.019900497513	20967.421100110812
C1R	-0.41101228664331657	0.00011389460633924168	50613.701863354036	39042.64676616916	20802.853338340235
RHOB	-0.7496171344744507	2.9756303129166314e-13	27354.490683229815	16812.3631840796	20505.394920970793
AFP	2.432607106515073	2.7238238573106736e-10	8419.080745341615	44090.35323383084	20480.31565144223
IGFBP1	-0.5531477600446398	0.002738737628233271	36994.0	25549.1592039801	20463.148235091405
TFR2	-0.5646880981121828	3.965428627402324e-06	36056.217391304344	25764.213930348258	20360.516823815058
SPARCL1	-1.6800450586680626	3.511647697426798e-18	12031.627329192546	3956.7114427860697	20213.67604214556
F5	-0.6201760026463058	7.45087656808852e-08	32566.33540372671	22413.915422885573	20196.8597115221
P4HB	0.19118392273212292	0.004165330257328795	105188.62111801242	120106.55721393035	20110.37321212464
PCK2	-0.8483512639606957	1.5100547267978178e-12	23631.509316770185	13452.76119402985	20047.820798180943
PSAP	0.3917351016186021	1.3771975920269788e-09	50489.35403726708	67314.01990049751	19778.4522344464
F12	-0.7173165422239228	9.855449751265053e-07	27249.832298136647	16792.358208955226	19546.755480281154
SLC2A2	-0.869080775201306	5.852053193263735e-09	22289.77639751553	12164.41791044776	19371.61615061657
RARRES2	-0.4608927089600252	2.44474723649269e-05	41887.71428571428	31714.124378109453	19305.742109286402
HLA-A	0.3782218513579416	0.0002860368324207983	50580.34161490683	66733.13432835821	19130.590447907198
SLC13A5	-1.2423788086380438	9.607578758882082e-12	15238.074534161491	6446.940298507463	18931.460885689266
SEC14L2	-1.4907291239854026	8.2341325598962e-22	12587.012422360249	4512.7164179104475	18763.826001978472
CYP3A5	-1.2343361444593055	3.542830286435048e-14	15190.55900621118	6534.92039800995	18750.25603590829
ACSM2A	-1.1866795811468815	1.81006196853527e-13	15392.695652173914	6845.502487562189	18266.197629243165
CYP1A2	-2.358891449150708	5.145262802681774e-11	7648.478260869565	1486.3084577114428	18041.929968580294
RPLP0	0.4448541243446439	2.5218534847088943e-07	40385.65217391304	55755.980099502485	17965.72393391345
UGT1A1	-1.124693735008241	2.9688786395513194e-08	15961.57142857143	7695.398009950249	17951.879386600827
ASGR1	-0.665951081128479	8.745525696921198e-10	26937.83850931677	17270.353233830847	17939.282678543877
SOD1	-0.5570267839384251	1.2186501596445174e-11	32199.763975155278	22372.353233830847	17936.1309706571
ACSM2B	-1.1125901144881696	1.0566458886626312e-12	16107.714285714286	7642.975124378109	17921.283681285582
PON1	-1.029637699410019	3.8042282615498886e-10	17276.45341614907	8710.044776119403	17788.48774936809
TPT1	-0.17658520087037202	0.009922846783833003	98474.73913043478	88116.48258706467	17389.18159000531
ECHS1	-0.620796174914231	2.933635771202822e-17	27906.55900621118	18450.17910447761	17324.285086074186
ADI1	-0.7513141956259456	1.1506659460906093e-16	23021.304347826088	14146.592039800995	17296.23275834704
AGT	0.146825230325802	0.14425901064498364	117632.44099378883	134990.7512437811	17271.410242699356
HGD	-0.8422835621849898	1.5930560432361693e-10	20312.92546583851	11745.189054726368	17109.243219764652
SDS	-0.6016266527837566	0.026951139839135385	28228.50310559006	18050.05472636816	16983.019836512027
AADAC	-1.0322650004951845	8.182887894338303e-13	16436.714285714286	8604.517412935324	16967.044880282065
HSP90B1	0.36148845429370297	1.0803892394222991e-08	46447.416149068325	60470.80597014925	16790.204669663086
SORD	-1.1415656969540409	8.126092007163962e-22	14704.111801242236	7002.373134328358	16785.70963647523
IGFBP2	-0.609457801830175	0.001008765368947288	27523.906832298137	19107.10447761194	16774.659755790955
ATP1A1	1.0729059189941148	1.9948978495861097e-22	15530.211180124224	32767.905472636816	16662.455498383857
GC	-0.13908136840600596	0.24531750071760305	119309.43478260869	113724.2736318408	16593.71945331234
COL1A1	1.5973666120359948	1.8688643187337964e-15	10359.48447204969	31130.915422885573	16547.89461355751
TMSB10	1.522708197395319	6.231552599942923e-27	10866.08695652174	32160.542288557215	16545.879682306007
PDK4	-1.4968346537892843	1.0132862134372261e-18	11047.366459627328	4031.5522388059703	16536.080949879622
GRHPR	-0.9172778099736162	2.372200401904179e-26	17971.658385093167	9673.66169154229	16485.003445072238
CYP1A1	-2.642923369134333	6.423229350530228e-16	6133.608695652174	980.4477611940298	16210.657758864685
CYB5A	-0.7523326189049315	3.879586573763847e-16	21533.832298136647	12973.835820895523	16200.604447916745
HULC	-1.215139078380862	3.960468904139345e-13	13036.335403726707	5912.691542288557	15840.960587948273
ADH6	-1.125531791636487	3.7171144513352434e-16	14047.23602484472	6387.661691542288	15810.610730584083
MTHFD1	-1.0915244855959891	5.515262991005655e-24	14440.844720496894	6897.348258706467	15762.535605111929
CHI3L1	-0.500114501265298	0.06872391430662074	31217.82608695652	21269.34825870647	15612.487524065069
HSP90AB1	0.3711999134878004	2.7581825277674965e-06	41570.086956521736	56146.90049751244	15430.812681941208
ALDOA	1.4428392587753336	6.6066858002045225e-40	10650.465838509317	29450.716417910447	15366.910236046795
AMACR	-1.3601697131570227	1.5145715842289345e-16	11247.67701863354	4423.059701492537	15298.749624117618
ATF5	0.7290007197017745	0.00025889435817149693	20981.391304347828	36108.069651741294	15295.44936121412
UGT2B10	-1.0414298001549624	9.111931926669379e-09	14542.888198757764	6905.059701492537	15145.39715050826
METTL7A	-0.5784792279629172	8.146331721177685e-11	26176.739130434784	18104.31343283582	15142.699842760598
HSD17B4	-0.8323193589541626	1.6000883692420113e-22	17759.91304347826	10374.985074626866	14781.919439429497
TUBB	0.6905626793440944	5.124561875558515e-16	21276.68944099379	36004.407960199	14692.887667944873
SLC22A1	-1.1833718030778562	2.37466527045108e-06	12291.782608695652	5227.512437810945	14545.748948693208
RPS19	0.5535738949490937	1.606720017825095e-07	25787.652173913044	38494.54228855721	14275.371055505508
ASGR2	-0.49763637844671543	1.190973518890452e-05	28457.478260869564	20436.273631840795	14161.476421465264
UBB	-0.299264295890317	1.1901761737725623e-07	47106.31055900621	39574.37810945274	14097.236861431598
HLA-B	0.23053360807466358	0.0830776094708288	61148.21118012422	73859.30348258707	14096.717750665519
TUBA1B	1.0471241377603546	2.3571971043005346e-37	13025.925465838509	27691.13432835821	13639.760971946795
RPLP1	0.3348364282888554	7.932921029475158e-05	40474.88198757764	52370.55223880597	13552.464920133425
CAT	-0.6903302310069822	4.19364358498169e-13	19608.111801242238	12532.283582089553	13536.072349362288
GSTA1	-0.3358415188205692	0.09191131278715771	40152.3850931677	33812.02487562189	13484.83799395782
SLC10A1	-1.4100584727842078	5.915066380790826e-10	9463.652173913044	3616.4626865671644	13344.302931308775
C6	-0.9081482551089914	3.4684310055410216e-08	14691.130434782608	7842.228855721393	13341.724469926425
SELENBP1	-0.9107238651362484	1.0659580660815425e-15	14494.031055900621	8055.761194029851	13200.059984634632
EHHADH	-0.9828774099524614	6.007743909209827e-14	13405.242236024846	7008.651741293533	13175.709768729443
LGALS3BP	0.992628599241613	2.2760555039536272e-10	13259.944099378881	25998.920398009952	13162.19973738855
ALDH3A1	-1.0669215839931585	0.0032321902640223012	12301.832298136645	5436.855721393034	13125.090401546147
UGT2B7	-0.8023446306495469	1.3680200188303728e-05	16340.577639751553	9216.199004975124	13110.774730966705
CBR1	-0.7603080749407309	4.4665187908637485e-12	17198.099378881987	10580.353233830845	13075.853831397144
KRT8	0.44197136762702016	2.061181080807614e-05	29532.33540372671	40123.796019900496	13052.44666760496
PRAP1	-0.4811028482095403	0.004188354478488702	27118.22360248447	20194.462686567163	13046.65461353846
HFE2	-0.9938656451986146	1.304515386276605e-09	13113.2049689441	6995.338308457712	13032.763917081307
MT1X	-1.283136078856036	1.703631382288868e-08	10138.260869565218	4828.686567164179	13008.768298593499
MGST1	-0.42202016314198165	0.00029411142374712306	30749.60248447205	23630.18905472637	12976.952257047978
SLC22A3	-0.8707014850809454	2.8298336272120118e-12	14861.596273291925	8169.532338308458	12940.013945828723
SERPINA6	-0.5112801212128408	2.2184603947514547e-05	25019.049689440995	18117.243781094527	12791.74275784748
COL3A1	1.5863148892405612	2.7076478476015005e-15	8061.9503105590065	23505.194029850747	12788.791813957318
APOA5	-0.9248390612233821	1.1160180536927549e-07	13810.881987577639	7512.532338308458	12772.84313205822
GLUD1	-0.4791145106892573	2.081492641240813e-05	26599.621118012423	19215.805970149253	12744.264456476158
PGRMC1	-0.6006385886568183	1.2785698924432346e-10	21217.652173913044	14667.243781094527	12744.140656350402
C8A	-0.9798768729247042	2.4048707156285017e-11	12947.093167701863	6456.7164179104475	12686.557166632505
CALR	0.2067801627760747	0.0013245595733774882	61338.29192546584	72158.09950248756	12683.541988754214
UGT2B15	-0.6924461734705313	0.00025377522572021935	18290.50310559006	11974.129353233831	12665.188886316708
TST	-0.6340944538815171	1.9553925972664175e-13	19836.888198757762	13013.855721393034	12578.460789100014
ZFAND5	-0.9542949789098686	2.1749856270797705e-17	13163.931677018634	6984.995024875622	12562.273902091449
SCP2	-0.5703972137286145	2.3393962736270069e-07	21982.180124223603	14797.23880597015	12538.574294537673
UBD	0.7026176259818281	6.167816509774711e-05	17793.17391304348	31396.248756218905	12501.797613464405
CANX	0.38195306507215987	9.131562151607807e-08	32272.273291925467	43453.164179104475	12326.493700697334
ASS1	-0.30153792752568037	0.03204436280528621	40408.18633540373	32022.199004975126	12184.600762649157
PABPC1	0.33933288667327755	0.0009233678321982796	35879.88819875776	46396.49253731343	12175.226035998936
PIPOX	-0.6986873729863408	2.6620603252369867e-08	17270.186335403727	10859.333333333334	12066.46112166783
RPS6	0.34092431642104787	0.00014345694399046604	35189.83850931677	44997.71641791045	11997.071638755884
DPYS	-0.8971319393094606	2.4950116101674016e-08	13295.055900621119	7169.925373134329	11927.419283351912
HAO1	-1.0737005291770312	1.3565283709141844e-14	11035.60248447205	5392.144278606966	11848.932227365001
ACSL1	-0.43019631720298473	0.001543706822957798	27293.267080745343	19651.855721393036	11741.462982574105
FTCD	-0.7565501098740427	2.1581448956338454e-06	15480.608695652174	9185.845771144279	11711.856209612713
CD63	0.6171551592023033	2.370194439890125e-16	18887.08695652174	29177.87064676617	11656.263157519921
RPS11	0.36004767014521394	2.1756905523494197e-05	32107.32298136646	42044.930348258706	11560.166834040878
RPS4X	0.3688709859740014	2.3561600327588103e-05	31101.22360248447	41016.22388059701	11472.33901524633
ANGPTL3	-0.7369118487597243	1.7894176577172278e-07	15532.683229813665	9787.303482587065	11446.218315081152
ACAA2	-0.6580337218158115	3.2277216416457513e-10	17321.478260869564	11089.860696517413	11398.11680735167
BSG	0.7554319610421505	5.657831669846645e-18	15041.285714285714	24996.094527363184	11362.66796373814
GNAS	0.5023460365236719	1.07036330153131e-08	22479.844720496894	32084.716417910447	11292.660897009207
RPS3	0.49663950914107174	2.8165974088852145e-08	22648.062111801242	32305.099502487563	11247.922450201473
GSTM1	-1.9236418917942733	4.4509746913323914e-08	5815.6459627329195	1477.2437810945273	11187.220201757282
RPL4	0.3077011621256753	0.0001305758741046726	36196.98136645963	46163.69651741294	11137.853231901041
SPARC	0.7153418301106269	1.2637098036091678e-09	15473.565217391304	25424.567164179105	11068.888460944836
CFHR5	-1.044276675655528	2.4095915931254664e-06	10533.08695652174	5406.36815920398	10999.457031347125
HSPB1	0.5558159010752902	1.0181636079654967e-06	19778.2049689441	30004.04975124378	10993.040816465447
UGT2B4	-0.23985839181879692	0.1325891168918321	45278.88819875776	39851.22388059701	10860.52130669714
ABCB4	-1.2855157414533722	1.608059970655578e-16	8413.782608695652	3586.10447761194	10816.04998864488
FBP1	-0.7543762226354706	2.1256954668792546e-06	14301.72049689441	8364.985074626866	10788.87788563549
F9	-0.9005999202894134	9.869634547604321e-06	11961.950310559007	6400.218905472637	10772.931496195364
ACAA1	-0.7439511235506743	2.3756132644771864e-17	14428.422360248447	8718.945273631842	10734.041025970504
ADAM6	1.5824691785075764	1.3222312371535493e-09	6761.813664596273	19379.467661691542	10700.36171503497
CFL1	0.5675403665043351	4.236668168671493e-22	18707.44099378882	27918.373134328358	10617.22791797313
RPL28	0.45553163043858913	4.803762241349917e-06	23236.006211180124	32020.52736318408	10584.735794260067
SDC1	-0.2617629581945235	0.0019426820324715053	40065.69565217391	34117.41293532338	10487.7150160345
NNMT	-0.4725330188629218	0.029098004520736426	22147.35403726708	15488.965174129353	10465.356063055733
RPL13A	0.45029874169573425	4.96061701712479e-07	23179.850931677018	31965.716417910447	10437.857707228854
RPS8	0.4450912409238656	2.4488272793230296e-07	23383.85714285714	32855.517412935325	10407.949993300683
RPL13	0.3653156704355714	0.0002554281128208229	28434.465838509317	36607.0447761194	10387.555951272383
ALDH4A1	-0.5101713661425924	2.527394674574694e-07	20213.378881987577	13781.587064676616	10312.28711858143
C2	-0.2163775359775325	0.02896378347852252	47523.13043478261	42959.845771144275	10282.937865417143
GNB2L1	0.3202072617779791	3.610485623141138e-05	32007.596273291925	40209.64676616916	10249.064758765855
CPN2	-0.771064722016807	3.787673451036061e-08	13262.80745341615	7941.55223880597	10226.48294223076
RPS16	0.41252256378340746	6.844065611710165e-06	24751.708074534163	33828.119402985074	10210.638072925301
FMO5	-0.8175234663869388	1.2054294332854805e-10	12486.39751552795	7438.915422885572	10207.922979579671
CDO1	-0.9611444939112322	1.2559865880986522e-11	10579.658385093167	5522.9900497512435	10168.580404294096
TMEM176A	-0.3053524821034433	0.004349204707337566	33117.223602484475	28131.064676616916	10112.42642739337
APP	0.6729804166334002	5.358578678449938e-08	14954.453416149068	23918.880597014926	10064.054290524775
TAGLN2	0.6584548202230893	9.375483375644116e-14	15128.173913043478	24415.218905472637	9961.219034216672
SERPINA4	-0.7626947272143806	5.568072681294967e-07	12960.217391304348	7905.73631840796	9884.689467899942
C9	-0.6858475145950708	0.01637822840040562	14339.27950310559	8996.099502487563	9834.55920828901
LDHA	0.4853383392584663	3.2943875259099786e-10	20230.260869565216	29150.68656716418	9818.521213200318
C4BPB	-0.6894958036576255	7.950173949862511e-09	14232.378881987577	9317.547263681592	9813.165515195842
KRT18	0.3625365725626018	0.0001567852275942878	27030.652173913044	35176.348258706465	9799.599993262276
RPS24	0.37996646462111827	0.0001199625188449358	25755.931677018634	33978.07462686567	9786.39030233984
COL1A2	1.6003526934476366	1.3196374298400679e-17	6107.801242236025	18635.776119402984	9774.636169055244
HSPA8	0.32177637201835974	0.00012418157177095915	30272.782608695652	38797.661691542286	9741.066158726582
HLA-DRA	1.0359185020967383	3.3612808810180097e-12	9314.708074534161	20680.696517412936	9649.278436039822
ANXA2	0.9557646123569562	9.062140704821087e-19	9966.683229813665	19743.671641791047	9525.803133627434
GPC3	0.4477630833546822	0.05859185114314292	21232.86335403727	30216.283582089553	9507.292363852366
LOC96610	1.8015766572971592	5.872312919520712e-13	5265.962732919254	19022.283582089553	9487.035537824084
CFI	-0.504438344981365	7.8751993447359e-07	18738.47204968944	13421.482587064676	9452.403828224908
ABAT	-0.6196184747455354	3.102625839097859e-06	15180.062111801242	10060.303482587065	9405.846932256778
RPL18	0.4505255392182471	5.229748079441825e-07	20863.360248447207	28752.81592039801	9399.47662583622
UGT1A6	-0.433218199106407	0.009968559564633593	21307.96894409938	16426.044776119405	9230.999932577983
TSKU	-0.6779725111399252	5.1729554475861046e-06	13548.919254658385	8582.223880597016	9185.79481031283
PPIB	0.3141545593487212	6.335187814249628e-06	28969.540372670806	36632.08955223881	9100.913190311387
ITGB1	0.6063817820177618	1.1785911923000348e-12	14995.658385093167	23376.169154228857	9093.094054082387
