mRNA	logFC	FDR	Sub-0	Sub-1	Delta
AOX1	0.9352030525685332	2.0386003739292016e-07	22781.376470588235	40932.380208333336	21305.212817007076
AQP1	-2.057566884068195	9.740350678925168e-27	10308.29411764706	2517.4479166666665	21210.004607705563
SAA2	1.5506771808546311	6.944613036329189e-07	13645.394117647058	41014.104166666664	21159.601282003307
ALDH2	0.6840216468888609	3.771639489459845e-12	30848.970588235294	46830.609375	21101.36366659074
DUOX2	-4.675109281991969	1.723661100573023e-32	4431.511764705882	156.30208333333334	20717.801784433083
APP	-0.7878077173571744	4.348776451722464e-11	26181.65294117647	14398.338541666666	20626.108240225985
MAT1A	0.7621683275990958	2.5031464356214462e-09	26964.04117647059	42113.505208333336	20551.138168783746
MYH9	-0.5040380195001446	7.222963218105744e-11	40150.64705882353	26639.994791666668	20237.452625178717
P4HB	-0.1633226849435071	0.014074187456522358	122851.1705882353	105167.11979166667	20064.3830289234
HSP90B1	-0.32299332698461797	2.943143294185036e-07	62061.68235294118	47303.020833333336	20045.509261439023
TMEM176B	0.46152542922058526	1.6277911209937118e-06	42582.22352941176	54514.140625	19652.77899157867
HLA-B	-0.2548573221130716	0.05185718259629101	77033.82352941176	60389.75	19632.63397683681
LGALS3BP	-0.7416067443278024	1.8345795196052412e-06	26229.217647058824	15112.848958333334	19451.764705500635
DCXR	1.1371048329682616	5.198885846002336e-15	17089.00588235294	35388.484375	19431.99117944658
TMSB10	-0.6596007199001761	1.0673308939134441e-05	29340.476470588233	16801.1875	19352.999402214176
ORM2	0.4394243337283745	0.0023420570993489534	43922.458823529414	56631.166666666664	19300.597204241378
AZGP1	0.6584103310059881	7.250802726045842e-06	29303.929411764704	43451.515625	19294.00986377611
BAAT	0.7544086215073594	2.188345295364518e-08	25311.317647058822	39609.104166666664	19095.076254652548
VIM	-0.9842271789481842	5.176598103320306e-20	18922.311764705883	9560.630208333334	18623.85352735451
CYP2A6	0.6227188456632619	0.032853614399330246	29717.241176470587	45174.427083333336	18505.486121708516
ITGB1	-0.7238631539306837	5.559320341379584e-19	25317.63529411765	14629.755208333334	18326.503334066794
ADH4	1.0379252167282356	1.2226130464319813e-05	17472.482352941177	36352.380208333336	18135.130032956742
ANXA2	-0.8720665353711162	2.966617224981155e-16	20724.876470588235	10676.484375	18073.47121970025
CTSB	-0.3406166918738594	0.00022835220340576006	52947.288235294116	39850.583333333336	18034.730162397598
APCS	0.5984918574362281	0.00034345279035737303	29249.217647058824	42467.994791666664	17505.418598144737
CD63	-0.5700779230250574	2.2679178266749428e-14	30264.44705882353	19586.546875	17253.093120795926
AQP9	1.4559950113389672	9.5267713718296e-13	11644.064705882352	29768.921875	16953.700123472845
FGL1	0.3016578108421533	0.08483737143614926	56025.92352941177	65139.630208333336	16900.657442292242
EIF4G2	-0.6378748897925836	6.107222447162058e-20	26233.429411764704	15889.994791666666	16733.64589491093
CFHR1	0.6569428976770195	4.828895707061628e-05	25382.95294117647	35665.46875	16675.150656775895
AGRN	-1.2894408921629221	7.110076987714934e-32	12928.911764705883	5131.953125	16671.067520578054
CES2	0.7453165337430361	4.192538140200246e-08	22296.323529411766	33640.182291666664	16617.818568154475
RARRES2	0.5421672768998489	5.927540662457332e-07	30602.676470588234	41229.197916666664	16591.769767905902
LDHA	-0.5340303700823097	1.129551531223282e-12	30961.223529411764	20067.458333333332	16534.233659612877
COL4A2	-1.0370744685322324	9.519734284423128e-18	15880.258823529412	7656.776041666667	16469.010979566057
ADH1C	1.275535092387903	4.502701212365308e-09	12699.094117647059	29182.786458333332	16198.140188595617
CFL1	-0.5441510010189542	7.730261295024986e-21	29289.970588235294	18980.1875	15938.166815403962
BSG	-0.6176514817625203	2.329679423871906e-12	25659.476470588233	16061.203125	15848.613663309347
GATM	0.426114959785022	0.0016407645888758468	37124.31764705882	47033.411458333336	15819.227121222853
HSPA8	-0.3869195415433219	2.2740929580537574e-06	40839.45294117647	29841.359375	15801.58240888007
PCK1	0.5976853746403054	0.005914208263218237	26143.276470588236	35644.34375	15625.45399164861
CYP27A1	0.844908679907537	2.1212118522398853e-13	18339.735294117647	30666.973958333332	15495.401537206606
ASS1	0.5200050427619299	0.00016291557718919815	29639.917647058825	41163.510416666664	15412.906643518905
TIMP1	-0.8080593464497109	3.0645095764398134e-06	18973.829411764706	10220.635416666666	15331.98019411889
SERPINF1	0.5057500366484193	8.725376954409518e-07	30230.976470588233	40666.46875	15289.317457917501
B2M	-0.14390148828011368	0.12412817210372214	105656.36470588236	91242.41145833333	15204.108127442945
YWHAZ	-0.7085930517149008	8.118348778825909e-16	21290.9	12162.130208333334	15086.583804756783
SERPIND1	0.41045204921186446	0.0019420153569600486	36311.22352941176	44940.088541666664	14904.016107037127
TAGLN2	-0.5862959555427231	2.4984056609479483e-11	25289.788235294116	15853.286458333334	14827.30055888488
G6PC	0.8917390022449226	6.34817962800504e-07	16599.829411764706	27885.8125	14802.715317082979
TAT	0.6101974329234208	0.010802141166648151	23998.6	34738.21875	14643.884113756005
PGK1	-0.8064806488009437	1.885849454681911e-21	18029.535294117646	9727.072916666666	14540.471321579513
GRN	-0.6848534962936998	6.969057045951393e-22	21117.617647058825	12625.666666666666	14462.474278981772
PAH	0.5714154895185549	3.68543866396435e-05	25198.929411764704	35173.625	14399.05858516704
REG3A	1.3481057276045434	0.02093306986345485	10651.541176470588	32654.979166666668	14359.403667815635
MMP14	-1.8051998114669854	1.0240163724851714e-38	7831.523529411765	2189.8697916666665	14137.464798793377
KRT8	-0.34576364539942495	0.0008401383069446942	40816.34705882353	30629.21875	14112.80895094692
ALDH1A1	0.2787168129902189	0.03178956959009297	50507.42941176471	56148.489583333336	14077.269757975506
ADH1A	0.9223470850200365	1.8249787616337412e-08	15106.976470588235	28396.541666666668	13933.875711113338
SLC27A5	1.293076235108468	2.7186416349431804e-14	10714.141176470588	25162.645833333332	13854.201334891199
PTPRF	-0.6680070787565461	4.234872550160062e-14	20580.982352941177	12366.96875	13748.241899528262
ANG	0.9887153928809432	2.5791296222770627e-13	13898.24705882353	26244.822916666668	13741.410801121121
MYL9	-1.9543636794006367	1.8826100875702286e-26	7026.752941176471	2206.1354166666665	13732.830732356893
SULT2A1	0.7947929056828419	1.642280006886691e-05	16921.38823529412	27569.286458333332	13448.99932371687
COL6A2	-1.3045988659036851	4.338839599464304e-18	10294.623529411765	4194.755208333333	13430.35418137598
CYP2C9	1.1633335292956635	1.5057247554648516e-09	11518.058823529413	23841.401041666668	13399.344021811528
ALDH1L1	0.6348677215116255	0.0012062242624391174	20971.664705882355	30234.364583333332	13314.232988129304
ASGR2	0.7203873629334918	9.443552430511582e-11	18466.758823529413	28906.229166666668	13303.219690811145
COL4A1	-0.9305080318138649	8.746740591071517e-15	14249.429411764706	7323.786458333333	13259.208516411774
UBD	-0.4300176710976282	0.014092480224143498	30737.829411764706	20572.479166666668	13217.809818243237
ANXA5	-1.101681158748215	4.5997006332980086e-27	11962.79411764706	5333.015625	13179.184885395742
IGFBP3	-1.077638470559273	2.992404695698999e-14	12210.388235294118	5523.973958333333	13158.384102817294
AKR1B10	-0.340262144842291	0.22041472311352753	38214.7	28628.697916666668	13003.015786504697
MT2A	0.7606470598022125	0.00021064207797452748	16972.535294117646	25762.739583333332	12910.109068859867
S100A6	-1.7821160305759165	9.116413612233828e-24	7225.323529411765	2019.5364583333333	12876.364887862066
SLC34A2	-5.1017102806268175	8.722004053213526e-27	2522.0235294117647	65.65625	12866.633367982731
CPB2	0.7525207742144805	8.77627129731675e-11	17093.058823529413	26843.135416666668	12862.881859576011
ANXA4	-0.9868078636867098	8.899160523844988e-15	12918.982352941177	6144.354166666667	12748.553376712187
AKR1C3	-0.49702691401444526	3.3955593265117292e-06	25542.370588235295	16782.911458333332	12695.24563008392
ATF5	-0.3626677232190215	0.07030350112420805	34871.376470588235	24518.708333333332	12646.722710101594
SCD	0.14776348465899644	0.3931040474542041	85321.08235294117	92283.078125	12607.340443347795
TFR2	0.47002214704160333	0.00015336614235245854	26604.858823529412	33650.166666666664	12504.872865974039
HNRNPA2B1	-0.46403881263721974	2.4276299697897545e-17	26749.5	18167.364583333332	12412.806218639309
SDS	0.7120464170798688	0.008999098906673938	17389.00588235294	27170.411458333332	12381.779335110174
BGN	-0.8758001122091614	6.566249313252295e-08	14065.552941176471	7394.791666666667	12318.612844166253
NDRG1	-0.7367282335503991	5.482190626103461e-07	16525.782352941176	8700.651041666666	12175.01044092071
COL18A1	0.31035937673520153	8.34617449512786e-05	39163.25294117647	46348.46875	12154.682773746577
PTMA	-0.48582175911270614	7.138474562173389e-14	24872.194117647057	16476.822916666668	12083.453099227996
ASGR1	0.7310770067406177	1.6224076802101056e-11	16509.558823529413	26050.5625	12069.758847314037
SOD1	0.535403311784807	1.12804931393067e-10	22463.217647058824	30532.59375	12026.881121578215
TPM4	-1.1613305009558466	5.815414074960214e-25	10189.670588235294	4301.869791666667	11833.57524881035
CYP2D6	1.039914216701488	5.698760334872539e-09	11343.1	21369.46875	11795.85095146665
C2	0.2742924815409549	0.005119064244941583	42483.388235294115	47208.213541666664	11652.873983326632
SEC61A1	-0.5066895285731354	5.325822010110476e-17	22879.38823529412	15139.953125	11592.746438982918
C1R	0.28029415222852316	0.009753896191803852	40929.89411764706	47074.458333333336	11472.4099725091
FASN	-0.2929072174462547	0.028547757952825832	39130.64705882353	30698.90625	11461.648946871472
COL6A3	-1.7298245853278622	5.824813751683041e-27	6557.205882352941	1918.0833333333333	11342.815946350596
PGC	-1.20039630766652	0.01721383412079857	9381.258823529412	2839.8697916666665	11261.228453028667
HPR	0.9534570531724927	7.648738500556623e-08	11793.076470588236	22041.526041666668	11244.191939484921
TMBIM6	0.1968704618978041	0.0010554099621681266	57084.73529411765	61731.390625	11238.298204666822
SERPINA6	0.652885496597565	4.5762447813359725e-08	17135.94705882353	24773.552083333332	11187.811305169584
GC	0.09514405279013846	0.43039690702400796	116009.3	116384.46354166667	11037.59496334701
IGFBP2	0.5744011379128174	0.0021055670092273208	19213.535294117646	26070.708333333332	11036.276536269255
TIMP2	-1.3377768736088154	1.0429329453833779e-17	8218.64705882353	3274.8177083333335	10994.715967647227
POR	0.48704074656139895	1.9750878831774164e-07	22569.258823529413	29577.057291666668	10992.148666749206
PABPC1	-0.23560812318376578	0.02188966657296641	46595.635294117645	37401.557291666664	10978.310180202294
HSP90AA1	-0.28112720925575624	0.0001440807732216372	38961.0	30357.703125	10952.997199813519
HSPA1A	-0.2671858867088347	0.03429178953527655	40864.55294117647	31092.854166666668	10918.431812548355
FMO3	1.0838317628796297	6.158890157470956e-11	10043.847058823529	20415.338541666668	10885.840463858089
CALR	-0.1479893044614701	0.022294748387070292	73267.12352941177	62103.291666666664	10842.750651010258
PRAP1	0.5483349211317676	0.0010896427669946191	19756.8	26387.838541666668	10833.343369816106
CYP4A11	0.9511499616271865	3.9474670670917144e-08	11380.79411764706	19994.744791666668	10824.84188828691
SILV	-4.074844188364478	1.951024574985219e-52	2653.8882352941177	225.984375	10814.181052157097
FADS2	-0.7760070746725433	1.1095351503666126e-05	13934.723529411765	7921.791666666667	10813.44404242948
APLP2	-0.3498798647989821	1.4224898257960231e-06	30822.758823529413	23015.0625	10784.262689908104
ATP5B	-0.3192842404289175	7.237478771923727e-07	33762.7705882353	25823.739583333332	10779.920562040503
CYP8B1	1.2357245169872553	3.209163897968697e-07	8677.135294117646	19782.645833333332	10722.548820156593
F5	0.4497854384519477	0.00013965385298360522	23812.382352941175	29688.916666666668	10710.462837203067
ACTN4	-0.5707655444326422	7.289338243902336e-17	18666.45882352941	12047.963541666666	10654.17153304126
IGFBP1	0.39298348064002026	0.03612932858037159	26985.305882352943	33874.546875	10604.779431782672
GSTA1	0.30664598399420845	0.12506802058644137	34564.04705882353	38462.828125	10598.926221175068
NNMT	0.7836653209422123	0.0002555696971605525	13493.64705882353	22838.989583333332	10574.503253033881
CFHR2	0.8457234110586391	2.472401196757683e-08	12496.682352941176	20684.828125	10568.73682644571
ADI1	0.7596848512805804	9.997110575257225e-17	13863.464705882352	21839.09375	10531.86412332181
HSD17B6	0.7382614796309668	6.385762450637149e-06	14255.564705882352	22140.677083333332	10524.334292739693
PRSS1	-9.196097090174364	7.511975229010546e-19	1133.7117647058824	1.8333333333333333	10425.723460508209
F12	0.5947679476030586	6.663200815641476e-05	17350.34117647059	25067.338541666668	10319.426811742249
PCK2	0.743322868114947	1.4350656582244063e-09	13853.894117647058	21632.895833333332	10297.916310090204
ECHS1	0.5449290836779203	5.149017186116533e-13	18843.70588235294	26031.3125	10268.483379566824
CLTC	-0.5194639870519381	1.3628541226577831e-15	19713.917647058825	13115.958333333334	10240.670261354739
STAT1	-0.7256577625280901	2.8928915368216803e-09	14050.69411764706	7781.567708333333	10195.995255378362
OAZ1	-0.45820162527178354	1.5323891118200585e-10	22154.976470588233	15094.932291666666	10151.446226681652
RPN2	-0.4660573855312427	1.4600469768833927e-18	21724.99411764706	14586.744791666666	10125.093959152216
TKT	-0.5447627413102588	1.7089401535124732e-05	18503.90588235294	11343.151041666666	10080.238493417612
UBC	-0.16247612960944166	0.005523096258533213	61705.6	52222.895833333336	10025.687063228363
IL32	0.3561364801782997	0.01243346670075041	28014.88823529412	31664.901041666668	9977.123688706104
REG3G	-9.018341752689937	1.4738923381948765e-11	1104.070588235294	2.1614583333333335	9956.88588379929
ITIH5	-3.553125178079675	6.950962453612616e-34	2795.2294117647057	223.56770833333334	9931.800001450016
NCL	-0.47942543643512076	8.029583530996285e-15	20667.617647058825	14018.4375	9908.58161051538
LYZ	-0.34200381589928236	0.13012781126937661	28696.917647058825	21174.510416666668	9814.455339841574
AHNAK	-0.41296724859122724	7.914608116595278e-06	23744.217647058824	16517.333333333332	9805.584231657145
S100A11	-1.7163938876979004	7.843775133336587e-29	5696.84705882353	1656.84375	9778.033470914466
MUC5B	-1.4696640721085081	0.0007128750873464354	6648.164705882353	2352.4947916666665	9770.568813695121
CLIC1	-0.8063728247023029	9.968717735044373e-16	12099.229411764705	6447.979166666667	9756.489797485887
HSPD1	-0.31484487602580435	2.552149317335248e-06	30925.352941176472	23143.75	9736.68891281895
YBX1	-0.6480566319217648	3.9438474816350154e-22	15021.64705882353	9120.369791666666	9734.877998858661
SLC25A6	-0.6610381979553543	1.4668393682238757e-14	14725.035294117648	8923.145833333334	9733.810795652522
GPNMB	-1.9866314573679384	2.3606664952454272e-32	4884.405882352941	1346.046875	9703.514376435354
TMEM176A	0.34544924228149776	0.001183978192116941	28004.58823529412	32424.151041666668	9674.1637862877
LAMB1	-1.525587225308342	4.191852342772278e-31	6307.341176470588	2156.46875	9622.399124484818
ASPH	-0.7086200969815551	4.36071210979284e-08	13568.282352941176	7452.8125	9614.7575568143
GLUD1	0.4994716664633148	9.461802810474521e-06	19065.723529411764	25540.328125	9522.788703564125
MSN	-0.7887999941428596	1.6751498753641484e-14	12061.20588235294	6702.791666666667	9513.879129355824
HLA-DPA1	-1.087443751930658	4.043598126946226e-15	8712.8	3780.7708333333335	9474.679921821435
CYP2C8	1.2141944383573438	1.1389893292242799e-09	7796.411764705882	16442.9375	9466.359803849646
IGFBP5	-1.4765799126656691	4.4303596848509465e-17	6405.670588235294	2443.046875	9458.484517741517
INSIG1	0.4592155929064303	0.002437131076180861	20591.852941176472	26653.515625	9456.099957424374
UBB	0.2311798700952065	5.9310761527125206e-05	40796.64117647059	44808.005208333336	9431.362207497223
HSPA5	-0.19525301725014566	0.005426870734377773	48219.65294117647	39850.458333333336	9415.032727519567
NAP1L1	-0.8664799751334402	1.639923089854248e-24	10844.258823529412	5619.197916666667	9396.333115752353
CD151	-0.6365560086738058	4.776137820565299e-12	14526.388235294118	9035.375	9246.859715504954
HSD11B1	0.8946183114598362	0.0002680796648982736	10313.923529411764	17721.21875	9227.024852408227
PDIA6	-0.4246768251620018	3.595972306382784e-12	21427.305882352943	15069.802083333334	9099.680233892734
RPS4X	-0.22351652822474632	0.011225374997470018	40611.82352941176	33060.145833333336	9077.413800170181
AFP	-0.2706659346871083	0.4813165998410443	33468.2	23583.536458333332	9058.701635295078
COL6A1	-0.990533999636949	2.55465606158675e-12	9102.588235294117	4413.734375	9016.42313175412
GPI	-0.4643096978177997	1.6774270293372642e-08	19263.3	13492.963541666666	8944.13700197362
SLC2A2	0.6916731929294918	6.128926298729233e-06	12891.064705882352	20011.567708333332	8916.403885378328
RHOB	0.4888187093218929	5.498327018624024e-06	18239.023529411767	24389.1875	8915.575940938696
CALM2	-0.5722675314972046	7.441538280449702e-21	15544.14705882353	9798.567708333334	8895.410666582473
GNAS	-0.280008444192619	0.0017782343453784074	31632.45294117647	24431.072916666668	8857.353934055058
TM4SF1	-1.0558973161618235	6.104667748632315e-13	8365.364705882354	3946.1875	8832.96614165602
SERPINE1	-0.8743784457242316	5.972086199228708e-07	10045.935294117648	4981.057291666667	8783.94928831679
LAPTM4B	-0.9727960169286053	7.305586711404192e-12	8997.535294117648	4156.880208333333	8752.766496292195
PLXNB2	-0.486280936661925	1.8561425393555614e-08	17920.55294117647	12289.40625	8714.423269734909
AEBP1	-1.4210308872704853	5.855657583338289e-12	6079.564705882353	2528.7447916666665	8639.249228218328
EEF2	-0.11017109083229203	0.11344146637421162	78385.45294117647	69434.30729166667	8635.810855912705
LASP1	-0.5263294767801998	2.1523597139242233e-13	16265.929411764706	10367.369791666666	8561.238116637782
TPM3	-0.5900143340780777	1.119990931994516e-19	14491.935294117648	8932.421875	8550.449552061415
BACE2	-2.691222314560418	1.4498628446319059e-36	3141.0470588235294	483.4895833333333	8453.255935790252
NPM1	-0.5041854162124392	7.475647740867289e-10	16756.0	11101.760416666666	8448.130834055632
METTL7A	0.4422271237665603	1.3756475387669927e-06	19099.88823529412	23991.880208333332	8446.48863855688
TST	0.6559747150574601	3.508574868082e-14	12813.529411764706	18912.625	8405.351304762737
ITGAV	-1.4885770698191667	2.64711828388914e-36	5636.552941176471	1917.640625	8390.443461057077
SOD2	-0.26569334035302083	0.025982621124471826	31555.45294117647	25435.75	8384.073698293732
HSPB1	-0.2865336707953385	0.013084293955132213	29167.329411764706	22170.098958333332	8357.421963649782
PLEC	-0.55142162253381	1.5896604926255453e-10	15080.082352941177	9764.572916666666	8315.4834790023
HGD	0.666702079352787	8.344771559828405e-07	12396.711764705882	18352.723958333332	8264.913510666569
ALAS1	1.0057757507215837	8.458829044925846e-19	8212.405882352941	15589.104166666666	8259.83869155388
G6PD	-2.0780351126121652	7.580046367671837e-42	3972.7823529411767	847.8802083333334	8255.58122417774
SERPINH1	-1.1093222292887583	2.8334895789101233e-23	7417.158823529412	3249.28125	8228.019161106431
FTL	-0.016451900679812646	0.8943151857492264	499434.4882352941	466292.890625	8216.646596520117
IFI30	-0.7447978122681885	2.346167269129004e-11	10912.135294117646	6169.0	8127.334494233309
FADS1	-0.9779763064721972	2.2537302090955087e-09	8308.076470588236	3923.546875	8125.101940594451
