mRNA	logFC	FDR	Sub-0	Sub-1	Delta
RPL23	-0.05046189223953343	0.6047846415950987	22343.935294117648	20272.052083333332	1127.5172550188724
SRGAP2	-0.7869343579838859	2.1722925885962196e-17	1432.4882352941177	782.6666666666666	1127.274209760646
GTF2I	-0.3469036016584113	0.006087047982930317	3248.2823529411767	2454.7760416666665	1126.840847438753
CDCA8	-1.5394489203854202	9.527388691910238e-31	731.8764705882353	225.28125	1126.6864425025506
MBD6	-0.39976142962877437	6.231068138689744e-08	2816.494117647059	2021.7760416666667	1125.9257150116216
CREG1	0.0940273737815251	0.36196824153835966	11972.105882352942	11704.286458333334	1125.7056747519955
SUZ12	-0.6227105109129588	1.527633600585788e-14	1806.9352941176471	1101.265625	1125.1976001866576
DUSP5	-0.9300147671989729	1.4879183725595378e-10	1208.6588235294118	627.625	1124.0705543876904
BACH1	-0.5789689735628653	6.535141409762155e-10	1941.4823529411765	1210.1614583333333	1124.0580450727693
CRYBB1	-4.795954213634244	2.1198533048712276e-49	234.3	7.03125	1123.6920722545033
SNX7	-1.2336811662270903	4.131564986463882e-21	909.8764705882353	378.3177083333333	1122.497465357883
RENBP	-1.3384958054071285	9.991658055454668e-13	838.3	355.6875	1122.0610336727957
UNC13B	-0.35895204323617663	0.0008664019714898404	3125.5470588235294	2213.203125	1121.9215029955283
FDPS	-0.07370688693954185	0.49374108048490983	15219.029411764706	13833.598958333334	1121.7472801825033
SAFB	-0.31988998942691643	3.069896172079439e-10	3506.464705882353	2677.59375	1121.6829576905616
MAP1B	-1.1111728195667923	5.037945509458735e-16	1009.3411764705883	481.1875	1121.5524809636868
PLEKHG2	-1.1490433391992891	2.153151928701088e-30	975.9588235294118	412.7447916666667	1121.4189855092452
ECHDC3	0.3815093610323486	0.007659714151999025	2939.4058823529413	3691.6979166666665	1121.4108599911974
SMAD3	-0.4004514719260385	1.9265243306693047e-05	2799.358823529412	1995.2604166666667	1121.0073613314964
CGGBP1	-0.37554625507122535	1.7462684405741277e-09	2984.758823529412	2160.4166666666665	1120.914998467267
LOC55908	-0.20509902397011373	0.3242845364704048	5463.8	4371.880208333333	1120.6200471679074
CHCHD10	0.22204662049442941	0.04000686967017421	5046.482352941176	5537.416666666667	1120.5543518553645
NR1H2	-0.3052085831524596	2.409444126951932e-07	3670.323529411765	2850.0208333333335	1120.2142441228996
B3GAT3	-0.4203482305467043	2.2090082734341667e-08	2664.3411764705884	1875.5885416666667	1119.9510991021361
DNTTIP2	-0.47370567572046984	1.943714585184457e-16	2362.5	1594.4895833333333	1119.12965888961
EXT2	-0.417328175515351	6.418728106588082e-13	2681.5235294117647	1892.9791666666667	1119.0753221308964
DNASE2	-0.3362400596983823	7.240122340759605e-05	3327.970588235294	2526.59375	1118.9970292626956
PIP4K2B	-0.4178806863786157	2.1839835054256687e-09	2677.641176470588	1900.25	1118.9345326991734
GPR124	-0.9413562669385402	7.511969380753588e-12	1188.5647058823529	605.9166666666666	1118.8628345443158
SRI	-0.6710043287047525	4.3876327437302626e-10	1667.3588235294117	1020.5677083333334	1118.8049880922988
CDCA5	-1.1732027173218007	2.8604087287013515e-19	953.0882352941177	372.3958333333333	1118.1657074944985
PKDCC	-0.8894761020186431	4.04223651878248e-09	1256.7823529411764	620.5520833333334	1117.8778683799362
RALB	-0.6171603520911408	1.0656914996000038e-18	1811.2529411764706	1111.7239583333333	1117.833502902585
MARK2	-0.6935297281155988	3.157910502752363e-19	1611.394117647059	948.1197916666666	1117.54972429884
GPR133	-1.0843844055710323	2.6169930265576463e-06	1030.3529411764705	511.0729166666667	1117.2986616460119
DENND4B	-0.5296492255091556	1.0258755392542082e-11	2108.9411764705883	1368.671875	1116.9990607620146
TCF12	-0.6247844097486283	6.519008854032384e-12	1787.1823529411765	1093.8333333333333	1116.6036714955176
C2orf28	-0.3098248145554028	1.4565054050405288e-06	3603.335294117647	2691.1666666666665	1116.4026892809377
IK	-0.2845894287974911	4.347987578167948e-08	3921.5588235294117	3017.7447916666665	1116.0341855839965
MAGEC1	-2.333368076167031	3.7778960878349366e-06	477.9117647058824	92.34895833333333	1115.1440549893555
DNAJB6	-0.4435541670895678	4.4979487485767125e-13	2513.9529411764706	1747.921875	1115.0743029258986
NFYC	-0.45771457337820015	1.8344042143604835e-15	2435.788235294118	1657.1510416666667	1114.8957729572862
MPV17	-0.8005732372734422	1.495499572616432e-21	1392.4235294117648	754.2447916666666	1114.7370125968887
BET1L	-0.3019282073377354	6.205011266135166e-08	3689.252941176471	2805.828125	1113.8895269448797
ANAPC7	-0.5443103287122084	5.094005296575253e-18	2045.4	1326.21875	1113.3323463479512
CAPN5	-0.2515119839113661	0.03281239722270359	4425.252941176471	3517.3854166666665	1113.004146544902
ACTL6A	-0.7495483128512926	1.1304767107510374e-19	1484.5882352941176	822.3645833333334	1112.7706070435836
SERP1	-0.13234673919536638	0.016783849170850632	8407.652941176471	7219.0	1112.7254510510375
UACA	-0.5799507447414255	2.263431264699943e-13	1916.3058823529411	1207.7135416666667	1111.3630236229626
GIT2	-0.6241506887862039	6.390859528379287e-23	1780.5823529411764	1103.7552083333333	1111.351702028795
USO1	-0.30408272760598465	8.676887206873785e-05	3653.8	2869.7447916666665	1111.0574701267467
GLYR1	-0.289591951635961	3.5163406254213045e-05	3835.5470588235294	2975.8854166666665	1110.743558356276
BNIP3	0.19035319431289827	0.015036517019160164	5834.064705882353	6051.130208333333	1110.5328525928453
RBM15B	-0.3990171560843249	1.0457261476041926e-10	2783.076470588235	1959.9166666666667	1110.495258459318
PHPT1	-0.2980145472156429	0.0023042354587726873	3725.829411764706	2830.1197916666665	1110.351365149784
FAM20A	0.3800161144369521	5.3017473192864325e-05	2920.235294117647	3613.7864583333335	1109.7364697122382
SCAMP5	-0.9028818755566771	5.389435657368704e-09	1229.0294117647059	614.1197916666666	1109.6683804084373
VEZF1	-0.6931696884152925	9.135396879962146e-20	1600.6176470588234	944.484375	1109.4996356837833
TRMT112	-0.21105762039524767	0.0009970697448090776	5256.14705882353	4198.994791666667	1109.349890682774
BZW2	-0.6088437293650049	4.6335346531577275e-12	1821.9529411764706	1129.8125	1109.2846234334218
TDO2	0.13251100556056028	0.5311404935280782	8369.223529411765	8610.010416666666	1109.0142256434544
ANKRD17	-0.37665032454094927	2.41957374196902e-05	2940.2823529411767	2147.3020833333335	1107.45830247732
PKHD1	-1.5917611009093502	3.612980259911714e-09	695.564705882353	246.99479166666666	1107.1728419889826
LOC84740	-1.5333166233760245	1.8403650579838215e-05	721.7176470588236	219.20833333333334	1106.6216656191248
MED13L	-0.6316674261604149	8.224452727335902e-12	1751.8588235294117	1067.71875	1106.592154055236
CIAO1	-0.270755475847869	1.0268885849334993e-08	4084.764705882353	3194.328125	1105.9724116677573
C6orf223	-2.2511821360374973	1.921231128473442e-10	491.22352941176473	102.91666666666667	1105.833634213055
RAP1A	-0.4491440316208311	1.681425533537805e-12	2461.9823529411765	1705.1354166666667	1105.78467977934
PRR12	-0.8307388631721241	8.962517146277633e-21	1330.570588235294	714.6875	1105.3566978408526
FAM129A	-1.5444046636154063	5.821786990900017e-25	715.7117647058824	259.0572916666667	1105.348587216177
TAF9	-0.3386020878930295	7.232896917376326e-08	3260.3823529411766	2393.8697916666665	1103.9722720354705
YTHDF2	-0.38928536292767935	4.699217511710284e-14	2835.035294117647	2038.1770833333333	1103.6377433833684
BUB1	-1.7068506567420068	9.439216112671401e-31	646.1176470588235	182.640625	1102.826330214953
CDKN2C	-0.8846574500100646	4.866169951202404e-13	1246.4470588235295	612.1770833333334	1102.6786766313685
ARNT2	-2.321030855318747	6.803623887908437e-22	474.8705882352941	88.27604166666667	1102.189287577481
C8orf4	-0.540275822654514	0.00019873523340907428	2039.8	1415.5833333333333	1102.0546230506777
ABCF2	-0.5206974126344357	3.2225014540313375e-15	2115.5941176470587	1403.9895833333333	1101.5843832434555
SUN2	0.137386476503678	0.11981053045202546	8017.7	8223.651041666666	1101.523552663539
JUND	0.16179663245241738	0.08011928865580532	6807.623529411765	7120.427083333333	1101.4505620626637
DDX49	-0.39954218555515575	2.3402233201703553e-09	2754.670588235294	1948.3697916666667	1100.607107308036
VAPA	-0.2013233249706082	0.0006619723362559162	5464.84705882353	4470.536458333333	1100.201180338202
CHD8	-0.512631183936775	5.866522817692974e-14	2145.435294117647	1416.6197916666667	1099.8170348832725
EXOSC10	-0.5082165381357062	1.0078175497448758e-16	2164.029411764706	1417.6510416666667	1099.7955360709075
GRLF1	-0.1998831714174081	0.0030992322589878706	5501.135294117647	4448.677083333333	1099.5843689844714
ZNF292	-1.047933066347939	4.92267514814939e-21	1049.0882352941176	474.3541666666667	1099.3742512813126
GGT1	-0.32772940824546537	0.08465669453684627	3351.005882352941	2552.5833333333335	1098.2231748506028
CNOT3	-0.5525442614997713	2.078908966897576e-18	1987.4588235294118	1275.8229166666667	1098.158967908263
GATA4	-0.5790569815536156	3.3603994747788437e-09	1895.8235294117646	1198.3229166666667	1097.7898504994987
LYPLA2	-0.26282725739282525	6.021406756046365e-05	4174.85294117647	3260.1666666666665	1097.2651485477818
VWA1	-0.1981684256219681	0.045044834891503675	5536.658823529412	4609.953125	1097.1909622648018
SMTN	-0.655981446433896	3.739617450225939e-12	1672.3588235294117	1033.0364583333333	1097.036360015312
CYBRD1	-0.7634728619019122	3.979511799556709e-07	1436.8	840.6666666666666	1096.9578079806674
NFE2L3	-1.6878839831131727	1.4920213217154893e-30	649.7117647058824	192.93229166666666	1096.6380812872533
ANXA8	-3.9799309658162065	6.837044950264593e-28	275.54117647058825	14.994791666666666	1096.6348605927221
UBE2K	-0.2700980069761879	3.123321712874595e-05	4059.6235294117646	3117.875	1096.4962243677553
SLC7A7	-1.4614047131900199	6.595402683070563e-27	750.1823529411764	254.015625	1096.320026340214
MAP4K3	-0.7612689511772361	1.750338018388482e-15	1440.0294117647059	803.6510416666666	1096.2496799584899
EBNA1BP2	-0.41227868822387365	2.326283774315739e-09	2658.541176470588	1868.7760416666667	1096.059868824448
MSL1	-0.39039115405525704	9.77834037599038e-09	2804.335294117647	2003.734375	1094.787691828477
SNX10	-0.5295983924792987	8.424031099269379e-05	2067.2	1380.296875	1094.7857969332063
SLC38A2	0.12065241275809419	0.2550351970751044	9069.964705882352	9449.588541666666	1094.3131253954639
AHSA1	-0.2807765736989186	8.401519426794728e-06	3896.394117647059	3068.796875	1094.0161901335625
TRAFD1	-0.7666573400925913	1.5359161073713478e-26	1426.605882352941	799.5364583333334	1093.7178711251502
FBRS	-0.4683427437209841	5.013995740280836e-16	2332.823529411765	1580.6145833333333	1092.5609723815758
C1orf43	-0.07541946408965307	0.20403986681572137	14484.85294117647	12771.520833333334	1092.4398462409645
NPAS2	-0.8553030868754519	7.966338921501617e-14	1276.9705882352941	679.4583333333334	1092.1968859668086
WBP2	-0.1279287532043981	0.050410600023417074	8536.970588235294	7482.401041666667	1092.124003495558
NEK7	-0.44807767825332656	1.3096550177353446e-06	2436.8764705882354	1659.9739583333333	1091.9099511313373
CDH11	-1.8912463847685292	3.728773774932414e-21	577.035294117647	162.73958333333334	1091.3159138838448
EBPL	0.5247329877005462	1.219300084606402e-08	2078.4117647058824	2830.1145833333335	1090.6112149660823
SERINC3	-0.2806818072585385	8.170554283953895e-05	3884.6823529411763	3000.796875	1090.359663448881
ENDOD1	-1.227273150380204	1.727618717141953e-17	888.2529411764706	397.3541666666667	1090.128985452129
PTK2	-0.2794314866197939	0.0006388255307426555	3899.7294117647057	2958.7395833333335	1089.707186944346
RUVBL1	-0.6075248308972662	2.2413277848728718e-18	1793.2411764705882	1108.4270833333333	1089.4385424933087
PRSS8	-0.7551673706951958	0.01340451872330344	1441.929411764706	818.0520833333334	1088.8980426104233
AKAP13	-0.2944701148718239	0.00065159614157777	3696.3764705882354	2852.9479166666665	1088.4724039036246
RNF220	-0.4284589045943471	1.9940034187124993e-12	2538.8	1769.4375	1087.7714669841284
PRPF31	-0.32891664855792047	2.1080821815776781e-07	3304.764705882353	2483.03125	1086.9921313313253
CREB3L3	0.0888757555717062	0.5537442867260597	12224.29411764706	11831.630208333334	1086.443376036646
MRPL3	-0.4050468819847473	3.0567602885561504e-11	2682.2176470588233	1898.3385416666667	1086.4238947456417
AKAP12	-0.4870059442503401	0.01387110001829243	2230.635294117647	1547.7083333333333	1086.3326476898997
SNTB1	0.1583629017905197	0.09384549247570227	6857.247058823529	6916.213541666667	1085.9335425298007
XPO5	-0.5033446051267975	2.13359767252754e-10	2156.994117647059	1405.2291666666667	1085.7113524078836
SLC7A1	-1.378521118231266	2.751599524868121e-15	786.9941176470588	299.4791666666667	1084.888011100252
CASP2	-0.9365840563816121	9.740350678925168e-27	1158.1117647058823	562.5	1084.6690143315022
PPIC	-0.5565508111781202	2.141109555060512e-12	1948.5294117647059	1264.8020833333333	1084.4556247220726
CASK	-0.5427545711208688	1.5659342698408014e-09	1997.4529411764706	1293.0364583333333	1084.1267144223532
ESPN	0.3435859125605927	0.005959632649697223	3154.4058823529413	3828.7291666666665	1083.8094236747368
GOSR2	-0.42527955333550405	7.583910244805025e-12	2548.435294117647	1798.9479166666667	1083.7974235867869
RHOF	-1.5389303109846888	5.4478494842043344e-14	704.1823529411764	222.63541666666666	1083.6875674016944
TH1L	-0.25564034870894076	0.0001935054298521097	4238.488235294118	3241.3072916666665	1083.5286104693312
STK40	-0.41615419197816766	3.7472130036000386e-09	2603.464705882353	1857.5520833333333	1083.4427510201485
PPFIBP1	-0.828779966108272	4.980452690360638e-16	1306.8882352941177	731.2916666666666	1083.1227873543583
FRMD8	-0.6516670982192633	1.4841004860714675e-21	1662.070588235294	996.0677083333334	1083.116717270878
GAGE4	-2.2143100896542522	0.0008043016372932235	488.9294117647059	59.760416666666664	1082.6413295993068
MFSD6	-1.2264279439659043	1.3633615870573456e-20	882.5882352941177	360.3541666666667	1082.4308747802604
ATAD3A	-0.5823750441356295	4.3846686351230543e-14	1858.129411764706	1152.9270833333333	1082.1281981861819
TSC22D4	-0.5259312206653298	7.357471806141934e-11	2056.035294117647	1350.9270833333333	1081.3331519662945
INADL	-0.5567018838523056	6.463982024571374e-09	1941.7176470588236	1243.0052083333333	1080.9578720269133
RECQL4	-0.8837068703865778	3.731995213377718e-10	1221.4588235294118	586.1875	1079.4115542472478
MAPK1IP1L	-0.36165900685843433	1.130061855370699e-09	2984.1882352941175	2219.671875	1079.2585534550942
RGS3	-0.44421010711407427	2.241974096676922e-06	2426.764705882353	1751.5572916666667	1077.993409940655
PLBD2	-0.5636515955679874	5.2631114917503e-16	1910.9588235294118	1236.9375	1077.114989947077
SYVN1	0.1564798094286334	0.01453414223354106	6874.423529411764	7110.1875	1075.7084838140663
SH3BP4	0.3351601156341817	0.0014652189707149402	3208.935294117647	3863.4375	1075.5071242390775
DRAM2	-0.6121448645018566	1.1054908210699895e-22	1756.8823529411766	1087.3125	1075.4665098868795
PCOLCE	-0.30445297306969415	0.09786123009732027	3530.176470588235	2594.4427083333335	1074.7727219312678
FAM3C	-0.5447128219220215	6.553496573755534e-12	1972.4529411764706	1298.890625	1074.4204076966264
SPI1	-1.2777180910715649	3.502891527820131e-27	840.8294117647059	336.484375	1074.3429509168268
LUC7L2	-0.38744105393689626	2.805527335614045e-10	2772.664705882353	1987.7552083333333	1074.2441358606932
CCL5	-0.7577957105617668	6.847720116447138e-06	1417.4058823529413	773.890625	1074.1040977720752
BCL9	-0.764028149596168	1.8813168509619756e-11	1405.1411764705883	768.9895833333334	1073.5674129802062
PTPRA	-0.45206198933446556	1.2843359019516105e-12	2374.2764705882355	1620.6614583333333	1073.3201445241314
PURB	-0.5323938723814714	8.655638603166329e-17	2015.3411764705882	1300.5729166666667	1072.9552931110068
POF1B	-2.7180687185656986	2.128350516204101e-19	394.74117647058824	56.244791666666664	1072.9336436945282
AP1G2	-0.8396025349595861	4.5776774248885347e-10	1277.6941176470589	688.4427083333334	1072.7552200794223
NUP50	-0.447995924880589	7.567006664499015e-11	2394.5117647058823	1601.5989583333333	1072.731512666863
EHD1	-0.448002463668078	1.726248356672219e-11	2393.0176470588235	1631.5260416666667	1072.07780148354
CYP1B1	0.8898074715444683	6.789243268787815e-05	1204.5882352941176	2512.8541666666665	1071.8516118992718
TMEM51	-1.7480404350936525	5.900812978336477e-30	613.0176470588235	171.8125	1071.579634484793
RAB17	0.3902372685865744	0.00048318267983323444	2745.035294117647	3378.8802083333335	1071.2150753502146
NSFL1C	-0.25187523161514996	9.324829231742993e-06	4248.770588235294	3286.5364583333335	1070.1600759914015
KLF5	-1.3288715455434776	1.1011445372330809e-10	805.2117647058824	303.3229166666667	1070.023002254497
COASY	-0.22909652002942116	0.00044108618095787915	4670.341176470588	3798.3489583333335	1069.9589108795244
PXMP2	0.31976052986353304	0.002007175050064394	3345.4058823529413	3879.0677083333335	1069.7287575497567
BRD3	-0.6626624869777353	5.775462054643977e-12	1613.3176470588235	963.8072916666666	1069.0850842850682
IFITM1	-0.27901524507073683	0.06462075021195886	3831.4411764705883	3034.953125	1069.0304988270534
PAQR4	-0.9831119744585208	5.08786222177445e-14	1086.9705882352941	503.921875	1068.6138011783398
CYP4F11	0.23566480890609465	0.10658308000338017	4532.0	4925.520833333333	1068.032913962421
NKTR	-0.5802565116792588	1.7823084713741765e-08	1840.2823529411764	1151.4947916666667	1067.8358186225457
AK3L1	-0.500148352146607	3.312219950868666e-05	2134.794117647059	1356.4635416666667	1067.7137601134466
BOLA2	-0.3441982364643864	0.00031303987947010426	3101.8823529411766	2222.6614583333335	1067.6624356023544
SNX2	-0.3944381140739012	4.00147644629727e-11	2706.2823529411767	1949.0833333333333	1067.4609074455977
TMEM194A	-1.086422148431105	2.2340178507154543e-28	982.2176470588236	420.6770833333333	1067.103006344592
UNC5CL	-0.6915515694497903	4.6296546725609796e-06	1542.7941176470588	907.6770833333334	1066.921693396728
ARHGAP17	-0.6019117076261673	7.228743013524614e-21	1771.7235294117647	1100.1979166666667	1066.4211350296953
GART	-0.4790636763307165	1.7486380472350777e-12	2225.7	1523.6614583333333	1066.2520244092757
TGFBI	-0.09187442637758092	0.4341150448088949	11600.111764705882	10156.90625	1065.7536142981808
KDELC2	-0.959822556150979	1.5782332006413552e-19	1110.1823529411765	550.09375	1065.5780637937085
PNRC2	-0.4752749905457301	1.8902337523208736e-12	2241.6117647058823	1522.7604166666667	1065.3820102777854
PCYT2	0.15246363935511073	0.08508047790798268	6984.129411764706	7209.244791666667	1064.8257878447157
PHIP	-0.7342845702889942	6.020448374473314e-17	1449.6	801.21875	1064.4189130909258
ATP11B	-0.6224003596198487	4.124810991148147e-12	1710.0470588235294	1060.0625	1064.3339043786293
HLA-DOA	-1.2420569206025525	3.934371605018419e-15	856.6823529411764	324.7864583333333	1064.0482452286665
CEP170	-0.9565256718695542	5.212509819265091e-21	1111.7117647058824	553.4114583333334	1063.380842660582
UXS1	-0.5733612576439167	1.8185220900679662e-14	1854.0294117647059	1188.59375	1063.0286352382227
BCOR	-0.6841691054561013	8.634126226734253e-13	1553.629411764706	897.8020833333334	1062.9452448573477
COX7A2	-0.19328545358643473	0.01171261784727685	5498.8117647058825	4542.536458333333	1062.8403261276
JOSD1	-0.42250887672449683	1.1065357323763805e-09	2515.0117647058823	1748.1927083333333	1062.6147956547768
ABI1	-0.48202996261116976	4.088558737249261e-12	2203.747058823529	1484.8802083333333	1062.272112369181
CPSF1	-0.2438118896265016	0.0016591777121141421	4356.376470588235	3468.1302083333335	1062.1363792185473
MS4A6A	-0.8892269810287031	7.73500691995731e-12	1193.3294117647058	616.7083333333334	1061.1407101962875
SS18	-0.4082390173663206	5.450467039772262e-11	2598.858823529412	1894.2604166666667	1060.955572391439
FAM176A	0.6429337696519954	9.948509244805678e-08	1650.164705882353	2466.5416666666665	1060.9466148996175
PPFIA1	-0.4890469013756129	9.599658094346768e-09	2168.994117647059	1435.4583333333333	1060.7398523372258
TMED7	-0.18656414415517644	0.010349568246122185	5683.752941176471	4707.25	1060.3845030600553
TLE3	-0.7378016250814484	3.264313084041668e-11	1436.5294117647059	806.71875	1059.8737344772971
PYCARD	-0.9114962713013627	2.8964208651361306e-09	1162.129411764706	577.453125	1059.2766255931754
CGNL1	0.2776075833435536	0.01965136072891193	3815.4470588235295	4285.479166666667	1059.1970373752695
RAB11FIP5	-0.898037069601652	3.9488973053508897e-17	1179.370588235294	602.1927083333334	1059.1185070331999
SAPS3	-0.30933430177991383	5.99998930295622e-05	3423.0882352941176	2572.0416666666665	1058.8786091957434
PYGL	0.1725093161102298	0.10140681333360002	6137.452941176471	6587.411458333333	1058.7678095410713
KCTD20	-0.3690252965083785	0.0005483254076673775	2868.0941176470587	2062.6666666666665	1058.3992821786421
KIAA0368	-0.25210540589789854	3.2390642154302883e-05	4197.747058823529	3305.9010416666665	1058.2747261214156
ERMP1	-0.5661561276935337	6.984532948038648e-08	1868.1470588235295	1197.2604166666667	1057.6629047855936
POLR2E	-0.1338472225783781	0.017578296003666397	7898.664705882353	6830.854166666667	1057.2143329602147
F11R	0.08745068647600233	0.39572288805304845	12086.864705882354	11696.380208333334	1057.0046158719758
ELF4	-2.0435361827298473	3.683853871226706e-48	517.2352941176471	123.03645833333333	1056.9890385143262
AKNA	-0.8861999880984023	2.842920526746672e-17	1192.5117647058823	628.6510416666666	1056.8039116895577
VAMP3	-0.3810869236405695	1.3056770561949472e-07	2772.7294117647057	2016.6510416666667	1056.6509216171376
C14orf1	0.3015543010493158	0.00018523933578522175	3502.6823529411763	4077.734375	1056.2489287389492
SREBF1	-0.12260164120746934	0.30204403269079133	8615.141176470588	7478.791666666667	1056.2304474693424
RTN4RL2	-1.0223184023218492	5.203337360137003e-12	1033.105882352941	455.9479166666667	1056.163155076363
SLC35E1	-0.41333672215832434	1.9892377411563938e-10	2555.0529411764705	1829.3020833333333	1056.0972076468681
BAK1	-0.9735708101140473	2.714581827312271e-23	1084.6588235294118	515.6041666666666	1055.992169520879
TSIX	-0.9015090454164869	0.07294544539209831	1171.335294117647	593.6145833333334	1055.9693628626399
GNPTAB	-0.8201850231092586	1.5243166263405874e-21	1287.3235294117646	720.171875	1055.8434787196804
TMOD3	-0.4460570239741493	2.0568611244185653e-07	2366.7	1670.4947916666667	1055.683158639619
SLC12A9	-0.5111636405157732	4.4817732773319215e-11	2065.041176470588	1343.6666666666667	1055.5739655796813
SMCHD1	-0.7415544061911852	7.181175523955649e-17	1423.0176470588235	809.703125	1055.2450062642833
CHD1L	-0.32028820170701433	9.750515617467566e-05	3294.6176470588234	2465.5572916666665	1055.2271614886654
ZNF385A	-1.1402796715649568	3.711437374552462e-20	925.3941176470588	417.1354166666667	1055.2081005387313
AXIN1	-0.7022687165430378	5.2744154140969694e-17	1501.894117647059	864.9114583333334	1054.7332543835382
MFSD2A	0.8189672456044139	0.001674913812644336	1287.1941176470589	2216.9583333333335	1054.1698210876157
STEAP3	0.23389065214316743	0.08263663580529257	4506.817647058823	5224.307291666667	1054.1025185609235
OSGIN2	-0.6828086126831789	5.858189387589863e-16	1543.7117647058824	893.7552083333334	1054.0596884415254
KIF23	-1.818038931204557	2.5523895755975225e-31	579.6235294117647	145.55729166666666	1053.7781419127778
SLC30A7	-0.578880102984735	3.948124493820937e-17	1819.7588235294118	1159.4166666666667	1053.422175172086
PTPN1	-0.543479568740632	3.3131237631265023e-14	1937.6176470588234	1235.9375	1053.0556032077675
ARHGAP5	-0.45599819097620814	9.763103283774934e-08	2309.3	1595.0104166666667	1053.0366224213576
GTF3C6	-0.535502198471125	1.4244824426069755e-10	1966.1588235294118	1249.9427083333333	1052.8823725434008
IFT80	-1.390252728642981	7.44928961422444e-33	757.2117647058824	277.3020833333333	1052.7157220429199
HTRA3	-1.6700307104322871	5.280037799859668e-16	630.2352941176471	197.68229166666666	1052.5122959747955
ANXA3	-3.1525960788376746	1.003681506354105e-31	333.7294117647059	31.5	1052.1140349222155
RBBP8	-1.0689148381657807	9.460976466509195e-28	984.2	449.6614583333333	1052.0259837227613
DDX18	-0.3908806321221811	9.007429799382125e-09	2691.0823529411764	1926.9635416666667	1051.8919712104935
SETD2	-0.37195118828365287	3.337010676519624e-07	2826.029411764706	2029.4114583333333	1051.144997830435
FOXJ3	-0.7052288823613386	1.1161800973146533e-23	1489.7470588235294	863.4375	1050.612653295209
GNL3	-0.34001085574693934	3.4606079432274746e-06	3087.235294117647	2247.6770833333335	1049.693514245095
GBF1	-0.30004533324176247	1.4264693320095531e-05	3497.2294117647057	2675.9375	1049.327364275834
ASPSCR1	0.32573497938513946	0.008415269957116079	3220.541176470588	3851.2552083333335	1049.0429137266399
EIF1	-0.041708902822378255	0.5205306940087339	25142.9	23336.895833333332	1048.6827727727743
FNDC5	1.3635032796820865	1.157454228130677e-07	769.0941176470589	1907.1927083333333	1048.6623517959652
ROCK1	-0.5785439822580242	4.181283843750262e-12	1812.3058823529411	1153.8854166666667	1048.4986622461129
KIAA1462	-0.6844569059187545	3.393614735472244e-07	1531.735294117647	888.5885416666666	1048.4068000983182
F2RL1	-0.9224951059964422	2.0713013992322413e-06	1136.3882352941177	563.25	1048.3125855707572
NRM	-1.0502226688046328	8.054405648266799e-18	998.1294117647059	438.1354166666667	1048.2581346359277
SFRS18	-0.5550162413945756	1.479257372174963e-10	1888.5411764705882	1210.71875	1048.1710254835957
GPD1	0.3562702929210709	0.04944183690102466	2941.211764705882	3708.7864583333335	1047.8663769546645
KRT23	-0.49190422463405153	0.13317892064830109	2130.029411764706	1516.4010416666667	1047.7704662418425
KIAA1310	-0.4323892816470426	1.0892044102879824e-09	2423.205882352941	1680.0260416666667	1047.7682507534762
ACAD11	0.46209180093606406	7.5514241966163735e-06	2267.1	2969.3385416666665	1047.6083219021507
BCL2L1	-0.15570243557830707	0.08395891549825012	6726.052941176471	5822.411458333333	1047.2628247698124
EPS15	-0.4475929984232226	1.0513576976453843e-12	2339.764705882353	1622.5052083333333	1047.262300310712
SRP9	-0.10397798205993614	0.11401396542847073	10067.741176470588	8715.03125	1046.8234114311392
MAGEB2	-3.0698410209391804	3.2463562278523276e-07	340.9294117647059	38.197916666666664	1046.599093479959
PDLIM5	-0.2595394653850883	0.0020251269767585945	4031.4882352941177	3214.5677083333335	1046.3303012945084
FOXK1	-0.7837056145632398	1.4845125393991186e-17	1335.070588235294	729.546875	1046.3023158382473
VPS29	-0.3638925880307105	8.284867787268499e-13	2874.470588235294	2092.28125	1045.9985415711
RAB3IP	-0.8860733330982244	1.826831044538286e-17	1179.4235294117648	614.3333333333334	1045.0557378403541
RALA	-0.5513495219703325	5.744671400142327e-19	1895.370588235294	1214.8854166666667	1045.0116677801573
PSMD11	-0.3967286311422877	4.5880929605046914e-11	2632.176470588235	1876.6510416666667	1044.2597681014086
C9orf167	-1.6563198897562552	2.6020431690308307e-32	629.8176470588236	191.640625	1043.1794957430147
PACSIN2	-0.4421707151233127	0.00010289550129259242	2359.0941176470587	1629.5208333333333	1043.1223330432003
QARS	-0.14339350237937845	0.025013216241533895	7273.176470588235	6067.447916666667	1042.9262475409334
TRIOBP	-0.3318270345705372	0.0001055633308872256	3142.8705882352942	2323.5208333333335	1042.8894273330775
BTBD1	-0.5312744339908798	2.0265522651364167e-16	1962.835294117647	1291.1354166666667	1042.804209899675
MUC20	-0.8865260300304239	2.2476172970866996e-05	1175.9823529411765	583.0	1042.5389667387778
GALNT10	-1.1149668187209538	2.660188516468551e-26	934.9705882352941	419.8125	1042.4611823623648
KIF11	-1.501269421222909	5.119257024269349e-32	694.1235294117647	222.52083333333334	1042.0664292572028
SIAH2	0.34610679938412614	0.00013888071941073682	3006.1294117647058	3563.8229166666665	1040.4418292403682
STK39	-1.2941960999713569	2.8099736076225893e-15	803.8823529411765	314.2604166666667	1040.3814060122684
