mRNA	logFC	FDR	Sub-0	Sub-1	Delta
SGSH	-0.6541312896739025	6.488225493034921e-22	1399.5635359116022	912.6629834254144	915.4983007264236
C10orf10	-0.10698009872223278	0.4433255187915605	8555.9226519337	8339.182320441989	915.313449963655
RAB3IP	-0.8194180766594247	8.059350782070747e-15	1116.8839779005525	642.5303867403314	915.1949210229981
ZFAND2A	-0.45686356053636756	1.9260867856601616e-07	2002.2872928176796	1451.3591160220994	914.7721018134094
TMEM14C	-0.19125337358905087	0.004383189353412004	4778.1270718232045	4044.0828729281766	913.832921923361
TRIM31	-1.3488869986491723	4.731686496811314e-10	677.3314917127071	254.4585635359116	913.6436429469202
POLR2J	-0.3087707692741104	1.7008348881805638e-05	2957.657458563536	2477.441988950276	913.2381687299733
RAE1	-0.6790960490779588	1.6675789566233748e-25	1344.2596685082874	831.2209944751381	912.8814298188246
SBNO2	-0.4242078506128867	1.5309936882851037e-07	2150.6022099447514	1624.7237569060774	912.3023410039871
MED13	-0.3146188954453342	0.00015873927298884247	2898.0	2333.425414364641	911.7655590005786
CSF1	-0.8583297539546901	3.123977989730892e-09	1061.2651933701657	593.4696132596686	910.915492306091
POP7	-0.5458799685341186	1.3127080196511756e-18	1668.2099447513813	1149.4254143646408	910.6423921491877
NAT9	-0.6153106813020702	2.7361232002074615e-16	1479.8397790055249	987.0331491712707	910.5612226377946
WFDC2	-1.706928196340199	1.2211657131145488e-06	533.4309392265193	172.3314917127072	910.5283109659808
NDUFB5	-0.28328043916774515	1.4051921356871475e-07	3213.8121546961324	2657.8342541436464	910.4101185849577
SUMO1	-0.18758858125807257	9.335310231599929e-05	4851.580110497238	4301.298342541437	910.1010297880598
SRPR	0.10193442998116417	0.1169790830401271	8926.900552486188	9570.138121546961	909.958519316219
THOC2	-0.5074970959940017	1.8473143017084876e-10	1792.8950276243095	1247.0165745856355	909.8890199414226
GBA3	1.5655406691531584	1.652903568845929e-14	581.1878453038674	1699.0828729281768	909.8732082406989
PTPRA	-0.40406047987849025	3.5892096872740374e-10	2251.6519337016575	1697.486187845304	909.8035608508222
MTMR2	-1.210305065557502	6.023766701811188e-37	751.5414364640884	329.97237569060775	909.5944075288478
GGNBP2	-0.34809369701767495	2.420917238676359e-09	2612.022099447514	2052.342541436464	909.2284292885541
WBSCR22	-0.30819162181208	6.794183096792841e-07	2949.828729281768	2407.204419889503	909.1125001452151
E2F3	-1.0050381736377973	2.500592335533573e-22	904.5082872928177	457.31491712707185	909.0653571010256
H2AFJ	-0.2537368070956211	0.014455724126895672	3582.519337016575	3041.1988950276245	909.0170179329069
GPRC5B	-0.8759040272067694	6.701134980985082e-08	1037.7955801104972	574.0994475138122	909.00932803617
ELF4	-1.8822280860567453	3.680154472912355e-38	482.43646408839777	133.87845303867402	908.0554624450887
STK38	-0.4559179345467212	4.920515207588575e-09	1991.3314917127072	1441.646408839779	907.8837406994987
NPM3	-1.0437876098610097	5.761800207465556e-20	869.7016574585635	424.30386740331494	907.7838143308327
SF3A1	-0.21534610874031884	0.0013962267195990808	4215.270718232045	3612.209944751381	907.7421464582798
EGR1	0.2131355979848998	0.19068844630142498	4257.546961325967	5173.729281767955	907.434817551003
BCOR	-0.6173216242691238	1.83391370166182e-10	1469.2983425414366	942.2762430939226	907.0296393536112
LRIG3	-0.9282234518566677	7.214522853474689e-14	976.9226519337017	508.43646408839777	906.8025161748704
MAML1	-0.6819207179363266	2.1793286063330027e-18	1329.4364640883978	838.3259668508288	906.5702680418916
NR2F2	-0.4276189432191642	2.3462747751541125e-06	2118.3646408839777	1591.5414364640883	905.8528490876508
SUZ12	-0.5327579275687456	1.0534836400760783e-10	1700.110497237569	1165.2044198895028	905.7473451461569
TRIP13	-1.8966638925932715	2.413313901751283e-37	477.4585635359116	122.27624309392266	905.5784176680139
PM20D2	-1.1298434523414032	7.102441440418726e-24	801.4751381215469	367.81767955801104	905.5414370210515
SH3PXD2A	-0.4730328867745192	8.566518092940067e-07	1914.0828729281768	1390.3480662983425	905.4241469068807
KDM3A	-0.56426349825363	1.4069316739688266e-11	1603.9392265193371	1078.8232044198894	905.0443589420227
FAM134C	-0.2031537170139192	0.0010742628371318839	4454.85635359116	4000.281767955801	905.0206269951185
GCAT	0.5067654703950883	7.236948987711116e-05	1785.353591160221	2533.8121546961324	904.7555524458696
HLTF	-0.4655593033003714	1.26454011524704e-06	1942.889502762431	1399.3922651933701	904.5302832956824
LDB1	-0.7498758362651962	2.954655550333178e-17	1205.475138121547	723.1546961325967	903.9566772957978
RABEPK	0.5836789548964332	3.3548899453967856e-10	1547.4419889502763	2322.729281767956	903.2093228733552
FOXP1	-0.3857082270041759	3.88193596365795e-07	2341.475138121547	1784.1602209944751	903.1262240992197
IGF1R	-1.816805362403334	2.883482015137015e-22	497.01657458563534	157.14917127071823	902.982377910519
C15orf52	-1.3162482560837847	2.3150487014317934e-15	685.767955801105	304.1988950276243	902.6408759013465
PRRC1	-0.30548847676423874	4.829404318527927e-06	2954.281767955801	2381.3370165745855	902.4990372251799
ATXN7L3B	-0.23113717920781332	0.010476846991148883	3903.6906077348067	3338.1381215469614	902.2880355718577
NF2	-0.5879287559667843	1.418708715394418e-17	1534.2486187845304	1040.2486187845304	902.0288817857461
TUBB4	-0.827141697439059	3.1113241814629686e-05	1090.4972375690609	614.1160220994475	901.9957361354777
ZNF217	-0.46004900022999173	1.0977470501990887e-05	1960.3977900552486	1425.6077348066299	901.8790433680024
RPL39	-0.6753176264407078	2.8113131156850902e-09	1334.756906077348	827.0276243093923	901.3848656874975
NSF	-0.4451621140000937	2.091864976782642e-11	2023.9447513812154	1500.7900552486187	900.9835241442559
SAPS3	-0.2777768298534845	0.00032230334802228603	3242.5524861878453	2700.8563535911603	900.7059502467943
TRAF7	-0.20942767418639324	0.0037191952066495913	4300.0110497237565	3704.209944751381	900.5413131194376
SAR1B	0.3931663329915482	1.9480235609636373e-06	2290.2375690607737	2941.6298342541436	900.444306707102
HMHA1	-0.634400182586468	8.009451606326844e-10	1419.1546961325967	924.1381215469613	900.3119983449628
SMEK2	-0.31335569064520113	2.9683234623239694e-05	2873.016574585635	2294.2265193370167	900.2760929643918
ABCD1	-0.47988002811989433	1.2191052510129503e-06	1875.9447513812154	1368.2872928176796	900.2284200441858
SSU72	-0.1861892892895635	0.002878790804607598	4834.204419889503	4254.740331491713	900.0770852196931
CREB3L2	-0.33349159108203114	8.566773405259817e-05	2698.5524861878453	2151.92817679558	899.9445622371553
DPAGT1	-0.38272768022347586	5.946842302909099e-11	2351.292817679558	1811.7624309392265	899.9048456366174
WDR33	-0.35993882662314375	1.0959035069373035e-12	2499.3370165745855	1950.5580110497237	899.6084330816451
PRPF38B	-0.5982257190349609	3.774196687149807e-15	1502.4364640883978	1003.5580110497237	898.796134033626
C10orf18	-0.5261194416310322	6.558232973565644e-10	1708.0276243093922	1169.403314917127	898.6265399920359
PGC	-0.1276739877072544	0.8110043487469956	7036.325966850829	4787.259668508287	898.3557949959477
VPS16	-0.4286665303224571	4.3179263303067385e-15	2095.049723756906	1542.6022099447514	898.0776959358952
SOBP	-1.6420275318667212	3.6218596746395017e-19	546.7513812154696	187.74585635359117	897.7808210419583
BOP1	-0.6878328559662749	1.5990611661037277e-06	1305.220994475138	833.3204419889503	897.7738842969757
PDE4DIP	0.24258042511663655	0.020219934647023326	3700.3867403314916	4297.425414364641	897.6413885655783
PXDN	-0.6153793715508353	7.5025728580027575e-06	1458.2044198895028	1002.2541436464088	897.3489195042526
TSG101	-0.3096096391409653	1.7969129361382866e-09	2898.270718232044	2321.1767955801106	897.3325512046495
DDX46	-0.44657639946813243	1.2449092325428492e-11	2009.254143646409	1465.7900552486187	897.2854810860391
PGP	-0.6716605004655039	7.6447403619124e-15	1335.6132596685084	840.7403314917127	897.0786704173133
SNX14	-0.37342656198137	5.858075302749951e-09	2401.8784530386743	1876.0828729281768	896.9252130153635
C17orf37	-0.3671587444421823	5.04601169366015e-08	2442.657458563536	1924.6795580110497	896.8430455885198
OCRL	-0.5002882099767181	7.812296785496795e-09	1792.3977900552486	1233.2486187845304	896.7154819529657
THOC3	-0.5239609858862331	1.3053461524513196e-13	1711.3701657458564	1184.5745856353592	896.6911992604851
WASF1	-1.3183150812080953	7.279822426876776e-35	680.1436464088398	269.6629834254144	896.6436264486397
SULF1	-0.8001172066326926	0.0002338513864964187	1120.4917127071824	665.5193370165746	896.5246992263523
PIP4K2A	-0.771261467394568	3.408968589728309e-20	1162.0828729281768	691.9281767955802	896.2697418086809
DAPK3	-0.46375453433077235	2.1672971835379165e-11	1928.779005524862	1419.1657458563536	894.4800095341526
SLC13A2	-2.4837575030716375	7.349540483304044e-21	360.1270718232044	63.81767955801105	894.4683167001024
LEPROTL1	-0.5747042844550206	7.790356699455305e-13	1555.8121546961327	1049.2872928176796	894.1319111110648
GPD2	-1.0919277506230747	2.7394834956172324e-30	818.8342541436464	387.7292817679558	894.1078452601948
NAA10	-0.34169837797347863	6.359418346119857e-06	2616.0939226519336	2086.5635359116022	893.9150499964408
EIF1AX	-0.3060116417631779	1.3867559699107837e-05	2920.977900552486	2365.8674033149173	893.8532429020269
FBRS	-0.40618998128778644	5.182140429060835e-12	2200.016574585635	1667.707182320442	893.6246912637592
PPM1H	-1.1342276471855832	7.16785094009368e-11	787.828729281768	379.45303867403317	893.5771259984675
WDR75	-0.658034985003344	2.4433872788597718e-26	1357.8950276243095	863.1602209944751	893.5424341388779
BMP7	-5.6885931734040645	6.999093144013023e-33	156.99447513812154	2.9171270718232045	893.0776995328723
RCC1	-0.7027593261214294	1.812219136444288e-13	1270.7513812154696	776.0883977900553	893.032384330859
GIGYF1	-0.3766558695813936	4.867286282038421e-08	2370.4696132596687	1853.1988950276243	892.8512934985903
SH2D3A	-2.6219800772300257	6.343337736350198e-47	340.4475138121547	58.773480662983424	892.6465985579636
PLEKHM2	-0.38824515177147323	5.776470509859444e-08	2298.8674033149173	1788.2707182320441	892.5241239024926
GCC2	-0.7469649891156361	2.222683048896997e-15	1194.486187845304	722.4309392265193	892.2393623026451
C5orf15	-0.27611535760396533	6.87480973387578e-05	3230.8618784530386	2652.4475138121547	892.0905829380799
WAPAL	-0.4217172503672263	5.103440199192454e-10	2113.9944751381217	1578.513812154696	891.5079373467564
C8orf59	-0.4894270548217134	2.2220021455247492e-08	1821.486187845304	1300.3259668508288	891.4846203155573
TET3	-0.9717167764410302	3.477797920002005e-24	917.353591160221	465.6022099447514	891.4078744588126
HDHD1A	-0.9603395939981911	3.473491870860171e-30	928.2209944751381	476.4640883977901	891.4073729748513
FBXW4	-0.38397328637088296	2.063058401177304e-09	2321.1878453038676	1809.1160220994475	891.2741252454747
RASA3	-1.359960039265544	7.833636503960158e-24	655.0055248618785	254.39226519337018	890.7813393103086
CTSE	-2.3467071876585774	4.1108366352385794e-08	379.4640883977901	73.59668508287292	890.4911037014037
WDR77	-0.5986749214051064	4.0014103704783505e-19	1487.0165745856355	999.8342541436464	890.2395309181458
ECM2	1.4376223022760484	4.5081339404919324e-29	619.1491712707183	1648.6408839779006	890.1026570545174
SFRS17A	-0.4949449747026864	3.5686661597240212e-12	1798.1436464088397	1284.513812154696	889.9821615836195
YPEL5	-0.25157398703377243	2.0117813902510256e-05	3536.022099447514	2961.182320441989	889.5711777975416
GTSE1	-2.047852120323907	6.945685264198507e-44	434.3756906077348	104.14364640883979	889.5371790282111
SDHA	0.09112454539650719	0.18520850132664868	9761.044198895028	10252.911602209944	889.4707152195231
CAV2	-0.3318731229722169	0.027048143900845895	2679.723756906077	2146.8563535911603	889.3282919072616
ACADS	0.24870751119528656	0.009761507000381994	3575.6132596685084	4296.729281767955	889.2818748090206
EPS15L1	-0.7694000294517659	1.2064907075477667e-27	1155.635359116022	680.1767955801105	889.1458793393695
UCKL1	-0.5115904730094333	5.992819654479544e-15	1737.889502762431	1204.0331491712707	889.0877127563609
ABCC10	-1.029951828208049	1.0570530943562454e-35	863.060773480663	429.8232044198895	888.9110215010618
PACSIN3	-0.46828826430185144	9.845526193400414e-05	1898.1270718232045	1351.5801104972375	888.8706318884441
GIT2	-0.5324688159337655	3.7486395814282665e-16	1668.9060773480662	1174.2983425414366	888.64044291019
LOC654342	-1.6735260774163145	7.833116589361388e-29	530.9558011049724	169.6022099447514	888.5683791046413
CTAGE5	0.22502371834533752	0.0008710667292209897	3948.403314917127	4646.082872928177	888.4843954497086
GMPPA	-0.30547290266198657	2.89254800966496e-07	2908.011049723757	2370.8784530386743	888.3185763322466
CDKN3	-1.4606560675415703	7.356204186939753e-26	607.939226519337	216.34806629834253	887.9901199119987
DNAJB6	-0.37433111635844096	2.007955701683711e-09	2372.0662983425414	1843.254143646409	887.9382255347982
ETV5	-0.9527758706572934	7.294733892173364e-16	931.8066298342542	487.83977900552486	887.8028730245699
NT5C3L	-0.44430823634789024	4.585829839545707e-08	1998.1491712707182	1498.0607734806629	887.7941342472913
GPR35	-1.9350060529569169	6.879257644673977e-18	458.7955801104972	117.25414364640883	887.7722245836922
ASB13	0.5115582962884669	1.4866302542915202e-08	1734.4806629834254	2453.558011049724	887.2879729010917
LOC91316	-1.2316466954622487	6.247919822968953e-27	720.3646408839779	323.8066298342541	887.2347294726009
PMM2	-0.39552550265560155	1.1992767003529191e-08	2242.723756906077	1744.5027624309391	887.0544412679353
CDK2	-0.7328492730736912	8.250472178788658e-15	1210.254143646409	716.4585635359116	886.9338694056934
PLEKHG4	-3.036978095163453	2.784173165345852e-46	291.9944751381216	34.86187845303867	886.7808249032247
RNASEH2C	-0.5206265400189257	1.8566534002418753e-11	1703.110497237569	1220.524861878453	886.6845254467077
PILRB	-0.4133338620549428	7.839765153335108e-06	2144.779005524862	1675.0828729281768	886.5097896079508
TMX4	-0.4081280116803056	6.680239590128797e-08	2171.596685082873	1627.6132596685084	886.2894372544158
AGTRAP	-0.7159029429328306	6.836794326028445e-16	1237.9281767955802	766.9834254143647	886.2364249074293
TCEA3	0.17085815870645	0.05852720374142428	5186.883977900552	5763.596685082873	886.2214458880752
ATP2C1	-0.32443996351103965	1.1011208358179536e-05	2731.1491712707184	2180.3701657458564	886.0939374702781
HSPB8	-0.7444520493439267	0.0006292512371489079	1190.0055248618785	740.8563535911602	885.9020517140206
RHOXF2B	-3.1367860440956052	3.750909317815498e-06	282.4088397790055	28.574585635359117	885.8561073480163
SKIV2L2	-0.4060951378151268	1.0112727383225338e-11	2181.049723756906	1631.5690607734807	885.713688150705
CAMKK2	-0.3442381963246286	1.8935779512813567e-07	2571.756906077348	2069.07182320442	885.2969587334736
ACBD6	-0.714877172727019	2.601520736477856e-23	1237.9723756906078	755.817679558011	884.9981918478527
QKI	-0.29790970147615947	0.00047521314465753974	2968.519337016575	2451.817679558011	884.3507095168146
NR5A2	-0.34402633256701437	0.0027537122085685736	2570.3646408839777	1998.9337016574586	884.2731207632457
KCNJ16	-3.3347590353255794	4.645641601782467e-15	265.0718232044199	24.569060773480665	883.9506574411638
SERPINI1	-1.6806736487723979	5.215999466054589e-26	525.9005524861878	172.73480662983425	883.8672004383812
MOCS1	0.4430599772543213	1.2242147027124967e-07	1994.8232044198894	2668.475138121547	883.8263235766685
POLR1D	-0.31177133617396074	4.15602136465097e-07	2832.8618784530386	2271.8121546961324	883.2051330415802
LOXL1	-1.5313089727355167	5.4204298135094104e-12	576.6850828729282	197.35911602209944	883.08304184604
GOLGB1	-0.20527197348537343	0.002633948947647239	4301.812154696133	3767.839779005525	883.0414705578418
TSC22D4	-0.45455986886327987	2.638689130782146e-08	1942.1546961325967	1421.9558011049724	882.8255839862363
STARD3	-0.3652699784032134	7.169374786205697e-09	2416.209944751381	1898.0	882.5689543369664
C12orf32	-1.0952689513742113	1.0606071420617056e-42	805.7900552486187	375.6795580110497	882.5568288399224
CDC42BPB	-0.19698789371226946	0.00755590192086532	4479.7790055248615	3915.574585635359	882.4622305947876
FBXW11	-0.4130768140364244	4.252773430375437e-08	2135.9558011049726	1598.3701657458564	882.3138172430606
TTC13	-0.9423524195475921	1.7500446936300602e-35	935.3149171270718	491.5303867403315	881.3962751936517
FNDC4	0.5485685374113217	4.442066271080258e-05	1605.8232044198894	2438.342541436464	880.9040865897806
IGF1	1.2820171371674334	5.850888065554923e-13	686.9337016574585	1686.3591160220994	880.6607776227228
NFIX	0.3473595570271976	0.0010118413727847697	2535.232044198895	3207.1988950276245	880.6370798340848
UBE2J2	-0.4987717526165062	6.431045327045089e-15	1764.889502762431	1251.011049723757	880.2770304672919
PREB	0.19297950163622843	0.02705681576998139	4560.839779005525	5166.917127071823	880.1485875951724
PLAGL2	-1.1575151504512402	7.060106755857908e-35	760.0497237569061	340.9060773480663	879.7690703448988
NPW	-1.1920976073065928	3.2091894825404548e-06	737.6685082872929	322.3370165745856	879.3728637147053
BRPF3	-0.36190208617682373	0.00021484676573289068	2428.0994475138123	1827.2596685082874	878.7342555000417
DPYSL3	-0.8451366909542013	1.8025745436641079e-07	1039.635359116022	604.646408839779	878.6339872022976
CXXC1	-0.507784493185037	1.9870105766030089e-16	1729.9337016574586	1220.2044198895028	878.4335079398477
POLR2G	-0.45972964561025054	8.892633441182099e-16	1910.232044198895	1399.9944751381215	878.1903007129024
PCID2	-0.6894187974834766	7.0596126335477265e-22	1273.0883977900553	781.232044198895	877.6910722945858
HPGD	0.24052436865770582	0.3557097636454542	3649.027624309392	4194.14364640884	877.6800655515447
MYH10	-0.3622544724184891	0.0015733959178497394	2422.480662983425	1907.9005524861877	877.5544545130524
LAMA1	-3.5497552304158706	1.1973178597895557e-20	247.08287292817678	24.569060773480665	877.0837205229755
ACVR1	-0.6361712894496643	1.4960298308304338e-12	1378.3591160220994	896.4198895027624	876.8724961644784
CEP170	-0.8409510217313197	6.761778314573997e-16	1042.1436464088397	589.0497237569061	876.3917642383169
CDH2	-0.20172968501050886	0.07255703063511323	4343.917127071823	3717.038674033149	876.2970337559535
HLA-F	0.1729497390836241	0.21102325426240265	5063.845303867403	5640.055248618784	875.7907240637026
GPC6	-0.3979621377141934	0.0040676323334924245	2200.1767955801106	1622.292817679558	875.5870609182248
DPP9	-0.2166079675686007	0.0009507759118569433	4042.259668508287	3507.7624309392263	875.5856511801057
TMEM115	-0.3061576595813524	5.94155710609513e-09	2859.574585635359	2310.756906077348	875.4806625364371
ANKRD27	-0.8021100674315775	3.172134427873339e-17	1091.0497237569061	621.0220994475138	875.141967493856
MED25	-0.5085103633031717	7.074064751526956e-15	1720.9005524861877	1224.3259668508288	875.0957651533802
DLGAP5	-1.7878126647845016	1.1905380161168745e-31	489.3756906077348	139.939226519337	874.9120575061701
PNPLA2	0.2199793901345953	0.004864784388469553	3973.988950276243	4543.734806629835	874.1956656833885
ABCC9	1.3639883675088036	2.8006323217814035e-18	640.8508287292817	1630.7900552486187	874.1130756951169
TNFRSF14	-0.3000920253137186	0.00024033048614625257	2912.7624309392263	2439.480662983425	874.0967771582629
PLEKHA2	-1.0708687591316386	5.794971703208421e-21	816.1602209944751	398.9779005524862	874.0004831089575
PSME2	-0.11512079024884106	0.15450735435290142	7591.447513812154	7047.524861878453	873.933436922655
MRPS5	-0.29136094484517794	1.4933202776898418e-08	2997.0773480662983	2464.9060773480664	873.2312879066769
MMP15	-0.15968150566216194	0.11090634959169489	5467.03867403315	5007.215469613259	872.9849669828827
PLAUR	-1.536958066209866	1.0012265039692165e-20	567.9834254143647	193.0718232044199	872.9667071641176
DLG5	-0.5310534159052442	1.9531881252424858e-05	1643.5027624309391	1107.0331491712707	872.7877560386553
MAGEA4	-4.232362071294584	7.666550582478474e-07	206.12707182320443	8.276243093922652	872.404400651545
AP1M2	-0.8892256772333448	0.0047027442093842235	980.3922651933701	588.9944751381215	871.7899759709074
EBF4	-1.5327416876170141	6.579100998994616e-19	568.5966850828729	199.1049723756906	871.5118426673625
ASPSCR1	0.2730298709294441	0.027344644825790305	3190.425414364641	3919.7016574585637	871.0814390939961
TLE1	-0.20193953664637776	0.013077952833846327	4312.96685082873	3700.9116022099447	870.9585274275407
SSBP1	-0.3401562513779635	6.149515061372389e-09	2560.220994475138	2049.3977900552486	870.8751761798247
UBE2E3	-0.45535813754376037	1.6961676110910858e-11	1911.9171270718232	1390.220994475138	870.6070221214425
NCOR1	-0.40580697220242284	5.3195887673617826e-05	2144.8674033149173	1632.8563535911603	870.4021467148995
GON4L	-0.5949953772267758	1.708559454529964e-13	1462.707182320442	965.5911602209944	870.3040117170656
DEDD	-0.4136185674110872	3.599801644157367e-13	2104.1215469613257	1561.4309392265193	870.3037399129443
TEX2	-0.28747604708515945	0.0002770169526164603	3025.806629834254	2500.254143646409	869.8469291888197
EIF4EBP2	-0.08186706201871104	0.30458874664763197	10616.121546961325	9897.955801104972	869.1106810832574
DCTD	-0.34865558987324835	7.573153547578023e-07	2492.596685082873	1999.5027624309391	869.0577675536726
HLA-DOA	-1.100638719343865	6.935351906938432e-12	789.1933701657458	359.9502762430939	868.6167802538952
SCMH1	-0.9061113047297887	3.242589252414561e-27	958.4917127071823	517.1767955801105	868.5001763737947
PPP1R13L	-0.9089906613343923	3.3243233006059033e-15	955.414364640884	505.9337016574586	868.4627351632954
CCDC93	-0.731517151974151	1.0420078548911809e-19	1186.8453038674033	720.9613259668508	868.1976965189788
HRAS	-0.6399913961242192	1.233497790901912e-13	1356.3149171270718	886.2099447513813	868.0298773962593
RNH1	-0.1340345800011261	0.0382607036170437	6475.762430939227	5861.165745856353	867.9760976180107
IL8	-0.8046043391300023	0.001283006393794356	1078.5690607734807	625.3149171270718	867.8213463497137
ZC3H7B	-0.18769248204560096	0.02704181005381534	4623.585635359116	4037.475138121547	867.8122638509394
SRF	-0.42391780665558865	2.856496887303996e-10	2046.8121546961327	1520.2154696132598	867.680119254784
CARS2	-0.47444768276917765	2.965047670595784e-11	1827.4585635359117	1335.403314917127	867.0334808263033
GPR126	-0.28409217560762245	0.05255454831122933	3051.3259668508285	2530.806629834254	866.857832410684
SPRED1	-1.0391990234035036	8.833046360677151e-18	833.5303867403314	416.02762430939225	866.2039638776971
PIK3AP1	-0.18463946543447515	0.0850597517182716	4690.685082872928	4159.994475138122	866.0855862231243
AKAP12	-0.3990464417287426	0.045310296083486565	2167.828729281768	1569.011049723757	865.0643406972312
ADHFE1	0.9729794474708344	3.693874480132658e-16	888.8011049723757	1749.5524861878453	864.7852080274893
NDC80	-1.4923559425823691	6.935943503135445e-28	579.4530386740331	202.9281767955801	864.7501857126047
FASTK	-0.20125131333492446	0.003256704034039602	4295.027624309392	3819.8950276243095	864.3799502020457
DVL2	-0.7486623400298323	6.365462305831129e-20	1154.46408839779	679.5248618784531	864.3037859002967
GPATCH8	-0.5944450678510834	8.098053248128023e-12	1453.9613259668508	970.2872928176796	864.3001390672158
KIAA1804	-1.38375517175112	5.1617615123944814e-17	624.5082872928177	247.02762430939225	864.1665723428708
LGTN	-0.28972389858619724	1.1292416274477583e-05	2982.508287292818	2427.281767955801	864.1039285601172
PAM	-0.6395775673687936	6.439811307744551e-06	1350.7624309392265	907.1988950276243	863.9173496732685
DRAM2	-0.5255196832309328	3.30679863771411e-16	1643.8066298342542	1159.6961325966852	863.8527394034045
PLVAP	0.1976075155890964	0.051792411547252316	4371.370165745856	5192.408839779006	863.8155981733352
PDXP	0.4136645418862195	3.1248927597386097e-07	2087.265193370166	2763.740331491713	863.427600010521
E2F1	-0.6620547113859712	1.9354847669758602e-05	1304.0441988950276	793.9502762430939	863.3486057339975
SEC14L1	-0.3994762069466223	1.5308901802094064e-06	2159.966850828729	1642.2265193370165	862.8553646995014
KRAS	-0.6214459400322208	5.842571962867655e-13	1387.7845303867402	897.1546961325967	862.4330620483619
SYT12	-0.546951870804959	0.0016944590658620065	1576.3093922651933	1150.1436464088397	862.1653710668754
PNKP	-0.6429855693270476	1.5891360459409098e-23	1340.8176795580112	871.2541436464088	862.1264190543787
SFRS13A	-0.39847302045134575	3.5110869594966833e-12	2162.5911602209944	1649.3591160220994	861.7342316146398
MKI67IP	-0.5996503300541239	8.397549455270579e-21	1434.9558011049724	958.6519337016574	860.4717197456765
PUS1	-0.6164747296371965	4.851423638172392e-17	1395.3370165745857	935.2375690607735	860.1900100455902
HDAC5	-0.29331575591524967	3.614283006460414e-05	2932.0939226519336	2395.734806629834	860.0293453371614
C2orf24	-0.2761121969154124	1.9369083175153815e-06	3113.9558011049726	2582.3756906077347	859.801177340587
NFATC4	-1.6516928377558167	1.7032042404034333e-29	520.5359116022099	165.1767955801105	859.7654369880651
ZMYM2	-0.652136663592279	1.6613227649045787e-14	1318.375690607735	848.0718232044198	859.7611242340948
EIF3J	-0.3219990685303321	2.6946488867274566e-09	2669.3204419889503	2147.8618784530386	859.5186959294164
ZNF672	-0.3841748883684426	3.3036044731494074e-10	2235.4309392265195	1710.486187845304	858.7964315327109
CSK	-0.30212089911795803	1.1438439326273524e-07	2842.453038674033	2333.574585635359	858.7644677447707
AKAP9	-0.29334774719686474	0.014698933503025402	2926.8121546961324	2258.049723756906	858.573752048512
COMMD5	-0.48291269032404777	2.0941088972555304e-10	1777.7016574585634	1287.8563535911603	858.4746899968337
COG2	-0.6149461616681136	7.509309344115492e-17	1395.878453038674	894.7458563535912	858.3900968513567
STAT3	-0.11080988936746118	0.15249248049467468	7742.419889502762	7254.790055248619	857.9366913922321
PKD1	-0.39930320289667054	2.4107240032584505e-06	2148.3922651933703	1630.7237569060774	857.859912570146
ISG20L2	-0.6567228339935458	9.925036439183648e-17	1306.0276243093922	807.5248618784531	857.698162710322
RPS28	-0.6344516927614501	0.0029166032656590822	1350.7348066298343	923.6519337016574	856.9759845381084
ENDOD1	-1.0332594473722407	2.5975199582629664e-12	829.171270718232	426.6022099447514	856.749048959259
VANGL2	-3.148915878526805	4.6919735318240896e-39	271.9226519337017	31.16022099447514	856.2615564051508
FA2H	-3.977177718850133	5.018149503300185e-27	215.21546961325967	12.767955801104973	855.9501704977242
TSPYL2	-0.757516813829253	9.481019327014687e-14	1129.6519337016575	668.0386740331492	855.7303335537341
GMFB	-0.38884170091650605	1.570647996662451e-07	2200.4088397790056	1686.3370165745857	855.6107159713841
NF1	-0.39066182302455404	4.6456699538666985e-06	2188.9558011049726	1678.6132596685084	855.1414637798417
TRMT2A	-0.4060763157469256	1.705303448911464e-11	2104.734806629834	1595.3812154696132	854.682955900561
HEG1	-0.49302322115070557	2.699027881680842e-05	1733.46408839779	1239.8453038674033	854.6380486109498
C9orf125	-1.7146288796076037	5.513097529229685e-21	498.4033149171271	149.16022099447514	854.5767174490693
HADHB	0.09635659172028127	0.18520974903240423	8866.900552486188	9458.381215469613	854.384316360248
GJA1	-0.7596996821660517	4.771489114196123e-08	1124.0828729281768	664.8342541436464	853.9654012918381
PLCB3	-0.8186426852340959	7.42991010368056e-28	1042.9392265193371	602.889502762431	853.7945689337612
RHOV	-4.350371706510081	1.568684267508075e-38	196.21546961325967	10.331491712707182	853.6102273851134
MKL1	-0.5947724344730205	1.299780751471501e-17	1435.171270718232	959.7292817679559	853.6003105708213
CEP250	-0.6298080580268138	1.3571984661753921e-16	1355.2265193370165	866.5524861878453	853.5325823300847
ANKIB1	-0.6246402397879277	1.2810736953759294e-10	1365.596685082873	871.6353591160221	853.0066408237649
SDF2L1	-0.302969651766888	0.0007337711300377358	2814.9226519337017	2282.977900552486	852.8361356070785
ALDH16A1	-0.4071469958373245	7.731757824271166e-06	2094.3204419889503	1593.5414364640883	852.6962762764988
C4orf3	0.24020068030394343	0.00040498357213484583	3549.6408839779006	4212.193370165746	852.6261551661828
SUPT7L	-0.48204387420620814	9.078729049252512e-17	1768.1491712707182	1267.5801104972375	852.3254766938333
KIAA0101	-1.4029786229751762	5.416477123837414e-26	606.9337016574585	222.72375690607734	851.5150089886075
