mRNA	logFC	FDR	Sub-0	Sub-1	Delta
A2M	-0.27633413875707025	0.08091392789909901	136598.06077348065	112312.82872928177	37746.707479725716
CLU	0.22689929837217654	0.02418311438317695	166307.817679558	192935.67403314917	37735.12714529957
RPS6	-0.7455153403997155	5.628151659998156e-20	50476.71270718232	30794.585635359115	37631.16365615367
GC	0.34967840116470283	0.0022509180178704766	105246.41988950277	127170.14364640883	36802.399835270306
SERPINA1	-0.04029900400513271	0.7234338085019141	905866.9889502763	887930.9502762432	36505.53741582469
PTGDS	-2.706740687834675	8.247017201728014e-16	13427.342541436465	2671.414364640884	36344.334386399525
C4BPA	1.0651485053836063	4.255970736988358e-12	33782.552486187844	67983.70165745856	35983.43528870621
RPS24	-0.9136151394790271	1.1615590072574583e-25	39278.96132596685	21363.56906077348	35885.853730414514
DLK1	-2.563343030255615	1.1796301179066487e-05	13578.436464088398	2300.038674033149	34806.19047198969
LGALS3BP	-1.2297348912995976	1.7790642565773767e-16	27920.187845303866	12746.298342541437	34334.429165009096
RPS11	-0.7250171136284519	5.351732298704333e-21	46557.96685082873	28692.364640883978	33755.32274259699
RPL4	-0.6626906408666369	1.3762185688044707e-19	50635.49171270718	32826.48066298343	33555.6664536912
RPS3	-0.9189458895600895	3.7088330695840973e-31	36398.419889502766	19621.81767955801	33448.17834394077
RPS4X	-0.7308270115458627	4.419895223297035e-20	45693.88397790055	27519.14364640884	33394.32467349244
SPP1	-0.7400208002822732	0.008868805009834295	44810.62983425414	28345.480662983424	33160.79815109746
RPLP1	-0.5923788404636652	9.321426363632249e-14	55959.91712707182	38199.955801104974	33149.4708201776
SERPINA3	0.27867988072712685	0.07782874189541487	117812.67403314917	142322.8729281768	32832.02194770188
RPL3	-0.46900241359399203	1.3096363641856617e-11	68837.53038674033	50875.42541436464	32284.96789723098
CPS1	0.5926130817283064	0.006149831754098639	53740.88950276243	79872.06629834254	31847.554143052435
HSP90AB1	-0.52734350365212	2.614544072848042e-12	59190.31491712707	40137.37016574586	31213.628050670133
GNB2L1	-0.6779469468918693	2.801770599441011e-22	44536.06629834254	28587.480662983424	30193.0901735352
ITIH3	0.5486313726004121	4.61739499098858e-05	54903.2044198895	83019.53591160222	30121.620401044987
NDRG1	-1.6040055111303315	1.5038093843389692e-33	18734.806629834253	6016.066298342542	30050.733084215215
RPS16	-0.7914388549383549	2.345541340158505e-21	37550.25414364641	22032.491712707182	29718.73014209173
LOC96610	-1.5310276742890114	3.070256613289263e-10	18962.977900552487	6845.303867403315	29032.843952676794
CFH	0.4051204672738976	0.00029657573166382814	71213.46408839778	92002.36464088398	28850.031847684637
RPL28	-0.8136483913432686	5.648858412280967e-19	35455.54696132597	20771.651933701658	28848.34874927859
RPS12	-0.8717347859960628	1.5322249978459717e-21	33062.408839779004	18524.381215469613	28821.651894459086
VTN	0.10462330612408482	0.3565220737957387	275458.0994475138	298520.6574585635	28819.33706285584
AGXT	0.788275774070357	7.384181681923839e-07	36514.0773480663	63208.51933701657	28783.162586011847
CYP2A6	2.4834362903064338	9.293467501145607e-19	11495.513812154697	64335.54143646409	28548.376176823833
GNAS	-0.8115791144148621	4.784089078714855e-24	35142.701657458565	20483.17127071823	28521.082689305927
UBD	-0.8674565272854092	3.4354392256991903e-07	32831.02209944752	17861.50276243094	28479.484417617266
ORM2	0.7459942627597628	9.117748030952126e-08	38046.81767955801	63279.160220994476	28382.707705216984
RPL37A	-0.8069080805318157	6.967313394081345e-20	35024.580110497234	20425.027624309394	28261.616708394133
ALDH2	1.1511430776726803	8.815164761887001e-41	24399.187845303866	54251.65193370166	28086.956188956945
TUBA1B	-0.9941625264593186	7.905436411155499e-35	28215.50276243094	14122.022099447513	28050.795511618227
RPL32	-0.7570376995105342	4.012023221754936e-20	36627.52486187845	22262.668508287294	27728.417160201363
AZGP1	1.2427222593093887	1.1906575978696947e-19	22307.91712707182	51307.325966850825	27722.5451726413
C1R	0.8789726421087815	3.4405047168578377e-19	31269.193370165747	57108.585635359115	27484.76551318498
SAA1	2.427648594694151	5.543986905614952e-18	11273.900552486188	62089.270718232045	27369.068832964706
TUBB	-0.7372811130046122	3.121750485349316e-19	37029.701657458565	21878.767955801104	27301.299652239784
ALDH1A1	0.6492983686575107	1.6533646293066281e-07	41992.93370165746	65005.812154696134	27265.94334762919
RPL13A	-0.7701634925735806	7.441733706270083e-21	35109.696132596684	21006.68508287293	27040.2061966778
APOC2	0.23212630695866907	0.08198781069121663	115089.93370165746	136897.72928176797	26715.40127828381
MUC5B	-3.321841424475231	1.1080400791916207e-13	7982.077348066298	757.5193370165746	26515.195188172027
RPS20	-0.5944988499818759	1.8036469262151162e-10	44526.668508287294	30294.093922651933	26471.053221701004
RPL30	-0.5804751145174523	1.126375774534566e-10	45213.62430939227	30835.10497237569	26245.38374874354
TMEM176B	0.69451423428523	3.122990560037319e-14	37473.955801104974	60347.552486187844	26026.195718842973
GATM	0.8602330300515402	2.4146009143794844e-11	30225.60773480663	54534.331491712706	26001.066126861977
RPL27A	-0.8380001165850834	3.128743064172579e-23	30995.68508287293	17791.198895027625	25974.387713082047
ADAM6	-1.3242878067724042	1.863945714348844e-07	19313.85635359116	8221.6408839779	25577.104470814502
PEBP1	0.5778269623112456	9.647377221137619e-16	44239.839779005524	67187.3867403315	25562.97223263897
LYZ	-0.8235070609304922	0.0001734522142360942	30908.46961325967	18505.795580110498	25453.342969074896
RPL19	-0.5345094436059351	3.2965479451001e-14	47207.62983425414	33576.49171270718	25232.923956662125
AOX1	1.419120919498485	2.0167310004053706e-16	17757.983425414364	47058.872928176796	25200.72576711289
MAT1A	1.1536910462270813	6.886576433574514e-22	21841.81767955801	48156.414364640885	25198.70949023044
RPS5	-0.8465141658425263	7.110494389683194e-25	29648.1546961326	16630.89502762431	25097.582941366865
CD74	-0.35015403731378275	0.01230366009527636	70940.29834254144	54704.21546961326	24840.031872885138
RPL18	-0.7837941857813081	1.415534261304284e-21	31585.337016574587	18902.60220994475	24756.40350953429
RPS8	-0.7020991724345322	2.0571537900521914e-18	35220.09392265193	22065.872928176796	24727.99879616042
PCK1	1.3073347290211905	4.054903097636438e-10	18584.955801104974	43780.0773480663	24296.758156108375
KRT8	-0.5772610165743469	7.969535276835888e-09	41924.68508287293	28901.773480662985	24201.486330498585
B2M	0.2720686915715916	0.002791054275630326	88876.45856353591	107146.33149171271	24180.50179289799
HSP90B1	-0.39027455781359904	2.3768876214542877e-10	61340.419889502766	47127.34806629834	23939.60524847619
TAT	2.107120978359578	9.513377249982624e-21	11360.419889502762	48029.08287292818	23937.77907214467
EEF1G	-0.7525091660312543	1.0450465129159397e-27	31601.629834254145	19048.74585635359	23780.51611180299
FGL1	0.45569791050795827	0.007921875317930724	51655.331491712706	70064.09392265194	23539.226627369415
BAAT	1.0906523441504166	1.8808603725082792e-17	21438.016574585636	44351.331491712706	23381.423031007307
RPL37	-0.6649524746279786	1.127727137704451e-15	34806.97790055248	22356.563535911602	23144.986089293736
EPCAM	-4.684191552459852	1.1974592704078018e-42	4938.707182320442	201.79005524861878	23133.850463498216
CP	0.47946834379443026	0.0007472607154447014	47950.76243093923	67332.22099447514	22990.872646442618
YWHAZ	-1.037927215798305	1.6865412389301953e-38	22058.381215469613	10839.861878453039	22894.994199990007
RPL13	-0.5881249887417838	5.990606134652576e-10	38846.28729281768	27098.270718232045	22846.472276748496
PSAP	-0.3416315389256677	1.0962318994371026e-07	66550.2817679558	53112.17127071823	22735.675176323548
CES2	1.4425891506137252	5.106888072245754e-32	15707.165745856353	40918.74585635359	22658.986891863915
TMBIM6	0.4410644807816222	1.6708876580097641e-15	50369.14917127072	68729.37016574586	22216.042626638595
HMGCS2	0.488279932467094	0.0007424148764065055	45399.20994475138	62366.03314917127	22167.523165882627
RPLP2	-0.7906235532106324	2.388762484574688e-19	27757.149171270717	16348.558011049723	21945.455904787614
RPL5	-0.6615884236590214	8.764573591212087e-20	33023.48066298343	21272.977900552487	21847.95251555738
DCXR	1.7152609877597507	1.2609368063084585e-38	12423.53591160221	41166.0773480663	21309.60647920354
UGT2B4	0.6362819835846599	3.001248303466844e-05	33465.68508287293	51064.68508287293	21293.61248654995
KRT18	-0.5699097429176873	4.170140417803921e-10	37332.419889502766	25774.657458563535	21276.109821721675
CD63	-0.704193209168289	8.219218758482974e-23	30110.077348066297	19091.983425414364	21203.31199604021
HSPB1	-0.6713839703385778	1.0124917750558306e-09	31182.71270718232	19729.46961325967	20935.573463275286
ADH4	2.1133460047129535	9.903045330512282e-21	9897.745856353591	45074.5138121547	20917.361661189054
RPS9	-0.6087656753468944	1.1170034247056157e-14	34284.31491712707	23014.049723756907	20871.114124330466
RPL7A	-0.7076147735987374	4.189951905997257e-20	28790.596685082874	17938.690607734807	20372.651555087476
RPS23	-0.6970392119280612	4.3822876309946566e-20	28340.2817679558	17643.61325966851	19754.28766935511
ATP1B1	-0.9296903745170254	2.1220258276613214e-16	21145.232044198896	11115.82320441989	19658.518698420678
ALDH1L1	1.283632672425378	9.665657698427954e-12	15266.817679558011	36502.13812154696	19596.98597744206
SAA2	2.8631078800175898	7.62878786709901e-21	6793.845303867403	49528.94475138121	19451.51202512326
HSPA5	-0.39102748784563285	5.381137919092242e-09	49664.47513812155	37897.011049723755	19420.17494843156
CANX	-0.43660376675410123	3.020808375360887e-10	44305.82320441989	32655.07182320442	19344.089300190986
ASS1	0.7151309875282051	1.018899868553613e-07	27047.795580110498	44455.96132596685	19342.71676366544
RPS2	-0.8368079584530002	2.6384367792696275e-24	23065.408839779004	13267.574585635359	19301.317682099252
F2	0.36747721588662247	0.002771592018423932	51698.243093922654	67079.18784530387	18997.926438384504
QSOX1	-2.400532147272917	7.844919654781897e-40	7903.259668508287	1531.878453038674	18972.028902499642
RPL27	-0.7811478895744117	3.4613000258328476e-19	24010.38674033149	14395.46408839779	18755.66293007538
MUC13	-1.692255033335952	7.53218843986209e-09	11064.895027624309	3176.232044198895	18724.624303831184
MDK	-1.545896764116077	3.0749551778723934e-21	12061.580110497238	4289.96685082873	18645.957662944515
DUOX2	-4.478480043395518	6.351568391372717e-29	4153.668508287293	174.32596685082873	18602.12152124507
RPL31	-0.6869744635108749	3.469421746722347e-19	26872.591160220996	17055.8453038674	18460.783895439898
RPL23	-0.7044564783224256	6.785969319735655e-17	26087.596685082874	16402.475138121546	18377.576488669267
GSTA1	0.6329472552321163	0.0010981175402160353	28895.005524861877	44368.812154696134	18289.01443687816
APCS	0.6478571259840742	8.705250297356279e-05	28122.364640883978	44398.19889502762	18219.274332119243
HSP90AA1	-0.4563556738015169	1.3183552766940283e-10	39688.099447513814	29107.75138121547	18111.889365271778
INSIG1	1.2349383943722043	1.1952856319275606e-18	14487.767955801104	33125.988950276245	17891.500897374088
BSG	-0.7082524681073348	2.1780110784665845e-16	25075.453038674033	16061.906077348067	17759.75150355045
PAH	0.7947989009200577	3.3653593364012354e-09	22303.524861878454	38675.22651933702	17726.817046864177
COL18A1	0.504631124480225	2.0802020061002132e-11	35002.54143646409	50945.85082872928	17663.37184474854
ADH1C	1.5999743682148826	3.998911943299122e-14	10834.24861878453	32049.403314917126	17334.52008892274
RPS14	-0.5358128547586871	5.37898756177117e-12	32231.81767955801	22741.24309392265	17270.2222449455
ANXA4	-1.2944523702909503	2.2583289771255542e-26	13192.801104972375	5458.817679558011	17077.45266110856
PTMA	-0.6779783840388158	1.0323483740386347e-29	25124.3591160221	15714.441988950277	17033.772393491556
RPS27A	-0.8620382630807196	6.850124291173312e-29	19758.220994475138	11045.232044198896	17032.342507642355
CALR	-0.23233987258855768	0.00023225302182924444	72837.62430939227	61854.325966850825	16923.08435169743
SULT2A1	1.2333677762827933	4.46126293982433e-12	13647.93370165746	31489.850828729283	16832.921640468252
RPSAP58	-0.9626033153104238	1.2706359563431663e-32	17457.668508287294	9202.82320441989	16804.809583667728
TFR2	0.719405038650854	1.965989172055139e-09	23328.016574585636	37355.17679558011	16782.292665487545
AQP9	1.7192995338499637	3.996819296630536e-18	9753.132596685084	32761.364640883978	16768.55632705755
FLNA	-1.1832260578258011	2.837322798737624e-15	14091.182320441989	6489.370165745856	16673.0541071212
AGR2	-5.316119099807622	2.5386118554100825e-22	3111.806629834254	77.8121546961326	16542.734659769867
AQP1	-1.7447182801367402	1.0077181870332735e-18	9401.187845303868	2951.0773480662983	16402.42428870099
RPS21	-0.8964610830633913	4.39542438517405e-21	18226.585635359115	9846.281767955801	16339.424699221683
CTSD	-0.17917529946721464	0.03674402245859125	89529.93370165746	79399.1767955801	16041.552682274347
ACSL1	1.1098825480191825	1.1382931952959839e-18	14377.259668508288	31723.508287292818	15957.069594417406
ANXA2	-0.8149502750549937	4.0472354696505926e-14	19514.82872928177	11275.85635359116	15903.615040579272
CLIC1	-1.237613028104374	1.2747934271849161e-43	12774.28729281768	5429.475138121547	15809.624378339315
MT2A	1.1152173512289658	2.5295083357204814e-08	14047.099447513812	29222.38674033149	15665.569038306223
ATF5	-0.4520680177439765	0.023016186822796107	34486.20994475138	24274.707182320442	15590.112569226367
REG3A	1.9901599109238717	0.0005702825827895954	7805.475138121547	36838.270718232045	15534.143705602473
CHI3L1	0.8487877061326723	0.001644754378859171	18248.701657458565	33139.19337016575	15489.27361973375
HSPD1	-0.4912818829951689	1.0792310356634006e-14	31382.055248618784	22214.13259668508	15417.43519479986
RPL41	-0.5137711880680246	1.0041334563985364e-11	29969.419889502762	21188.39226519337	15397.42446233932
SDS	1.1075653329647603	3.3778090804062383e-05	13900.574585635359	31253.292817679558	15395.794519340712
MIF	-0.8014666068321042	3.244304209508116e-13	18998.17127071823	11263.524861878454	15226.399864357707
TAGLN2	-0.6193658444016659	1.197185699388118e-12	24514.09944751381	16055.486187845303	15183.195904055801
IGFBP2	0.9944105656758514	4.098740003761762e-08	15191.0773480663	30509.90055248619	15106.167818916221
RPL14	-0.7531749931493673	1.0904320912341489e-19	20010.67955801105	12298.850828729283	15071.543439019157
COL1A1	-0.5791762790374955	0.004470353554312253	25970.39226519337	17815.193370165747	15041.43515729885
CYP27A1	0.8469972375907794	8.994333519252294e-14	17746.016574585636	32009.861878453037	15030.827016914218
CFHR1	0.5992255437546916	0.0001915137611742913	25022.17679558011	36651.14917127072	14993.92749625752
RPL15	-0.4898833399567352	8.135041950218627e-15	30574.46961325967	22129.53038674033	14977.923291549358
RPL35	-0.7281136391295105	1.0291927224777963e-15	20530.49723756906	12934.99447513812	14948.53505678477
RARRES2	0.49868731040299097	4.00142382204489e-06	29948.696132596684	42528.988950276245	14935.034724441097
GPX3	-0.3672189537070986	0.012659110381894972	40484.59668508287	33334.56906077348	14866.711235950004
COL3A1	-0.7271867611481634	0.0003133577134302353	20343.066298342543	12930.513812154697	14793.20849331407
SDC1	0.48354338929942126	2.051238832329413e-09	30457.13259668508	43068.70718232044	14727.345124142987
NACA	-0.528237965518565	1.1451175547046734e-21	27877.690607734807	19743.419889502762	14726.054569985841
F12	1.073612063839204	3.3354037945980935e-14	13670.591160220994	29216.077348066297	14676.91158942684
SLC27A5	1.958765707575507	7.039748032212858e-36	7485.209944751381	29269.662983425413	14661.77255378216
EEF1D	-0.5536425864079557	2.2213342445056686e-09	26409.01104972376	18383.116022099446	14621.153182045344
SSR2	-0.8463256211096567	4.7659250029809295e-32	17256.790055248617	9500.281767955801	14604.863561867232
MGST1	0.7094376759720689	2.465700820799461e-10	20556.67955801105	33036.4364640884	14583.682971337894
FXYD2	-2.8608829276464016	7.972855472057803e-16	5060.044198895028	715.2154696132596	14476.194061754999
CPB2	0.9289078259099732	8.856997407311253e-17	15417.795580110498	29110.944751381216	14321.710972644838
RPSA	-1.0140183027263192	1.0699740632966152e-32	14113.45856353591	7182.552486187846	14311.305298194919
NPM1	-0.8178545661969111	1.8864775291650122e-27	17490.46961325967	10023.662983425414	14304.660438132742
RPL35A	-0.805902585920508	4.8148177716626484e-26	17648.03867403315	10339.303867403314	14222.600003828447
HSD17B6	1.3613593905133976	1.0244032295843811e-18	10428.696132596686	26446.75138121547	14197.20341092125
CCT3	-0.6780489678059196	1.0717864451305764e-24	20905.767955801104	13049.254143646409	14175.134383621009
S100A6	-1.9988512770884685	4.435339984301016e-30	7057.972375690608	1870.513812154696	14107.837096804304
IL32	0.5777189059738845	3.0845723867184056e-05	24374.701657458565	35526.91160220995	14081.725974986792
RPS7	-0.8540873707027755	2.654919413340549e-32	16477.61325966851	9334.718232044199	14073.321384407467
IGFBP1	0.5779299266221181	0.00165904115117247	24316.61325966851	36961.9226519337	14053.298516858644
HSPA8	-0.3555800640931621	1.4623577849940443e-05	39414.71270718232	30597.707182320442	14015.08607063346
ADH1A	0.9586475130641292	2.9202586272153282e-09	14561.149171270717	29750.022099447513	13959.009440394479
SERPIND1	0.3937584507622981	0.0028019777677760712	35348.16574585636	46427.552486187844	13918.638981377333
ITIH2	-0.13159812908775242	0.31024709448773025	105548.28729281768	96504.3591160221	13889.9571361514
IGFBP3	-1.1671622288852042	1.1184665074571154e-16	11899.414364640885	5428.591160220994	13888.54699226287
HLA-DRA	-0.7035446510271697	2.3717059125932004e-06	19729.878453038673	11521.436464088398	13880.850451051567
ANG	1.0409524080499586	4.004591379757378e-15	13321.39226519337	27572.022099447513	13866.93535703113
APP	-0.5858556839940209	1.6452088700383462e-06	23646.75690607735	16217.121546961325	13853.586941450283
LAPTM4B	-1.4497660886624264	3.0699700208638595e-27	9539.508287292818	3320.723756906077	13830.055617431311
CFL1	-0.49975004019111563	2.5163174351390198e-17	27634.596685082874	20009.0	13810.390804035436
PFN1	-0.5620321355510998	2.1750234405567593e-17	24265.93922651934	16629.08287292818	13638.237644633866
HPR	1.6377683817202695	9.928338534784342e-23	8283.546961325967	26173.88950276243	13566.531301754683
PCK2	1.2927211665838836	3.1407356310236946e-31	10486.674033149171	25472.872928176796	13556.345489717516
PPIB	-0.3661818523781892	6.208104339785918e-08	37011.95027624309	29436.370165745855	13553.104512284126
SPINK1	-0.8078777730335486	0.006766980525227951	16615.46408839779	9620.32044198895	13423.264125653708
POR	0.6440937576569661	8.984311793981229e-13	20763.585635359115	31808.618784530387	13373.695894310657
RPL24	-0.6524247098900146	4.515658578121642e-18	20363.39779005525	13285.254143646409	13285.58389555176
CEBPA	-0.6212144545547419	1.0475191939640371e-07	21323.591160220996	13768.093922651933	13246.523051745002
AGRN	-1.1051650013754366	3.887471672925383e-22	11971.049723756905	5615.96685082873	13229.98518442122
CYP2C9	1.1946004074751078	2.905238760899457e-10	10977.232044198896	25131.160220994476	13113.405872948812
RPL6	-0.690291991392426	2.0613646225570734e-25	18971.441988950275	12046.138121546961	13095.834470138374
TIMP2	-1.580617720638945	4.6764993625464e-25	8251.657458563535	2941.353591160221	13042.716003648044
SLC25A6	-0.8684572487375868	1.367470591831023e-26	14971.198895027625	8324.381215469613	13001.84620267889
RHOB	0.8412234669462099	7.377784075410428e-17	15342.093922651933	27659.883977900554	12906.129439827635
RPS10	-0.7851062929293499	2.9610670795231874e-19	16356.983425414364	9555.044198895028	12841.97062063389
PRAP1	0.7198522328394995	1.2239690004260577e-05	17656.950276243093	28890.67955801105	12710.395081489609
SCP2	1.1193982002879725	2.0952239326276218e-29	11353.685082872928	24631.81767955801	12709.294648404355
ITGB1	-0.542784131919785	1.400917243940467e-10	23208.198895027625	16089.651933701658	12597.042090659283
COL1A2	-0.7669720992318199	5.0120185279527e-05	16390.8453038674	9737.038674033149	12571.321030891197
SPINT2	-3.347660884398258	6.408769160836854e-45	3752.524861878453	380.49171270718233	12562.180697842474
RPL11	-0.45747193502894823	7.22768279673378e-11	27125.64640883978	20107.618784530387	12409.221951562975
NCRNA00188	-1.0328388962775081	3.6886470882043785e-23	11951.85635359116	5926.3370165745855	12344.342124710416
RPL38	-0.7141268355349981	5.890702890811034e-16	17270.972375690606	10875.889502762431	12333.664849264302
SLC34A2	-5.185392170238755	1.812731511936356e-26	2371.657458563536	66.74033149171271	12297.974016123702
RPL36	-0.6598749121547804	5.358231368046454e-13	18634.044198895026	12143.226519337017	12296.13827883415
EIF4G2	-0.5023677339199274	3.914705359033427e-12	24405.955801104974	17088.861878453037	12260.764709951012
HSD11B1	2.225371051602593	1.636598916115808e-21	5481.1049723756905	23004.204419889502	12197.49233631989
BCAM	-1.0366809925332126	5.654166330258068e-16	11750.138121546961	5722.707182320442	12181.144850247641
RPL29	-0.5438149137549279	8.958494321333021e-12	22373.519337016576	15803.67955801105	12167.05348865388
LMNA	-0.5417579578540256	1.57707625508708e-14	22456.78453038674	15435.762430939227	12166.141727150192
RPL10	-0.4097195911659486	8.247772741433168e-09	29691.922651933703	22215.116022099446	12165.362409881245
S100P	-2.314354288654874	1.2155987399147236e-12	5204.596685082873	982.1436464088398	12045.280658840487
MYL9	-1.8138072182089497	2.8694702900608346e-22	6590.480662983426	2349.441988950276	11953.861397985842
BHMT	1.2577783221632344	2.7922999687550357e-09	9488.447513812154	22294.977900552487	11934.363593856564
SOD1	0.5551196062892464	1.1586183827215492e-11	21495.138121546963	31991.077348066297	11932.372611166122
TPM4	-1.201767025785238	7.002021826435175e-27	9856.790055248619	4276.92817679558	11845.565268485645
UBA52	-0.5027890744408745	1.3037504905036296e-11	23559.06077348066	16877.7182320442	11845.238360994656
SERF2	-0.4374135754406144	1.2199058306354899e-08	26969.54143646409	20649.265193370167	11796.84354771756
AKR1C3	-0.4832766233288038	6.316447983421165e-06	24367.98895027624	17424.950276243093	11776.479417203103
SPINT1	-3.6451228729573786	7.601886815284101e-42	3229.0441988950274	278.30386740331494	11770.262867182599
