mRNA	logFC	FDR	Sub-0	Sub-1	Delta
AGXT	-0.9178193072527511	2.6029782949895856e-08	60778.91627906977	33893.3537414966	55784.062834828765
ORM1	-0.2623447432035115	0.10166656874718011	208996.2976744186	173355.03401360544	54829.08004387999
ACTB	0.5416232646698114	1.7393102457230353e-17	100790.24186046512	148393.47619047618	54590.339843325
HMGCS2	-0.8218193219149487	2.0909508252438677e-08	64583.7023255814	38231.380952380954	53076.134451966194
CFH	-0.565496079897937	6.976701505338081e-07	92594.62325581396	65538.91836734694	52361.89647078915
AHSG	-0.3488707651887256	0.05877668422685767	148184.45581395348	117805.91836734694	51697.22448888885
AQP9	-1.7186552694578614	3.635736926494696e-16	29476.023255813954	9236.591836734693	50659.12269126712
AZGP1	-1.0422001977654813	1.4528559914446455e-12	46004.558139534885	23356.319727891158	47945.959591136845
SERPINA3	-0.3346883274508681	0.038790005005269516	142741.9488372093	111530.71428571429	47774.06411340296
SDS	-1.5470795159553654	3.407292211757612e-08	30812.25581395349	10532.074829931973	47669.00981014406
ASS1	-1.0462335058673953	1.5556406690365413e-14	45334.12093023256	21737.034013605444	47430.076276253676
ALDH2	-0.9728349331307969	3.655507301513447e-24	48748.74418604651	25543.006802721087	47424.48129044288
MAT1A	-1.0739550899336356	4.5456326893519076e-17	44139.37674418605	21630.7074829932	47403.70832091695
APOC2	-0.3433121965233912	0.011336622935634684	136751.03255813953	110260.51020408163	46948.29736437667
BAAT	-1.100247502181841	3.459405284599458e-16	41441.13023255814	20394.755102040817	45595.50002596447
SLC27A5	-1.7619382311322644	9.942765526910575e-25	25747.697674418603	7597.802721088436	45365.852896193435
DCXR	-1.2630966256857865	2.5009953051448286e-17	35057.52558139535	14709.877551020409	44281.042266753604
ADH1C	-1.5246449816994763	1.1401996013285262e-11	28949.98604651163	10460.503401360544	44138.450946083816
RPL8	0.802913499107383	6.882484593509823e-14	53478.846511627904	92501.95238095238	42938.88778087782
CYP8B1	-2.0393689326197157	2.7432300730031016e-16	21027.897674418604	5118.251700680272	42883.64123551567
SQSTM1	0.7608633706874144	8.47986841194409e-10	55878.58604651163	94515.03401360544	42515.96932859556
FTH1	0.5114650551625676	1.2582272441000813e-10	82837.51627906977	118763.38095238095	42368.49483320451
GATM	-0.8049767987736597	2.584359482150517e-09	51067.16279069767	29674.210884353743	41107.88122570916
CYP2C9	-1.657772211577146	3.243924365100569e-17	24624.353488372093	8444.78231292517	40821.56894107602
A2M	-0.30041035625746887	0.06505056150818748	133392.73488372093	111383.89795918367	40072.559008576696
CES2	-1.1260414542850548	1.0458275792776278e-16	35586.618604651165	17674.60544217687	40072.00776666898
EEF1A1	0.4136205068936707	2.73674926782593e-08	95880.62325581396	127450.75510204081	39658.19199235084
PEBP1	-0.598803800732261	9.431826511083575e-16	64449.37209302326	42936.8231292517	38592.528964110046
CD74	0.7981743303750016	3.0870258773779567e-09	48156.07441860465	84272.79591836735	38436.94245255851
PAH	-0.9983406586713828	4.546267520766618e-13	38037.95813953489	19448.931972789116	37974.840183537744
FGL1	-0.5407243161050864	0.002220510727690366	69675.24186046512	47966.251700680274	37675.09750445649
GC	-0.3001048867761432	0.011586151054556557	123802.93488372093	105100.45578231293	37153.8657558333
ITIH2	-0.3390685728823884	0.008653311158023525	108188.26511627907	90551.37414965987	36683.24065559823
ACTG1	0.6257061037056637	1.9078182208973325e-17	58094.1488372093	87353.31292517007	36349.863517027145
F2	-0.5121634089825159	4.377675136619219e-05	66714.59069767442	48674.0	34168.77220059417
ENO1	1.0475042219236783	1.8832814765021952e-30	30565.86976744186	64706.0	32017.877628164668
ADH1A	-1.1194902742223298	2.4338459609708848e-11	28486.87441860465	12895.537414965986	31890.778854620792
TMEM176B	-0.5667295821188912	5.759720685436225e-09	55981.51162790698	38569.17006802721	31726.37869126757
HSD11B1	-1.6186663931747898	1.401461617912895e-10	19346.93953488372	6777.2040816326535	31316.24083590098
MT2A	-1.1370762956559755	5.980547469938257e-08	27328.674418604653	13306.884353741496	31074.787873095196
G6PC	-1.0962437986549223	2.3392756262880166e-09	28122.297674418605	14488.115646258504	30828.89442950914
SPP1	1.3572762922706143	9.457932286218396e-07	22385.3488372093	57336.09523809524	30383.10327095175
HSD17B6	-1.2672874543939794	1.1414131454946397e-14	23967.581395348836	10349.836734693878	30373.815214492126
INSIG1	-1.0052089648393605	2.4761344523554276e-11	29714.753488372095	15166.108843537415	29869.53659450329
CPB2	-1.0349052019020388	2.998943191363278e-19	27841.958139534883	14106.673469387755	28813.78730974346
IGFBP1	-0.7682446450903101	4.991814548902044e-05	36593.47441860465	21930.73469387755	28112.74076734227
FMO3	-1.360229501725289	8.753638361131488e-16	20652.39534883721	8074.380952380952	28091.997434782515
SULT2A1	-0.989845261325792	1.6330451021141354e-07	28147.823255813953	14409.231292517006	27861.989466403367
SERPIND1	-0.5909492631363701	1.0599631004061476e-05	46887.80930232558	32112.42176870748	27708.31635728794
HLA-A	0.5439502258810907	8.003560903367161e-08	50623.8	72603.25170068027	27536.82744495916
CYP4A11	-1.307426388222722	1.1921505238251638e-13	20756.46046511628	8918.959183673469	27137.5441381947
TFR2	-0.7587741156056955	1.0521532673622451e-09	35710.767441860466	22488.72789115646	27096.40598329834
TMBIM6	-0.41014908775580255	1.7042226056112327e-12	65640.74418604652	50639.945578231294	26922.49134751898
CYP2C8	-1.6062940200165672	4.270623460124048e-15	16758.162790697676	5982.510204081633	26918.536677161825
COL18A1	-0.544972822802197	2.099136541894733e-12	49139.306976744185	33957.19727891157	26779.586833659974
C1R	-0.5280850352203322	1.0368097555389466e-06	50333.98604651163	35201.163265306124	26580.624794151805
ANG	-1.0315344355732812	1.3193892907484091e-13	25650.98604651163	12835.00680272109	26459.875413386486
RPLP0	0.6660322765027274	3.541898946545882e-16	39657.81860465116	62466.74149659864	26413.38720638803
APOE	-0.07971673448595762	0.500682968296281	329092.7627906977	306991.60544217686	26234.20039263628
HPR	-1.1634196457128534	1.5751269777646085e-10	22288.841860465116	9827.857142857143	25931.27650065214
ALDH1A1	-0.43049255720093305	0.0010306488428141905	58941.98604651163	45539.08843537415	25374.086299664505
CYP27A1	-0.8345496452747692	2.3049702161820828e-12	30111.418604651164	17223.530612244896	25129.473715231714
FN1	0.13124253990157972	0.1899037976389958	189950.43255813952	215292.91156462586	24929.577224333952
CFHR1	-0.6890528061120437	3.341710918749964e-05	35969.6	23329.30612244898	24784.953814727764
P4HB	0.2309129931976956	0.0005168401691468324	106315.58604651163	123938.33333333333	24549.65019756716
UGT1A4	-1.5856590673683446	4.660565347911654e-09	15227.86976744186	5558.591836734694	24146.20977344847
PCK2	-1.0606022129929433	4.505745360866454e-18	22609.758139534883	11208.027210884355	23979.95951802591
BHMT	-1.1733442550631752	1.39562688641211e-07	20338.902325581395	9387.319727891156	23864.534198011985
RHOB	-0.901212714061261	6.599917150092106e-18	26327.441860465115	14441.891156462585	23726.62533335982
PSAP	0.44964074544094806	1.1974603607262142e-12	52209.051162790696	70979.30612244898	23475.316683601806
SLC2A2	-1.086507365430079	1.6150426587218813e-12	21290.032558139534	9907.108843537415	23131.77718466479
SERPINF2	-0.43034793649369657	0.0007931104726307219	53682.19534883721	40331.93197278911	23102.021994823608
AFP	2.555693593579633	1.1072972245502058e-12	9027.4	56304.36734693877	23071.26834668078
HGD	-1.1589300972820726	4.005260238511513e-18	19806.13023255814	9339.08843537415	22953.920437200002
F5	-0.714421292613633	1.5125280076730553e-09	31439.525581395348	20332.51020408163	22461.066505019844
POR	-0.7217933344740277	6.129827950729235e-15	30880.53488372093	19566.353741496598	22289.364244062464
CTSD	0.28997813984558685	0.0006966418143987035	76753.15348837209	95743.13605442178	22256.73667584095
APCS	-0.5337395574342757	0.0019772559543732894	41615.66976744186	28427.571428571428	22211.929164005385
F12	-0.8457988228302615	2.1285714973886386e-08	26047.293023255814	14709.65306122449	22030.769776984653
RPLP1	0.5564347672804679	6.70463088705212e-12	39536.65581395349	58112.62585034013	21999.56987688517
ORM2	-0.3914584480483661	0.008560503839783584	55958.46511627907	42917.90476190476	21905.413909587238
ACSM2A	-1.5166049708268894	1.1334569115331654e-19	14416.846511627908	5132.9795918367345	21864.661083183186
ALDH1L1	-0.714663011771748	0.00038833992539513354	30481.502325581394	19160.938775510203	21784.002255327538
RPS19	0.8560001714584519	3.954161461391352e-18	24854.990697674417	44526.47619047619	21275.87629880753
SEC14L2	-1.8393965499203393	4.9651421075833744e-30	11418.86976744186	3255.156462585034	21003.829654222223
SERPINF1	-0.5160002680130451	9.91113332801814e-07	40459.94418604651	28900.27210884354	20877.342043792843
HSP90B1	0.44244138197313043	6.083233640006922e-13	47150.61395348837	64593.768707482996	20861.38279846296
HSP90AB1	0.48936235537278927	2.1050060338842028e-10	42240.767441860466	60520.72108843538	20671.041448103068
UGT2B7	-1.2693272792799712	2.1351643850456177e-11	16154.009302325581	6871.952380952381	20504.724677184277
CFHR2	-0.9719738915303915	3.875948557767329e-10	20895.781395348837	10907.00680272109	20310.15395940556
PLA2G2A	-0.7705794179960451	0.03220303244167463	26278.581395348836	14672.65306122449	20249.733957389606
TMSB10	1.6312939472912744	2.9008473300543855e-35	12374.427906976744	37776.91836734694	20186.329345843395
C6	-1.3643129038012582	5.220318603001586e-16	14354.479069767442	5818.687074829932	19584.001022228804
ADI1	-0.8747228682894376	2.4019298523476995e-21	22021.948837209304	12348.13605442177	19263.102252206965
CALR	0.31609805323996093	5.029134151597404e-07	60866.13953488372	76823.28571428571	19239.668215208563
ACSM2B	-1.2886164967670886	2.5708887579103703e-15	14920.520930232558	6269.850340136054	19226.8294110563
RPS11	0.6146799757200025	1.7498579740541946e-14	31231.586046511628	46976.319727891154	19197.43055276694
SLC22A1	-1.6539095281193534	3.87977543663764e-10	11549.902325581395	3717.5374149659865	19102.49350512695
CYP2D6	-0.936781634582331	4.2115112382546313e-07	20361.441860465115	11248.673469387755	19074.22478849961
UGT2B10	-1.385737686894509	1.7994328862379718e-13	13744.953488372093	5266.374149659864	19046.900053449357
CHI3L1	-0.6222322401155725	0.027735201895988253	30551.776744186045	18588.95918367347	19010.300483045736
TUBB	0.8677359256096108	9.406818977612741e-28	21743.87441860465	40731.292517006805	18867.940994967044
RPS6	0.5469895094476169	2.188734992173668e-10	34468.95348837209	49654.965986394556	18854.155959777374
CYP1A2	-2.90741501882694	2.2717949838817651e-13	6482.195348837209	928.4421768707483	18846.43211217944
PON1	-1.1745305119515994	7.547676561777802e-12	16026.288372093024	7391.673469387755	18823.364686358385
METTL7A	-0.7273332190772491	5.143621931295862e-16	25598.12558139535	15985.204081632653	18618.36708145996
HLA-B	0.2985641101612485	0.02415686243516887	62265.348837209305	76894.77551020408	18590.198469461127
PABPC1	0.5246087548212541	1.290456517704132e-07	35294.35813953488	51116.12244897959	18515.729275796788
SLC13A5	-1.3470216577127803	2.4778782898379357e-12	13721.07441860465	5436.285714285715	18482.58440894926
SCP2	-0.8400727352956744	2.845039593989625e-14	21824.027906976746	12389.183673469388	18333.77081898309
SLC10A1	-2.0489354908391917	1.3631806746133037e-17	8921.669767441861	2261.2108843537417	18279.925824058668
ALAS1	-1.1669795097396207	2.831486485015408e-24	15518.172093023255	7161.972789115646	18109.38886117134
SERPINA6	-0.7243619241681643	2.9115166485457744e-09	24922.376744186047	15723.278911564626	18052.820773262512
PDK4	-1.795995923365585	7.107760312728368e-24	10035.46976744186	2934.299319727891	18023.662791384155
ACSL1	-0.661679503650857	1.5212296933142384e-06	27125.311627906976	17090.455782312925	17948.26273432831
CYP3A5	-1.3111453224614131	2.3238792591752882e-14	13596.613953488371	5686.578231292517	17827.13678642986
FBP1	-1.2337654461008822	2.055639720961999e-14	14363.167441860465	6094.272108843537	17720.779686328646
SDC1	-0.4338433690704944	2.626956500790083e-07	40773.348837209305	30897.326530612245	17689.24702782141
RPL4	0.49606261347668823	1.4495384750939259e-10	35649.288372093026	50625.986394557825	17684.27915844458
IGFBP2	-0.6544405792644614	0.0006405980459808047	26799.818604651162	17074.25850340136	17538.888811810397
ATF5	0.77681234024121	7.548333769702179e-05	22260.26976744186	39794.34013605442	17292.052252447167
ALDOA	1.3103387669824864	2.3113012089194126e-34	13147.637209302326	32704.60544217687	17227.858729570267
GSTA1	-0.4232983579065722	0.037607723709525274	40156.423255813956	31477.006802721087	16998.148023587335
RPS16	0.7185806155644915	4.5614820649602554e-17	23584.06511627907	38870.08843537415	16947.052028768867
RPS4X	0.5478395756766922	7.190573529900129e-11	30813.279069767443	45079.61224489796	16880.733730788896
MTHFD1	-1.2582798305690288	8.440583381797988e-30	13373.716279069768	5687.034013605442	16827.87745370617
HRSP12	-1.1090651693877367	1.753369592609612e-21	15040.916279069768	7093.380952380952	16681.356360793277
TUBA1B	1.2272290126601688	5.252031598798495e-65	13549.827906976745	32312.102040816328	16628.741923994272
RPL28	0.7411394599244038	2.2831527664632336e-15	22399.07441860465	36471.578231292515	16600.83791741118
GRHPR	-0.9973977120135871	4.440708278297392e-29	16640.46046511628	8572.408163265307	16597.15719475953
SOD1	-0.5431680584975097	1.8007025281810874e-10	30528.623255813953	21206.469387755104	16582.17302246239
FTCD	-1.087617737200254	2.7843198382484278e-11	15190.637209302326	7297.591836734694	16521.606468211376
ABAT	-1.0614777846632735	1.2303611842813658e-15	15521.055813953488	7680.843537414966	16475.25594103037
RPL19	0.4656179030954061	1.5189710389742184e-10	35148.71627906977	48060.897959183676	16365.871570355832
NNMT	-0.7356033807761924	0.0008868573114459902	22216.39069767442	12942.054421768707	16342.452105854052
RPS8	0.7161179429310695	5.956421940814675e-19	22712.697674418603	37316.5306122449	16264.970337019935
RPS24	0.6506999962583544	3.738904973266984e-12	24861.86046511628	38306.10884353742	16177.612511626892
CYB5A	-0.8000092475357391	5.373301652082795e-17	20169.376744186047	11824.979591836734	16135.687912381116
RPS3	0.7204059703269707	1.3958659353791765e-17	22285.40930232558	36382.99319727891	16054.54191257556
PGRMC1	-0.771674305475696	1.9975280848335471e-16	20789.293023255814	12887.482993197278	16042.563255051664
F9	-1.3618771208727116	1.060159060600099e-10	11769.172093023255	4639.088435374149	16028.166205101976
UGT2B15	-0.8918919265398841	4.9997732008734995e-06	17816.06511627907	10347.734693877552	15890.004639918165
C8A	-1.2934664570179035	7.431245920128094e-18	12276.525581395348	5053.258503401361	15879.274048257099
RPS20	0.49368427527855646	2.685744378568207e-07	32164.376744186047	45083.10884353742	15879.047022739944
SORD	-1.183960252565841	3.4582904299153735e-21	13348.981395348837	6155.156462585034	15804.663384333922
ADH6	-1.2295813610737683	1.8362078002338495e-17	12732.874418604652	5496.306122448979	15656.105058009272
RPL13A	0.6873366488009125	4.529538048173855e-16	22737.697674418603	35839.86394557823	15628.452920983184
RPL13	0.5550878325122016	8.84013192568245e-09	28145.023255813954	40032.551020408166	15622.959955075276
EHHADH	-1.228735576765456	5.502446594679882e-20	12679.055813953488	5720.993197278912	15579.206958399547
AADAC	-1.0273598708337335	1.2557143507458753e-11	15012.948837209302	7809.761904761905	15423.701178228797
GPC3	0.7526632246820992	0.0011076237142071262	20455.041860465117	34653.945578231294	15395.757767705001
CAT	-0.8137150006974944	4.240836329766585e-17	18839.990697674417	11056.442176870749	15330.383043698925
GNB2L1	0.48369818389156577	9.85446355135334e-11	31651.06046511628	43744.10884353742	15309.560465218881
RPS18	0.40687643796417977	7.730578272666382e-06	37040.49302325581	48804.28571428572	15070.903861739376
RPL32	0.6186868303274704	6.10643192453505e-13	24287.893023255812	36987.945578231294	15026.599549890821
RPL3	0.26982407005670905	0.0002548613443736318	55446.20930232558	66306.87074829932	14960.72186316965
C9	-1.0344623702765452	0.00047059810599439314	14455.576744186046	6863.2040816326535	14953.750182505202
LGALS3BP	1.028854333820698	1.2978124499091705e-11	14524.06976744186	28829.65306122449	14943.152124946735
RPL30	0.45180213051025503	1.2719665189340763e-06	32992.38604651163	45384.06122448979	14906.030306430765
UBD	0.7642055012717872	9.186412906688207e-06	19492.613953488373	33907.72108843538	14896.362817423016
HSPB1	0.7394671448843732	1.4655638135498563e-11	19989.432558139535	33451.54421768708	14781.528621626174
APOA5	-1.1314535412777804	4.0233695379792734e-10	13035.613953488371	6332.748299319728	14749.191570404466
RPL37A	0.6508566157817233	1.7938227623098497e-12	22550.293023255814	35292.965986394556	14677.007402002484
RPL18	0.7259371814648792	5.513579844112859e-18	20132.981395348837	32719.224489795917	14615.279768624385
ARG1	-0.7645008552466741	3.585338260431587e-05	18878.818604651162	10787.115646258504	14432.872969302636
RPS12	0.6967730117387896	3.6233068909243994e-13	20705.362790697673	33235.074829931975	14426.937990818686
MT1G	-1.0934762217101965	0.0015746029207739309	13171.106976744186	8445.931972789116	14402.292292671042
RPL37	0.6088384541517967	7.422992864214189e-13	23581.883720930233	35894.5306122449	14357.557630638583
UGT1A1	-1.0171036587284732	2.0145087866673424e-06	14105.45581395349	7373.571428571428	14346.710716404908
HSD17B4	-0.8613599549907682	2.860952619452258e-22	16470.832558139537	9547.544217687075	14187.315590939552
RARRES2	-0.359350641918423	0.001570842953307582	39480.2976744186	31497.938775510203	14187.270312432745
CD63	0.716957555562293	1.9749498089935118e-23	19654.488372093023	31835.768707482992	14091.433939083325
ECHS1	-0.5437011194347711	2.434948304220659e-12	25890.339534883722	17925.299319727892	14076.606587662589
CYP1A1	-2.7791718205392866	1.321396254074889e-14	4981.562790697674	772.4149659863946	13844.618930154023
RPS9	0.5703323158029239	1.3150417723096286e-12	24100.246511627905	35302.38775510204	13745.14940439808
AKR1C1	0.3974320916602001	0.014145249925488934	34521.13953488372	47294.69387755102	13719.808691842463
C8B	-0.842915299423627	4.788889216651398e-10	16268.376744186047	9344.12925170068	13712.863654461951
CFHR5	-1.3426781656620508	6.5588940045688745e-09	10186.116279069767	4030.5578231292516	13676.675920801748
ATP1A1	0.694092740155328	1.3614412084879747e-09	19662.93023255814	33055.666666666664	13647.89712459932
SLC38A4	-0.912454946840636	1.9994927374033348e-09	14955.506976744186	8006.863945578231	13646.226323439876
RDH16	-1.400920024195551	6.244897939317721e-12	9702.79534883721	3457.578231292517	13592.840294857504
RPS5	0.7369341586337083	5.2540321295911095e-18	18288.674418604653	30234.30612244898	13477.548895200243
MGST1	-0.4507388019979867	0.00016444471581715983	29889.916279069766	22272.25850340136	13472.545055448027
KRT8	0.4295237463630785	3.403114577574455e-05	31069.623255813953	41766.12244897959	13345.140978926638
RPL27A	0.6781388651196437	1.7818895555400837e-14	19597.06976744186	31408.544217687075	13289.534651763503
DPYS	-1.053321963260706	2.8374307470884684e-10	12532.879069767441	6034.625850340136	13201.156787076452
ADAM6	1.749434734889788	1.6428120408954236e-12	7531.962790697675	22888.115646258502	13176.677327943935
SPARCL1	-1.3255216828459349	2.487549725609921e-10	9930.004651162792	4064.21768707483	13162.436475877264
RPL5	0.5833443400315341	8.126424604669988e-15	22540.711627906978	33887.115646258506	13148.996548422523
BSG	0.8116059657890159	7.5896936494724605e-22	16083.646511627907	27128.42176870748	13053.583460478903
PIPOX	-0.78951915842204	1.055630123545143e-09	16444.19534883721	9712.408163265307	12983.007272741577
RPLP2	0.7378024523818565	1.7739600789494387e-16	17402.8	28853.95238095238	12839.828518310971
ASGR2	-0.47460839427795565	5.2963494635658334e-05	26926.306976744185	19729.1768707483	12779.451318067871
HSPA5	0.32375380889022004	2.9408470964197133e-06	39366.79069767442	50236.52380952381	12745.148432156177
PPIB	0.4372864392953783	8.746194421902158e-11	28939.181395348838	39491.30612244898	12654.71158849515
SELENBP1	-0.9404954573973453	2.2249267359989435e-15	13357.446511627906	7353.034013605442	12562.617766614063
CFL1	0.645556273652611	3.5426889963307324e-31	19455.711627906978	30207.571428571428	12559.756699771404
HFE2	-1.0280595136715773	2.043677347207483e-09	12169.488372093023	6128.224489795918	12510.958297445868
UBB	-0.2713290533688122	3.238729430377778e-06	45882.590697674415	38597.34013605442	12449.279900108668
LOC96610	2.1952469005778585	3.313058621644752e-21	5652.46511627907	23510.333333333332	12408.556527136092
CPN2	-0.9701341663895546	1.4913678863897587e-11	12779.037209302325	6694.360544217687	12397.380610307611
ASGR1	-0.5060932941583843	9.986313839403124e-06	24376.13488372093	17465.74149659864	12336.59840215143
CDO1	-1.2250734862651025	4.0058721822494694e-17	10062.874418604652	4421.278911564626	12327.760645847917
CFI	-0.6687867201387009	8.871490838353714e-11	18430.06511627907	11919.374149659863	12325.782801058966
CRP	0.13394227031756464	0.6648022011620667	91953.22790697674	92928.51020408163	12316.424108888907
GNAS	0.5238269835818825	1.622266019581403e-09	23491.511627906977	34133.38775510204	12305.48767582523
HSD17B13	-1.4075353085721292	4.0305316574772935e-06	8643.80465116279	3184.6802721088434	12166.460246911623
CD14	-0.6581260097262238	4.38613466920285e-07	18386.772093023257	12042.585034013606	12100.812949326884
ANGPTL3	-0.8143407304076079	2.405822906033959e-08	14756.106976744186	8812.56462585034	12016.49893341466
MT1X	-1.2949054560767934	7.401697519507827e-08	9078.93023255814	4427.591836734694	11756.356293480085
HAO1	-1.1590836538800606	1.9296037548770854e-15	10112.497674418604	4669.156462585034	11721.23075431873
EEF1G	0.5497086882033222	1.5219408045444063e-13	21307.79069767442	31200.972789115647	11713.077672929558
CANX	0.33811403055652084	2.728739533104615e-06	34322.05581395349	44562.448979591834	11604.768628241685
SERPINA4	-0.9320187170869579	2.8868421423810542e-09	12424.279069767443	6832.843537414966	11579.660639334996
TST	-0.6212502504950976	4.288125649887006e-12	18636.73953488372	12262.755102040815	11578.0791044584
HLA-DRA	1.0913372022554326	3.115214464514951e-14	10502.846511627908	23118.20408163265	11462.14712771823
ACAA2	-0.7013510677872984	8.227079417063655e-11	16266.8	10343.251700680272	11408.737549482425
GPT2	-1.0807197866687341	5.2699472353096974e-14	10507.102325581396	5322.496598639455	11355.233383808887
RPL7A	0.580694152887483	5.258222805511951e-13	19551.53953488372	28941.632653061224	11353.464687855436
SLC22A3	-0.8361761990533146	1.5751269777646085e-10	13551.474418604652	7627.3877551020405	11331.420370917065
AKR1C3	0.6770345473792954	1.1320043238582298e-10	16635.916279069766	27127.891156462585	11263.09004823985
ABCB4	-1.4590547989135756	4.747496297404114e-19	7687.409302325582	2875.0544217687075	11216.351433771002
IL32	-0.3468806571438142	0.01781433496047689	32319.51627906977	26486.367346938776	11211.015045453923
