mRNA	logFC	FDR	Sub-0	Sub-1	Delta
IGF2	-2.4047981140158154	1.7243909743233423e-12	234447.2	43595.473053892216	563798.1843962887
H19	-1.6683592154317717	7.624128027145721e-08	245468.53333333333	67777.37724550898	409529.6896851877
HP	0.7755405651621065	1.744434949268224e-05	452081.75897435896	767497.8982035929	350607.74285445357
ALB	0.1472352448845016	0.31575610895756195	2229328.241025641	2404389.2694610776	328235.68949534546
AFP	-4.017106881094661	4.788617213295736e-25	49515.83076923077	3365.5449101796407	198910.3845061957
C3	0.40512850855504523	3.0308755668308254e-05	407917.41025641025	527465.0299401197	165258.972030816
RBP4	0.8516869801683691	4.180880728499331e-13	159456.84615384616	280205.7964071856	135807.31976794146
GLUL	1.653852916871122	4.786077048390811e-16	80229.15897435897	248159.61676646708	132687.22858786053
AMBP	0.6414322445796526	4.7681106140772e-09	200763.4153846154	303510.19161676645	128776.12815963101
SERPINA1	-0.1257293625326567	0.2598809361823574	940816.5948717949	845617.9101796407	118288.27073337552
APOC1	0.7716409987144422	4.748695225005397e-11	150567.66153846154	248039.80239520958	116184.18072363659
TF	0.40715955689151445	0.0031586600646603207	279993.7641025641	363709.622754491	114002.13692438722
APOC3	0.9440579099571876	1.7821559394759065e-09	112478.7641025641	214949.7724550898	106186.46695323421
ALDOB	0.8529222131086711	3.875706855050538e-06	120594.71282051282	218304.36526946106	102857.90934807643
APOH	0.6987610747896998	1.3250617037529226e-07	142557.38461538462	227137.78443113773	99613.55129305478
SERPINC1	1.3734689056539275	1.906192597166368e-18	72519.41025641025	181129.5868263473	99603.15504354
CRP	-0.8500695867632476	0.0031445141268353787	116348.62051282052	64326.071856287424	98904.42375980725
CYP2E1	1.1183904986080715	3.1283185270837245e-05	82501.31794871794	176538.77844311378	92268.6901164897
APOA2	0.2012813188030779	0.23562441927101885	457495.6923076923	507100.7245508982	92085.33629441945
FTL	-0.17504056648567418	0.13568970340789868	511631.41025641025	447089.6586826347	89556.25188314643
APOA1	0.32724887437144423	0.06483102123985592	267252.0564102564	335470.2754491018	87457.93463371013
FGA	0.19156762162044022	0.17742184322302065	442469.8102564103	494499.5269461078	84762.88918966799
GAPDH	-0.5918622578816911	6.176467162710939e-12	136692.13846153847	90796.40718562875	80902.91770452292
EPHX1	0.8824090445752143	7.203514202470425e-13	91186.53333333334	158537.60479041917	80463.8217567926
COL1A1	-2.252332094807544	4.15582048162016e-32	34199.6	7522.568862275449	77028.85670958008
SPP1	-1.4511972299614069	3.422984737130264e-07	51586.05641025641	19053.74251497006	74861.54216719698
APOE	0.24497714935580817	0.02712340870339637	296815.9641025641	347326.9281437126	72713.12876914204
CFB	0.5115879487760513	3.2695716917165966e-06	141796.04102564103	192863.94610778443	72541.1457728725
CES1	0.70875195763255	8.163214873940807e-06	101752.38974358974	163380.46107784432	72117.20542455942
PTGDS	-4.721653182068511	1.2995317033548744e-41	14341.28205128205	702.5449101796407	67714.56003237792
ADH1B	1.4321163323253112	3.3282309135397535e-14	47212.0358974359	128796.38922155689	67613.12769104683
TTR	1.1534663287899323	1.3526949265742994e-11	58551.13333333333	125113.26946107784	67536.76081248983
HRG	0.9362746765876794	4.471615798249875e-06	71521.4	131091.62874251496	66963.67565409804
VTN	0.24350607548534833	0.027820940559081134	266210.07692307694	311252.63473053894	64823.77108619116
APOB	0.33714901381537027	0.002609249464066176	190196.86666666667	234268.15568862276	64124.68602744014
A2M	-0.42665366778448244	0.006871580977800648	142911.55897435898	102904.89221556886	60973.740805208625
COL3A1	-2.32634922906492	1.3517829178008955e-34	26041.574358974358	5655.1556886227545	60581.79643363678
NTS	-4.058626951125924	1.7819920033534233e-13	14889.45641025641	1066.4790419161677	60430.749074281324
KNG1	0.8238100439150025	3.927824226490521e-09	72130.14871794872	126534.58682634731	59421.54098292899
ACTB	-0.4308248982113226	6.346033317474177e-11	137043.11282051282	100361.29341317365	59041.58513146023
SEPP1	0.7315831879080748	1.6137198701387662e-12	79508.46666666666	129987.91017964072	58167.05750968289
CD74	-0.7343664300009687	8.297163788316124e-08	78412.7076923077	44617.838323353295	57583.660214709496
SERPING1	0.714778628656066	1.7691273308427538e-15	80360.2358974359	129268.46107784432	57439.779213247195
ITIH4	0.8949079437858801	4.342552229963503e-13	62666.5641025641	113416.78443113773	56080.80602515169
ORM1	0.29470387305386553	0.05858338496095874	178377.58974358975	213375.83233532935	52568.56656344938
CLU	0.3233737575291894	0.0011910757361617672	162043.45128205128	200147.2994011976	52400.599724075066
ACTG1	-0.6215962338314148	3.910768151920705e-17	82625.15897435897	55205.22754491018	51359.48763818346
C4A	0.2238655196114254	0.0412210022560498	228923.66666666666	258628.2634730539	51248.11558968607
FGB	0.18121223569140843	0.24593174327881223	273251.40512820514	305339.4071856287	49516.49802910084
CYP3A4	2.655225297106581	6.584531145713845e-17	18213.866666666665	107216.07185628742	48361.91953145964
HPX	0.5668633137035323	0.0001474581700661074	81044.66153846154	114839.4251497006	45941.24539767352
COL1A2	-2.193330792804947	2.4066597884469395e-35	20302.035897435897	4612.275449101797	44529.08049047757
ADAM6	-2.069123449753031	6.892802015041708e-16	21216.08717948718	5070.586826347306	43898.703495081565
APOC2	0.38465317295679785	0.00345471480848056	113392.17435897436	140708.34131736527	43616.65965564994
PKM2	-2.5894416241915015	1.4244424137014347e-58	16665.28717948718	2835.9640718562873	43153.78830166909
A1BG	0.9710610537880634	2.4590247502696967e-10	43712.18974358974	86160.65269461078	42447.20503579403
ENO1	-0.7471770796917692	8.316851805506514e-14	55122.24615384615	31943.74850299401	41186.07890728162
HPD	1.2105728123787651	1.4789106246981423e-07	33390.10769230769	77161.09580838324	40421.15657470676
ITIH1	0.8320760624700165	4.398881012508456e-11	48526.876923076925	84575.7365269461	40378.05267412096
ITIH3	0.7426489951353169	2.0593526094264874e-08	53892.50769230769	86556.74850299401	40023.216683014645
SERPINA3	-0.27880485949130046	0.08175667737173788	143543.6923076923	114332.41916167665	40020.67896470862
EEF1A1	-0.3318594853160138	1.0924492664615215e-05	119135.4923076923	96516.0119760479	39536.24316010068
GPC3	-1.1110875558175273	1.4690934908754748e-06	35508.06153846154	15376.59880239521	39452.565306587574
C1S	0.5540379925183283	3.6464956123276396e-08	71139.65128205129	103108.74251497006	39414.069584761615
FGG	0.15854170406345908	0.2874566304724767	248281.77435897436	269779.5628742515	39363.01559477104
LGALS3BP	-1.3745704406504526	4.537921556101847e-20	28383.415384615386	10933.34131736527	39015.003792395604
LOC96610	-1.9625163384683846	1.6057435395444903e-15	19805.548717948717	4845.610778443114	38868.712951305926
ATP1A1	-1.120080996815917	2.108713976951718e-25	33183.38461538462	15664.389221556887	37168.07851772597
ALDOA	-1.2588788929789692	1.7976525064105617e-29	28911.133333333335	11955.976047904192	36395.61552543404
TMSB10	-1.155640060854677	2.3490549948457766e-15	30914.323076923076	13086.323353293414	35725.83020189653
RPL8	-0.4428121052746192	9.61306667515734e-05	80000.4205128205	56860.22155688623	35425.15463013688
PLG	0.8062647160582509	7.335446799704761e-08	41911.08205128205	74235.8502994012	33791.426669770975
AGXT	0.9063964776049631	9.35066788627512e-09	36275.51282051282	65724.94011976047	32879.9970438265
PSAP	-0.4749567285156643	3.2051193811881425e-14	68734.18461538461	49435.55688622755	32645.763462114777
AGT	-0.22735232047366882	0.021603002994721184	138319.15384615384	114369.63473053892	31447.18059287747
CTSD	-0.33428982336135227	7.460640577305056e-05	94070.17435897436	73248.41317365269	31446.701970033148
CYP2A6	2.1447945074909867	1.2989429229128776e-14	14649.035897435897	65082.98802395209	31419.17173285881
ALDH1A1	0.7380448807225729	1.937633782842092e-09	41900.338461538464	67043.15568862275	30924.33030208159
C4BPA	0.7754803045150646	8.336881392458107e-07	39771.902564102566	63857.31137724551	30842.327111553735
UBD	-0.9209773580296312	9.452251712662236e-08	33257.333333333336	16108.784431137725	30629.250988444124
FTH1	-0.28333770556933924	0.0006299187490856091	107685.72820512821	85446.50299401197	30511.427152204506
CPS1	0.5340245504944893	0.014409620244273795	55342.97435897436	80192.00598802396	29554.50700507933
SPARC	-1.0659476139663493	6.510445078659725e-22	27339.169230769232	13595.473053892216	29142.122209360696
PEBP1	0.6286677862761143	6.720139815771513e-19	44679.45128205128	68597.81437125748	28088.531729518676
FN1	-0.13178124412202066	0.18447239466595067	208927.29230769232	190099.27544910178	27532.69851135277
FLNA	-1.8003542883524721	3.6418447153245176e-37	15157.23076923077	4607.305389221557	27288.385414932654
AZGP1	1.103438701662163	1.7748153132680314e-15	24624.5641025641	51033.34730538922	27171.697042330037
DLK1	-2.1842428610374496	0.00025844287452585397	12407.323076923078	2722.011976047904	27100.606855354436
RPLP0	-0.4800986765250038	1.807312433978401e-08	56405.661538461536	40179.26946107784	27080.283453132695
GNAS	-0.7674104453636386	1.1414748108138208e-20	34161.31282051282	20400.161676646705	26215.748285796322
PABPC1	-0.5354269157590816	7.282977088488236e-08	48767.65128205128	33489.01197604791	26111.51311476314
HLA-DRA	-1.1967152998248165	1.59398751582095e-16	21529.88717948718	8731.497005988023	25765.145391194474
SQSTM1	-0.3143626648307913	0.01638230262039681	79857.98974358974	61888.01197604791	25104.37046382487
TMEM176B	0.6341515460478967	7.89185388194525e-12	39573.36923076923	59813.68862275449	25095.513280016574
ALDH2	0.8842221090265622	1.6189321959398592e-21	28337.671794871796	52155.4251497006	25056.795919364064
AHSG	0.19599807266646882	0.2892180851762427	127724.22564102564	145334.75449101796	25033.702058458202
HSP90AB1	-0.43943191565013334	1.5996045761959103e-08	56898.94358974359	41215.67065868263	25003.2117801099
TAT	1.8069116415610258	1.2110764056002928e-15	13594.841025641026	48494.04790419162	24564.676514402207
AOX1	1.183610270750184	1.2085165423156528e-11	20679.707692307693	46103.64071856288	24476.714420726974
PLA2G2A	-0.8833631661291014	0.011733877037753837	26938.10769230769	15292.479041916167	23796.132100603623
BAAT	1.06428867544882	9.937840677150036e-17	22348.958974358975	45208.532934131734	23785.743944480535
CES2	1.4838727309964654	3.321409304034413e-35	16018.31794871795	42668.97005988024	23769.145200533803
MAT1A	0.9649553533321009	4.249868541409169e-15	24607.528205128205	47133.00598802395	23745.166073809127
CFH	0.31211304634228065	0.006249211344413203	75522.82051282052	88713.2634730539	23571.657578617695
TUBA1B	-0.8785159767494268	4.420767519853751e-25	26821.497435897436	14568.263473053892	23563.114017779684
ORM2	0.5567243000318264	9.39687959792481e-05	42263.7282051282	60470.50898203593	23529.244501735357
BGN	-1.5461961747717285	4.6316903931975804e-23	15043.066666666668	5254.766467065869	23259.5321368361
DCXR	1.7012638997056586	4.475115968641427e-39	13423.461538461539	42408.05389221557	22836.850524471996
F2	0.42999197328631644	0.00045717000599546656	51822.11282051282	68223.97005988024	22283.092551558424
HMGCS2	0.4787170337171377	0.0010171345339178178	46300.84102564103	62735.59880239521	22165.00127440363
VIM	-1.186368374136313	9.557262095874986e-30	18603.938461538462	8530.934131736527	22071.124225147403
MUC5B	-2.973329174917876	8.551529706340925e-11	7395.369230769231	836.9461077844311	21988.867093136123
AQP1	-2.266954104102969	6.395490024024217e-31	9669.28205128205	2097.305389221557	21919.81862988302
PCK1	0.9642254190771482	5.408393688935866e-06	22288.94358974359	41567.22754491018	21491.56597360743
RPS19	-0.5538794369874389	1.3541891007121135e-07	38743.16923076923	25953.874251497007	21459.044760647528
GSTA1	0.7214796406912849	0.0001936939243502679	29119.10769230769	45404.341317365266	21008.843355096982
YWHAZ	-0.9702748071098767	1.6787924630318636e-31	21300.133333333335	10784.766467065869	20666.982761414656
TUBB	-0.5877882077251352	9.255755045316655e-12	35092.51282051282	22870.616766467065	20626.96521534056
ALDH1L1	1.300747911449763	3.7671466310560205e-12	15846.148717948718	37605.88023952096	20611.844849394136
ATF5	-0.5840891722767292	0.0035108002914426874	35265.338461538464	22508.892215568863	20598.102352058704
ADH4	1.2226458057039382	1.4625671656298083e-07	16721.276923076923	40055.86826347305	20444.199096014054
RPL3	-0.31001158491788555	2.0062921886262453e-05	65576.10769230769	53177.86826347305	20329.353078438253
TMBIM6	0.3853345459332435	1.1234113780987642e-11	52450.96923076923	67837.68263473053	20211.17041229699
GATM	0.5865056652613008	1.0110386808089966e-05	34342.748717948714	51764.748502994014	20142.216683722196
HSP90B1	-0.3332724987742259	1.4301224879640326e-07	60233.364102564105	47228.50299401198	20074.123764039297
GC	0.17660446246474384	0.13762952514905194	112239.5435897436	120842.4371257485	19822.004262954855
SAA1	0.6375406007647175	0.028322250692118453	30842.20512820513	43500.023952095806	19663.15798634455
PEG10	-1.3971802874275232	2.0018587872574907e-05	13993.328205128206	5362.419161676647	19551.202323708694
KRT8	-0.47256315146788214	4.480467314521631e-06	40646.44102564103	29302.59281437126	19208.01026703034
C1R	0.513466284703254	9.92526591854659e-07	37296.68717948718	52236.67065868263	19150.591397790766
IGFBP1	0.8320544738700005	4.553697603326429e-06	22650.210256410257	39967.80838323353	18846.208777942327
RARRES2	0.6299785094750122	3.2981190578230882e-09	29776.835897435896	43784.299401197604	18758.766695548704
CP	0.36601596695847194	0.011501395606893545	51181.764102564106	65184.2874251497	18733.342878640407
ANXA4	-1.4275028738430005	4.8733083366021875e-32	13114.610256410257	4901.760479041916	18721.14383035653
COL4A2	-1.2110465205597973	5.0208748203694326e-24	15387.430769230768	7001.173652694611	18634.89449343169
TIMP1	-1.0002227987600967	9.765641933660033e-09	18564.246153846154	9388.532934131737	18568.38224487136
SDC1	0.6144515714352083	4.626138126821257e-15	30126.30769230769	44512.25748502994	18511.157103079066
SAA2	0.8623427554589552	0.005624679656218343	21316.748717948718	36153.64670658683	18382.34382686205
LYZ	-0.618574076311829	0.0059853502339858155	29450.17435897436	19168.850299401198	18217.114401324878
RPS3	-0.5516934864489108	3.661489990382278e-10	32891.32820512821	22310.502994011975	18145.931531422575
APP	-0.7470770442244574	8.918394196323357e-10	24288.48717948718	14844.952095808383	18145.37121073491
INSIG1	1.2025198245321942	7.595682551242772e-18	15039.482051282052	34044.25748502994	18085.275317362775
RPS24	-0.5101790328957992	1.2886544214081555e-07	35255.0	24560.31736526946	17986.361804741402
CD63	-0.613859747634558	1.8018013201935975e-16	29249.964102564103	19172.63473053892	17955.37558231988
TIMP2	-2.0912398659992655	8.84230011732228e-47	8582.661538461538	2109.676646706587	17948.403965609356
AQP9	1.7151147427439921	2.095515508888271e-18	10463.0	33861.31137724551	17945.24555333039
DUOX2	-4.625946550384078	1.2428064166946834e-28	3879.128205128205	161.2994011976048	17944.6397390104
RPS11	-0.41672823118888985	6.31011762420486e-07	42686.071794871794	31715.724550898205	17788.491195478884
ANXA2	-0.9009687404950435	6.584067310164166e-17	19656.76923076923	10419.425149700599	17710.13461604788
IGFBP2	1.2395341835507274	3.2673628558110956e-12	14287.128205128205	32849.622754491014	17709.38379502816
QSOX1	-2.3210138469017956	5.040713038555384e-35	7558.276923076923	1400.5748502994013	17542.865397179834
RPS18	-0.3711246521474387	4.845099073023427e-05	46976.91282051282	35793.04191616766	17434.290429473374
RPL4	-0.37191534720764163	2.7114727741170743e-06	46855.35897435898	35747.4371257485	17426.227101487406
COL6A2	-1.6817825525681402	3.7324785898645004e-30	10244.05641025641	3340.6467065868264	17228.275338293042
GPX3	-0.40815945971196743	0.006063089805032732	41434.03076923077	31626.54491017964	16911.691612458264
EPCAM	-3.753541520809507	3.5004046562607185e-26	4500.441025641026	316.4311377245509	16892.59225169811
HSP90AA1	-0.4311553239042931	2.4761363667185433e-09	39167.0358974359	28829.20359281437	16887.07604873005
HSPA8	-0.42338364383348065	2.5446135448106395e-07	39681.68717948718	29546.82035928144	16800.577311511595
RPL13A	-0.5157812783282457	4.7831658632975575e-09	32526.317948717948	22840.91616766467	16776.465850900706
ASS1	0.5696373646422674	3.0692778683269954e-05	29139.758974358974	43472.616766467065	16599.095508464707
SLC34A2	-7.283552210806348	4.2711545937240555e-45	2250.297435897436	15.221556886227544	16390.158864202625
MYL9	-2.348620983135705	2.649380548719504e-37	6900.169230769231	1632.2934131736527	16205.882242571974
RPS4X	-0.3930624959520842	5.621957430409298e-06	41215.148717948716	31225.17365269461	16200.129226113266
FXYD2	-3.2659156239119778	5.869481849713262e-19	4919.887179487179	514.6347305389221	16067.936407371411
PAH	0.6708841018214482	8.624890454702659e-07	23900.574358974358	38182.886227544914	16034.515361837248
ADH1C	1.1281507155582136	1.5880615358882157e-07	14184.2	29916.299401197604	16001.915379620814
SDS	1.070037170522376	6.251803232213477e-05	14906.384615384615	31533.562874251496	15950.385616564428
ITGB1	-0.6748967670469707	5.415347948120971e-16	23618.394871794873	15013.91616766467	15939.978341813112
NDRG1	-0.9840903961864023	1.8245661654045375e-11	16115.358974358975	8008.461077844311	15858.969997763017
SERPIND1	0.44340818833853907	0.0007715207297042727	35691.29743589744	46955.700598802396	15825.813535503228
TFR2	0.6475396174605476	8.976055951291824e-08	24413.835897435896	37263.23353293413	15808.925957770223
SULT2A1	0.9846832951864044	4.910137223857719e-08	15910.65641025641	30343.47904191617	15666.95758262997
RPS6	-0.34648115206448843	0.00010466700155781972	45099.148717948716	35423.77844311377	15626.005004922567
MUC13	-1.5059167619128249	5.100734665396611e-07	10302.338461538462	3405.317365269461	15514.464176129955
SLC27A5	1.6634778684177252	2.3694062214500753e-25	9310.507692307692	28964.56886227545	15487.823489886832
HLA-A	-0.23813088126381377	0.02487971443734728	64508.153846153844	53758.7125748503	15361.383524086292
TAGLN2	-0.6298262429387652	8.904167099610734e-13	24310.989743589744	15583.54491017964	15311.699332327984
CYP27A1	0.8039563138140073	1.9204394044059076e-12	18760.574358974358	32020.97005988024	15082.682206674608
TPM4	-1.4973159171469954	4.938354315971418e-45	10037.333333333334	3598.3413173652693	15029.05896571011
ANG	1.0658874311165625	5.408103789232491e-16	14017.307692307691	27954.08982035928	14940.872087324276
POR	0.7269986075638236	1.9691830356883648e-16	20315.723076923077	33257.50299401198	14769.502388575316
RPS16	-0.4323357552647561	2.0560030693477328e-06	34045.364102564105	24824.1377245509	14719.028202545667
LBP	-0.41172722795457256	0.01344524718623712	35731.256410256414	26076.994011976047	14711.531153128924
CFHR1	0.555831033531671	0.0005982723903118947	26451.507692307692	35957.05389221557	14702.568859086328
UGT2B4	0.385527151632077	0.013935369855049588	38021.7282051282	47220.11976047904	14658.408575052079
GNB2L1	-0.35786380700640014	3.0583961217815772e-06	40625.88205128205	31816.25748502994	14538.532813864776
IGFBP3	-1.2264833712859409	6.906655846193676e-18	11836.02564102564	4960.143712574851	14516.688630831966
AGRN	-1.2155011771151394	1.2561539591818722e-26	11928.994871794872	5132.311377245509	14499.707308467128
CANX	-0.3365389697702082	2.7484710928966993e-06	42832.13846153846	33399.13173652695	14414.683750901064
CPB2	0.8770046018285937	5.856468580456684e-15	16417.76923076923	29091.239520958083	14398.459167144507
COL4A1	-1.0475905597509254	2.5337456445673355e-18	13655.497435897436	6980.526946107784	14305.370202549122
RPS12	-0.48189973120375107	1.4791360273584574e-06	29554.6	21401.56886227545	14242.35379583438
CFL1	-0.5120162703017067	6.7926611592074825e-18	27568.28205128205	19447.161676646705	14115.40895452292
SOD1	0.656729745582166	2.0304485670832274e-16	21439.11282051282	32936.39520958084	14079.703108122738
PCK2	1.203726897781683	7.767223104707299e-27	11445.348717948718	25609.790419161676	13777.074106285974
PTMA	-0.5661914689280941	5.869481849713262e-19	24209.271794871795	15994.101796407185	13707.08315921794
LDHA	-0.47119932794172953	8.909305843195026e-10	29007.394871794873	20718.071856287424	13668.264968930116
F12	0.8790252539369255	1.0930221724440277e-09	15471.6	28416.31736526946	13599.927118810538
KRT19	-5.029226121217116	1.79725053351125e-37	2685.107692307692	85.13173652694611	13504.013744434855
PFN1	-0.5610564643649363	5.977772048663774e-17	24035.410256410258	16258.047904191617	13485.222298022265
SPINT2	-3.7253825261382585	1.692414361243748e-53	3614.6102564102566	258.8443113772455	13465.8058880309
PRAP1	0.7044868271385843	2.0132598655102653e-05	19056.497435897436	28198.22754491018	13425.051414989954
G6PC	0.7587648488904079	2.157316884997768e-05	17576.938461538462	28434.395209580838	13336.763055725229
ATP1B1	-0.6809582955774043	1.0050576364423734e-08	19572.62051282051	12111.31736526946	13328.138304393597
APCS	0.4137554141008163	0.014432302054535091	32158.292307692307	41050.02994011976	13305.667550544325
BSG	-0.5509753665818752	1.049225160050261e-09	23941.220512820513	16630.68263473054	13191.022748468791
SERPINF2	0.300182546366261	0.017973872268247957	43879.851282051284	53376.616766467065	13171.965492018997
RPL28	-0.4116374363911597	3.7222261860022595e-05	31866.671794871796	23731.269461077845	13117.5150839595
EIF4G2	-0.5410119040131104	8.814264351321888e-14	24225.05128205128	16686.688622754493	13106.041118917805
CYP2C9	1.1228348297501327	3.196315506519075e-09	11664.128205128205	25515.652694610777	13096.88940738885
MYH9	-0.3566265789974722	9.113100587145591e-06	36691.32820512821	28656.766467065867	13085.102856668334
HPR	1.1588831979024934	1.7780200336037437e-11	11208.984615384616	24257.74850299401	12989.903936316774
HSPA5	-0.27082481793772417	0.00010128663789952418	47932.53846153846	38932.838323353295	12981.321002139115
MMP14	-1.80972666579155	1.0039215683068462e-36	7168.892307692307	2119.0419161676646	12973.735573418691
ITIH5	-5.014412549480197	5.210774600650049e-62	2581.7384615384617	87.87425149700599	12945.90174101416
MGST1	0.5807134794177934	3.7340048218354177e-07	22104.733333333334	32275.035928143712	12836.51660560248
AEBP1	-2.037890659970245	4.874330966353181e-23	6292.866666666667	1748.1197604790418	12824.17420443809
S100A6	-1.890528823696738	1.6309944065210684e-25	6779.861538461539	1760.377245508982	12817.52365913445
RPS5	-0.47796184639319095	1.2478502483036688e-07	26723.31282051282	18954.8622754491	12772.72393743514
IL32	0.47642765928652764	0.0007092024695354374	26768.5641025641	33666.59880239521	12753.284337845984
MT2A	0.7862639288588245	0.00011055494463068633	16106.635897435897	28089.71856287425	12664.066821416527
KRT18	-0.3583107261217591	0.00018110892151528387	35296.989743589744	27182.443113772457	12647.290024937925
ADH1A	0.7659250809546503	2.9491146155606236e-06	16487.266666666666	28774.28143712575	12628.011056387573
COL18A1	0.3258461814948399	3.312251264223542e-05	38516.40512820513	48179.40119760479	12550.42353593391
F5	0.5559026329545812	1.7014730847741813e-06	22503.497435897436	32096.97604790419	12509.753475302052
MDK	-1.1356986539494691	3.778280747389081e-11	10996.882051282051	4881.664670658683	12489.144143282103
HSD11B1	1.7398266160953364	1.3611390371244732e-13	7106.584615384615	22575.191616766468	12364.225063379792
COL6A1	-1.3431056104891084	3.107929452951869e-22	9165.276923076923	3638.6107784431138	12309.934857070966
CYP8B1	1.8579871095399938	1.0729596762104322e-15	6613.574358974359	23854.694610778442	12287.935906958586
EEF1G	-0.4252757214332098	2.8208805974463243e-08	28846.410256410258	21213.580838323353	12267.677932553215
BCAM	-1.0449365702599056	9.540677683814887e-16	11612.005128205128	5378.706586826347	12133.808812507103
BHMT	1.2484037591127952	3.2254119681179534e-09	9705.328205128206	23115.335329341317	12116.168214705489
STAT1	-0.8819546676633904	4.3840910612307315e-13	13730.271794871795	7217.2215568862275	12109.477297774176
RPS2	-0.5648866523649322	2.0344173297134355e-10	21403.897435897437	14386.287425149701	12090.775970126459
HSD17B6	0.9100889955987606	1.2709831430368654e-08	13275.030769230769	24466.017964071856	12081.459419311872
METTL7A	0.71131645887749	1.4281650813444477e-16	16884.251282051282	27311.335329341317	12010.045832746438
ANXA5	-1.0758813890374685	9.750400543827704e-25	11117.615384615385	5327.419161676647	11961.23548278433
COL6A3	-1.9366212741263886	6.324874217246814e-33	6162.594871794872	1684.377245508982	11934.612332540133
CFHR2	0.9992232900361998	1.2911850818994475e-11	11854.6	22660.335329341317	11845.392414063135
CLIC1	-0.992879418041994	3.55094031918212e-24	11828.697435897437	5917.874251497006	11744.470226348672
RHOB	0.6846939365529839	4.160795701216344e-11	16864.748717948718	26914.562874251496	11547.191188669196
MIF	-0.6345193759042105	2.7671080406868202e-08	18149.005128205128	11606.652694610779	11515.895407231033
IFI30	-1.035529682345142	7.167506061444032e-22	11111.307692307691	5226.383233532934	11506.088925054517
IGFBP7	-0.939428252986121	4.782701725364323e-16	12182.097435897436	6613.329341317365	11444.206511911832
SCP2	0.8805431386743758	3.5446754882565316e-17	12918.071794871796	23918.275449101795	11374.919483877338
FMO3	1.1253668428268602	4.1240356185963936e-12	10098.871794871795	21903.70658682635	11364.935467908099
TGM2	-0.6208092405461944	1.3145865594632342e-06	18289.28205128205	11812.85628742515	11354.155300391554
RPL18	-0.39706572707681326	1.0535736979631185e-05	28436.17435897436	21516.54491017964	11291.030247129189
AGR2	-3.9802519974536765	7.794582172053079e-13	2827.2	155.79041916167665	11252.968447201034
SERPINH1	-1.514401556483701	1.1611480393686661e-48	7427.348717948718	2613.4491017964074	11247.98845900876
ADI1	0.8231794394999371	1.557421388155444e-20	13617.046153846153	23320.784431137723	11209.272420567851
RPS8	-0.3479373150336055	6.543886263418158e-05	32055.041025641025	24658.844311377245	11153.144907753609
ITIH2	-0.10456623497479713	0.4317502702949406	106149.98974358974	95043.59880239521	11099.70477010051
CALR	-0.15421670027914294	0.017991003867207013	71270.47692307692	62763.473053892216	10991.097778397727
LAPTM4B	-1.2373859522132995	1.3742437888724198e-18	8879.666666666666	3569.8622754491016	10987.574793670028
ACSL1	0.5983421434007536	7.569262469968202e-06	18358.410256410258	28529.035928143712	10984.610542250894
SPINT1	-3.5699250173185364	1.5269440775985558e-37	3053.753846153846	235.61676646706587	10901.672252117316
RPL7A	-0.41048925535237824	8.402485215833263e-07	26386.805128205127	19835.77245508982	10831.499988205238
RPL32	-0.32914386645837956	0.00028629155431714	32700.528205128205	25643.844311377245	10763.178288667192
PGRMC1	0.8068462729924772	9.473623953166104e-20	13304.42564102564	22573.622754491018	10734.626242767088
TMEM176A	0.39802588518236165	0.00016526719188934437	26875.46153846154	34404.203592814374	10697.129368530668
SLC25A6	-0.7466380343262847	2.0385423208423252e-18	14322.148717948718	8525.035928143712	10693.46096609795
RPL5	-0.3526336372280067	8.12690476604407e-06	30320.17435897436	23444.461077844313	10691.913365592476
SCD	0.12641556529313214	0.47299106794136647	83601.31794871794	95333.40119760479	10568.507867738053
HSPD1	-0.3513045557906038	1.530460745808828e-07	30026.51794871795	23028.377245508982	10548.452549912952
CYP4A11	0.9219220094372368	7.28442261518843e-08	11424.215384615385	21233.556886227543	10532.23560362841
MUC6	-3.556545656238998	6.096047914120596e-16	2957.9333333333334	251.2814371257485	10520.024948111208
CYBA	-2.2069544250821145	4.085412814827813e-42	4728.774358974359	1004.8982035928144	10436.1894967533
CYB5A	0.8448918394048976	5.380563785761237e-21	12346.8	21958.45508982036	10431.71056276439
S100A11	-1.9277887716291864	1.0312803123953094e-35	5399.215384615384	1399.5868263473053	10408.546794069096
ACSL4	-0.6097157717250193	0.0022432031834168573	16826.420512820514	11522.946107784432	10259.333968344055
NCL	-0.5138137699654506	6.309270104292744e-17	19924.74358974359	13890.479041916167	10237.6076194411
LAMB1	-1.7049081609739165	9.822907564097518e-39	5956.410256410257	1944.8502994011976	10155.132456262585
RPL37A	-0.3272775664943545	0.0008367827376370445	30918.046153846153	23996.16766467066	10118.782905990907
RPL27A	-0.3675226839068029	9.352322593190057e-05	27510.210256410257	20754.101796407187	10110.626308276354
GPNMB	-2.174192963362598	1.9588179315844203e-37	4618.379487179487	1126.9820359281437	10041.248183163803
GRN	-0.5186573468198962	6.104421279237182e-12	19294.153846153848	13483.610778443113	10007.05464298105
UBB	0.25095195844878904	1.1441253182273213e-05	39854.21538461538	46508.94610778443	10001.493403209088
PLIN2	-0.5535068484201789	2.2637823354959817e-05	18013.979487179487	12219.928143712576	9970.861013454469
PDIA3	-0.33581859412813597	8.804158106072799e-09	29493.82564102564	22829.17964071856	9904.5750622296
